Year,UNIT_MEASURE,Regions,Sex,Area,Age,Value
2018,Percent,Karagandy,,,25-28,0.7
2018,Percent,Karagandy,,,29-34,1.4
2018,Percent,Karagandy,,,35-44,3.0
2018,Percent,Karagandy,,,45-54,1.3
2018,Percent,Karagandy,,,55-64,1.0
2018,Percent,Karagandy,,,65 and older,1.7
2018,Percent,Kostanay,,,Y15,45.7
2018,Percent,Kostanay,,,16-24,4.6
2018,Percent,Kostanay,,,25-28,4.7
2018,Percent,Kostanay,,,29-34,3.6
2018,Percent,Kostanay,,,35-44,4.0
2018,Percent,Kostanay,,,45-54,4.5
2018,Percent,Kostanay,,,55-64,5.9
2018,Percent,Kostanay,,,65 and older,11.7
2018,Percent,Kyzylorda,,,16-24,4.9
2018,Percent,Kyzylorda,,,25-28,3.9
2018,Percent,Kyzylorda,,,29-34,3.7
2018,Percent,Kyzylorda,,,35-44,3.7
2018,Percent,Kyzylorda,,,45-54,3.2
2018,Percent,Kyzylorda,,,55-64,2.9
2018,Percent,Kyzylorda,,,65 and older,42.9
2018,Percent,Mangistau,,,16-24,2.7
2018,Percent,Mangistau,,,25-28,1.5
2018,Percent,Mangistau,,,29-34,1.8
2018,Percent,Mangistau,,,35-44,2.0
2018,Percent,Mangistau,,,45-54,1.2
2018,Percent,Mangistau,,,55-64,1.0
2018,Percent,Pavlodar,,,16-24,2.7
2018,Percent,Pavlodar,,,25-28,1.3
2018,Percent,Pavlodar,,,29-34,1.2
2018,Percent,Pavlodar,,,35-44,1.2
2018,Percent,Pavlodar,,,45-54,1.5
2018,Percent,Pavlodar,,,55-64,2.7
2018,Percent,Soltustik Kazakhstan,,,16-24,0.8
2018,Percent,Soltustik Kazakhstan,,,25-28,0.5
2018,Percent,Soltustik Kazakhstan,,,29-34,1.1
2018,Percent,Soltustik Kazakhstan,,,35-44,0.8
2018,Percent,Soltustik Kazakhstan,,,45-54,0.5
2018,Percent,Soltustik Kazakhstan,,,55-64,0.6
2018,Percent,Turkistan,,,16-24,2.8
2018,Percent,Turkistan,,,25-28,3.2
2018,Percent,Turkistan,,,29-34,3.9
2018,Percent,Turkistan,,,35-44,2.5
2018,Percent,Turkistan,,,45-54,2.6
2018,Percent,Turkistan,,,55-64,1.1
2018,Percent,Shygys Kazakhstan,,,16-24,5.2
2018,Percent,Shygys Kazakhstan,,,25-28,3.3
2018,Percent,Shygys Kazakhstan,,,29-34,2.4
2018,Percent,Shygys Kazakhstan,,,35-44,2.3
2018,Percent,Shygys Kazakhstan,,,45-54,3.0
2018,Percent,Shygys Kazakhstan,,,55-64,4.8
2018,Percent,Shygys Kazakhstan,,,65 and older,15.3
2018,Percent,Nur-Sultan city,,,29-34,0.1
2018,Percent,Nur-Sultan city,,,45-54,0.2
2018,Percent,Almaty city,,,16-24,0.4
2018,Percent,Almaty city,,,25-28,0.8
2018,Percent,Almaty city,,,29-34,0.6
2018,Percent,Almaty city,,,35-44,0.3
2018,Percent,Almaty city,,,45-54,0.3
2018,Percent,Almaty city,,,55-64,0.9
2018,Percent,Almaty city,,,65 and older,1.3
2018,Percent,Shymkent city,,,16-24,1.5
2018,Percent,Shymkent city,,,25-28,1.2
2018,Percent,Shymkent city,,,29-34,0.3
2018,Percent,Shymkent city,,,35-44,0.9
2018,Percent,Shymkent city,,,45-54,0.6
2019,Percent,,,,,2.1
2019,Percent,Akmola,,,,3.8
2019,Percent,Aktobe,,,,1.6
2019,Percent,Almaty,,,,3.8
2019,Percent,Atyrau,,,,0.4
2019,Percent,Batys Kazakhstan,,,,3.4
2019,Percent,Zhambyl,,,,1.4
2019,Percent,Karagandy,,,,1.8
2019,Percent,Kostanay,,,,4.2
2019,Percent,Kyzylorda,,,,3.8
2019,Percent,Mangistau,,,,1.3
2019,Percent,Pavlodar,,,,1.5
2019,Percent,Soltustik Kazakhstan,,,,0.7
2019,Percent,Turkistan,,,,2.7
2019,Percent,Shygys Kazakhstan,,,,3.3
2019,Percent,Nur-Sultan city,,,,0.1
2019,Percent,Almaty city,,,,0.5
2019,Percent,Shymkent city,,,,0.7
2019,Percent,,Male,,,2.3
2019,Percent,Akmola,Male,,,3.3
2019,Percent,Aktobe,Male,,,1.5
2019,Percent,Almaty,Male,,,4.0
2019,Percent,Atyrau,Male,,,0.3
2019,Percent,Batys Kazakhstan,Male,,,3.0
2019,Percent,Zhambyl,Male,,,1.2
2019,Percent,Karagandy,Male,,,2.0
2019,Percent,Kostanay,Male,,,4.5
2019,Percent,Kyzylorda,Male,,,4.5
2019,Percent,Mangistau,Male,,,1.3
2019,Percent,Pavlodar,Male,,,1.5
2019,Percent,Soltustik Kazakhstan,Male,,,0.8
2019,Percent,Turkistan,Male,,,3.5
2019,Percent,Shygys Kazakhstan,Male,,,3.3
2019,Percent,Nur-Sultan city,Male,,,0.2
2019,Percent,Almaty city,Male,,,0.5
2019,Percent,Shymkent city,Male,,,0.8
2019,Percent,,Female,,,2.0
2019,Percent,Akmola,Female,,,4.4
2019,Percent,Aktobe,Female,,,1.6
2019,Percent,Almaty,Female,,,3.5
2019,Percent,Atyrau,Female,,,0.4
2019,Percent,Batys Kazakhstan,Female,,,3.8
2019,Percent,Zhambyl,Female,,,1.7
2019,Percent,Karagandy,Female,,,1.6
2019,Percent,Kostanay,Female,,,3.8
2019,Percent,Kyzylorda,Female,,,3.0
2019,Percent,Mangistau,Female,,,1.3
2019,Percent,Pavlodar,Female,,,1.5
2019,Percent,Soltustik Kazakhstan,Female,,,0.6
2019,Percent,Turkistan,Female,,,1.7
2019,Percent,Shygys Kazakhstan,Female,,,3.4
2019,Percent,Nur-Sultan city,Female,,,0.0
2019,Percent,Almaty city,Female,,,0.5
2019,Percent,Shymkent city,Female,,,0.7
2019,Percent,,,Population of urban areas,,1.1
2019,Percent,Akmola,,Population of urban areas,,2.0
2019,Percent,Aktobe,,Population of urban areas,,0.8
2019,Percent,Almaty,,Population of urban areas,,3.0
2019,Percent,Atyrau,,Population of urban areas,,0.4
2019,Percent,Batys Kazakhstan,,Population of urban areas,,1.4
2019,Percent,Zhambyl,,Population of urban areas,,2.8
2019,Percent,Karagandy,,Population of urban areas,,1.9
2019,Percent,Kostanay,,Population of urban areas,,2.7
2019,Percent,Kyzylorda,,Population of urban areas,,1.2
2019,Percent,Mangistau,,Population of urban areas,,0.5
2019,Percent,Pavlodar,,Population of urban areas,,0.2
2019,Percent,Soltustik Kazakhstan,,Population of urban areas,,0.8
2019,Percent,Turkistan,,Population of urban areas,,3.8
2019,Percent,Shygys Kazakhstan,,Population of urban areas,,0.6
2019,Percent,Nur-Sultan city,,Population of urban areas,,0.1
2019,Percent,Almaty city,,Population of urban areas,,0.5
2019,Percent,Shymkent city,,Population of urban areas,,0.7
2019,Percent,,,Population of rural areas,,3.6
2019,Percent,Akmola,,Population of rural areas,,5.5
2019,Percent,Aktobe,,Population of rural areas,,3.5
2019,Percent,Almaty,,Population of rural areas,,4.0
2019,Percent,Atyrau,,Population of rural areas,,0.4
2019,Percent,Batys Kazakhstan,,Population of rural areas,,5.3
2019,Percent,Zhambyl,,Population of rural areas,,0.5
2019,Percent,Karagandy,,Population of rural areas,,1.6
2019,Percent,Kostanay,,Population of rural areas,,5.8
2019,Percent,Kyzylorda,,Population of rural areas,,5.8
2019,Percent,Mangistau,,Population of rural areas,,1.9
2019,Percent,Pavlodar,,Population of rural areas,,4.3
2019,Percent,Soltustik Kazakhstan,,Population of rural areas,,0.6
2019,Percent,Turkistan,,Population of rural areas,,2.5
2019,Percent,Shygys Kazakhstan,,Population of rural areas,,7.7
2019,Percent,,,,Y15,35.6
2019,Percent,,,,16-24,2.6
2019,Percent,,,,25-28,1.6
2019,Percent,,,,29-34,1.6
2019,Percent,,,,35-44,1.9
2019,Percent,,,,45-54,2.3
2019,Percent,,,,55-64,3.2
2019,Percent,,,,65 and older,8.4
2019,Percent,Akmola,,,16-24,4.8
2019,Percent,Akmola,,,25-28,3.4
2019,Percent,Akmola,,,29-34,3.1
2019,Percent,Akmola,,,35-44,3.1
2019,Percent,Akmola,,,45-54,3.1
2019,Percent,Akmola,,,55-64,4.8
2019,Percent,Akmola,,,65 and older,11.5
2019,Percent,Aktobe,,,16-24,1.2
2019,Percent,Aktobe,,,25-28,1.2
2019,Percent,Aktobe,,,29-34,0.9
2019,Percent,Aktobe,,,35-44,1.7
2019,Percent,Aktobe,,,45-54,2.6
2019,Percent,Aktobe,,,55-64,2.1
2019,Percent,Aktobe,,,65 and older,1.4
2019,Percent,Almaty,,,16-24,5.1
2019,Percent,Almaty,,,25-28,1.9
2019,Percent,Almaty,,,29-34,1.9
2019,Percent,Almaty,,,35-44,3.0
2019,Percent,Almaty,,,45-54,4.5
2019,Percent,Almaty,,,55-64,8.3
2019,Percent,Almaty,,,65 and older,8.3
2019,Percent,Atyrau,,,16-24,0.9
2019,Percent,Atyrau,,,25-28,0.2
2019,Percent,Atyrau,,,29-34,0.2
2019,Percent,Atyrau,,,35-44,0.1
2019,Percent,Atyrau,,,45-54,0.6
2019,Percent,Atyrau,,,55-64,0.7
2019,Percent,Batys Kazakhstan,,,16-24,3.7
2019,Percent,Batys Kazakhstan,,,25-28,3.1
2019,Percent,Batys Kazakhstan,,,29-34,2.8
2019,Percent,Batys Kazakhstan,,,35-44,2.6
2019,Percent,Batys Kazakhstan,,,45-54,3.2
2019,Percent,Batys Kazakhstan,,,55-64,5.5
2019,Percent,Zhambyl,,,16-24,2.3
2019,Percent,Zhambyl,,,25-28,1.7
2019,Percent,Zhambyl,,,29-34,0.3
2019,Percent,Zhambyl,,,35-44,0.6
2019,Percent,Zhambyl,,,45-54,0.9
2019,Percent,Zhambyl,,,55-64,2.6
2019,Percent,Zhambyl,,,65 and older,26.4
2019,Percent,Karagandy,,,16-24,1.8
2019,Percent,Karagandy,,,25-28,0.8
2019,Percent,Karagandy,,,29-34,1.6
2019,Percent,Karagandy,,,35-44,2.4
2019,Percent,Karagandy,,,45-54,1.5
2019,Percent,Karagandy,,,55-64,1.9
2019,Percent,Karagandy,,,65 and older,7.3
2019,Percent,Kostanay,,,Y15,40.3
2019,Percent,Kostanay,,,16-24,4.3
2019,Percent,Kostanay,,,25-28,3.1
2019,Percent,Kostanay,,,29-34,3.8
2019,Percent,Kostanay,,,35-44,3.8
2019,Percent,Kostanay,,,45-54,4.3
2019,Percent,Kostanay,,,55-64,5.0
2019,Percent,Kostanay,,,65 and older,8.1
2019,Percent,Kyzylorda,,,16-24,5.0
2019,Percent,Kyzylorda,,,25-28,3.4
2019,Percent,Kyzylorda,,,29-34,3.8
2019,Percent,Kyzylorda,,,35-44,4.0
2019,Percent,Kyzylorda,,,45-54,3.5
2019,Percent,Kyzylorda,,,55-64,2.2
2019,Percent,Mangistau,,,16-24,1.2
2019,Percent,Mangistau,,,25-28,1.4
2019,Percent,Mangistau,,,29-34,0.7
2019,Percent,Mangistau,,,35-44,1.5
2019,Percent,Mangistau,,,45-54,1.5
2019,Percent,Mangistau,,,55-64,2.5
2019,Percent,Pavlodar,,,16-24,1.7
2019,Percent,Pavlodar,,,25-28,0.9
2019,Percent,Pavlodar,,,29-34,1.2
2019,Percent,Pavlodar,,,35-44,1.5
2019,Percent,Pavlodar,,,45-54,1.5
2019,Percent,Pavlodar,,,55-64,1.9
2019,Percent,Soltustik Kazakhstan,,,16-24,0.7
2019,Percent,Soltustik Kazakhstan,,,25-28,1.1
2019,Percent,Soltustik Kazakhstan,,,29-34,0.3
2019,Percent,Soltustik Kazakhstan,,,35-44,0.8
2019,Percent,Soltustik Kazakhstan,,,45-54,0.5
2019,Percent,Soltustik Kazakhstan,,,55-64,0.7
2019,Percent,Soltustik Kazakhstan,,,65 and older,1.2
2019,Percent,Turkistan,,,16-24,2.7
2019,Percent,Turkistan,,,25-28,2.1
2019,Percent,Turkistan,,,29-34,2.4
2019,Percent,Turkistan,,,35-44,2.7
2019,Percent,Turkistan,,,45-54,3.2
2019,Percent,Turkistan,,,55-64,3.6
2019,Percent,Turkistan,,,65 and older,7.7
2019,Percent,Shygys Kazakhstan,,,16-24,4.2
2019,Percent,Shygys Kazakhstan,,,25-28,2.4
2019,Percent,Shygys Kazakhstan,,,29-34,2.6
2019,Percent,Shygys Kazakhstan,,,35-44,2.9
2019,Percent,Shygys Kazakhstan,,,45-54,3.8
2019,Percent,Shygys Kazakhstan,,,55-64,4.0
2019,Percent,Shygys Kazakhstan,,,65 and older,13.6
2019,Percent,Nur-Sultan city,,,35-44,0.3
2019,Percent,Nur-Sultan city,,,45-54,0.2
2019,Percent,Almaty city,,,16-24,0.5
2019,Percent,Almaty city,,,25-28,0.4
2019,Percent,Almaty city,,,29-34,0.5
2019,Percent,Almaty city,,,35-44,0.5
2019,Percent,Almaty city,,,45-54,0.4
2019,Percent,Almaty city,,,55-64,0.9
2019,Percent,Almaty city,,,65 and older,2.4
2019,Percent,Shymkent city,,,16-24,0.9
2019,Percent,Shymkent city,,,25-28,1.0
2019,Percent,Shymkent city,,,29-34,1.3
2019,Percent,Shymkent city,,,35-44,0.5
2019,Percent,Shymkent city,,,45-54,0.6
2019,Percent,Shymkent city,,,55-64,0.4
