Year,UNIT_MEASURE,Regions,Area,Sex,Age,Value
2016,Percent,Almaty city,,,,5.3
2016,Percent,,,Male,,4.4
2016,Percent,Akmola,,Male,,5.2
2016,Percent,Aktobe,,Male,,4.8
2016,Percent,Almaty,,Male,,3.8
2016,Percent,Atyrau,,Male,,4.8
2016,Percent,Batys Kazakhstan,,Male,,4.6
2016,Percent,Zhambyl,,Male,,4.0
2016,Percent,Karagandy,,Male,,4.2
2016,Percent,Kostanay,,Male,,4.8
2016,Percent,Kyzylorda,,Male,,4.4
2016,Percent,Mangistau,,Male,,2.7
2016,Percent,Ontustik Kazakhstan,,Male,,4.4
2016,Percent,Pavlodar,,Male,,4.6
2016,Percent,Soltustik Kazakhstan,,Male,,5.0
2016,Percent,Shygys Kazakhstan,,Male,,4.2
2016,Percent,Nur-Sultan city,,Male,,4.4
2016,Percent,Almaty city,,Male,,4.9
2016,Percent,,,Female,,5.5
2016,Percent,Akmola,,Female,,4.6
2016,Percent,Aktobe,,Female,,4.9
2016,Percent,Almaty,,Female,,5.8
2016,Percent,Atyrau,,Female,,5.1
2016,Percent,Batys Kazakhstan,,Female,,5.2
2016,Percent,Zhambyl,,Female,,5.8
2016,Percent,Karagandy,,Female,,5.8
2016,Percent,Kostanay,,Female,,5.1
2016,Percent,Kyzylorda,,Female,,5.5
2016,Percent,Mangistau,,Female,,7.8
2016,Percent,Ontustik Kazakhstan,,Female,,6.1
2016,Percent,Pavlodar,,Female,,5.0
2016,Percent,Soltustik Kazakhstan,,Female,,4.9
2016,Percent,Shygys Kazakhstan,,Female,,5.6
2016,Percent,Nur-Sultan city,,Female,,4.9
2016,Percent,Almaty city,,Female,,5.7
2016,Percent,,Population of urban areas,,,5.1
2016,Percent,Akmola,Population of urban areas,,,4.4
2016,Percent,Aktobe,Population of urban areas,,,5.1
2016,Percent,Almaty,Population of urban areas,,,4.8
2016,Percent,Atyrau,Population of urban areas,,,5.9
2016,Percent,Batys Kazakhstan,Population of urban areas,,,4.8
2016,Percent,Zhambyl,Population of urban areas,,,5.5
2016,Percent,Karagandy,Population of urban areas,,,5.1
2016,Percent,Kostanay,Population of urban areas,,,5.6
2016,Percent,Kyzylorda,Population of urban areas,,,4.6
2016,Percent,Mangistau,Population of urban areas,,,4.9
2016,Percent,Ontustik Kazakhstan,Population of urban areas,,,5.3
2016,Percent,Pavlodar,Population of urban areas,,,5.0
2016,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.7
2016,Percent,Shygys Kazakhstan,Population of urban areas,,,5.0
2016,Percent,Nur-Sultan city,Population of urban areas,,,4.6
2016,Percent,Almaty city,Population of urban areas,,,5.3
2016,Percent,,Population of rural areas,,,4.8
2016,Percent,Akmola,Population of rural areas,,,5.4
2016,Percent,Aktobe,Population of rural areas,,,4.3
2016,Percent,Almaty,Population of rural areas,,,4.8
2016,Percent,Atyrau,Population of rural areas,,,4.0
2016,Percent,Batys Kazakhstan,Population of rural areas,,,4.9
2016,Percent,Zhambyl,Population of rural areas,,,4.4
2016,Percent,Karagandy,Population of rural areas,,,4.3
2016,Percent,Kostanay,Population of rural areas,,,4.2
2016,Percent,Kyzylorda,Population of rural areas,,,5.2
2016,Percent,Mangistau,Population of rural areas,,,5.1
2016,Percent,Ontustik Kazakhstan,Population of rural areas,,,5.1
2016,Percent,Pavlodar,Population of rural areas,,,4.4
2016,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.1
2016,Percent,Shygys Kazakhstan,Population of rural areas,,,4.7
2016,Percent,,,,16-24,3.8
2016,Percent,,,,25-28,4.3
2016,Percent,,,,29-34,7.0
2016,Percent,,,,35-44,4.8
2016,Percent,,,,45-54,4.6
2016,Percent,,,,55-64,4.6
2016,Percent,Akmola,,,16-24,3.0
2016,Percent,Akmola,,,25-28,3.6
2016,Percent,Akmola,,,29-34,5.9
2016,Percent,Akmola,,,35-44,5.5
2016,Percent,Akmola,,,45-54,5.6
2016,Percent,Akmola,,,55-64,4.9
2016,Percent,Aktobe,,,16-24,2.8
2016,Percent,Aktobe,,,25-28,3.0
2016,Percent,Aktobe,,,29-34,5.9
2016,Percent,Aktobe,,,35-44,4.8
2016,Percent,Aktobe,,,45-54,6.4
2016,Percent,Aktobe,,,55-64,3.7
2016,Percent,Almaty,,,16-24,3.3
2016,Percent,Almaty,,,25-28,2.8
2016,Percent,Almaty,,,29-34,7.2
2016,Percent,Almaty,,,35-44,5.9
2016,Percent,Almaty,,,45-54,3.9
2016,Percent,Almaty,,,55-64,6.1
2016,Percent,Atyrau,,,16-24,1.6
2016,Percent,Atyrau,,,25-28,2.9
2016,Percent,Atyrau,,,29-34,7.1
2016,Percent,Atyrau,,,35-44,6.0
2016,Percent,Atyrau,,,45-54,4.8
2016,Percent,Atyrau,,,55-64,7.1
2016,Percent,Batys Kazakhstan,,,16-24,4.0
2016,Percent,Batys Kazakhstan,,,25-28,3.9
2016,Percent,Batys Kazakhstan,,,29-34,6.8
2016,Percent,Batys Kazakhstan,,,35-44,5.6
2016,Percent,Batys Kazakhstan,,,45-54,4.4
2016,Percent,Batys Kazakhstan,,,55-64,4.2
2016,Percent,Zhambyl,,,16-24,4.7
2016,Percent,Zhambyl,,,25-28,3.7
2016,Percent,Zhambyl,,,29-34,7.4
2016,Percent,Zhambyl,,,35-44,4.2
2016,Percent,Zhambyl,,,45-54,5.4
2016,Percent,Zhambyl,,,55-64,2.8
2016,Percent,Karagandy,,,16-24,6.0
2016,Percent,Karagandy,,,25-28,4.4
2016,Percent,Karagandy,,,29-34,5.0
2016,Percent,Karagandy,,,35-44,4.1
2016,Percent,Karagandy,,,45-54,6.2
2016,Percent,Karagandy,,,55-64,4.6
2016,Percent,Kostanay,,,16-24,3.3
2016,Percent,Kostanay,,,25-28,3.2
2016,Percent,Kostanay,,,29-34,10.8
2016,Percent,Kostanay,,,35-44,5.9
2016,Percent,Kostanay,,,45-54,3.5
2016,Percent,Kostanay,,,55-64,1.7
2016,Percent,Kyzylorda,,,16-24,5.5
2016,Percent,Kyzylorda,,,25-28,4.0
2016,Percent,Kyzylorda,,,29-34,8.3
2016,Percent,Kyzylorda,,,35-44,4.7
2016,Percent,Kyzylorda,,,45-54,3.4
2016,Percent,Kyzylorda,,,55-64,2.5
2016,Percent,Mangistau,,,16-24,5.2
2016,Percent,Mangistau,,,25-28,3.9
2016,Percent,Mangistau,,,29-34,7.1
2016,Percent,Mangistau,,,35-44,4.2
2016,Percent,Mangistau,,,45-54,4.9
2016,Percent,Mangistau,,,55-64,2.9
2016,Percent,Ontustik Kazakhstan,,,16-24,1.9
2016,Percent,Ontustik Kazakhstan,,,25-28,5.5
2016,Percent,Ontustik Kazakhstan,,,29-34,7.6
2016,Percent,Ontustik Kazakhstan,,,35-44,4.9
2016,Percent,Ontustik Kazakhstan,,,45-54,4.5
2016,Percent,Ontustik Kazakhstan,,,55-64,5.4
2016,Percent,Pavlodar,,,16-24,2.7
2016,Percent,Pavlodar,,,25-28,3.3
2016,Percent,Pavlodar,,,29-34,6.2
2016,Percent,Pavlodar,,,35-44,6.0
2016,Percent,Pavlodar,,,45-54,4.5
2016,Percent,Pavlodar,,,55-64,3.6
2016,Percent,Soltustik Kazakhstan,,,16-24,4.9
2016,Percent,Soltustik Kazakhstan,,,25-28,1.8
2016,Percent,Soltustik Kazakhstan,,,29-34,10.8
2016,Percent,Soltustik Kazakhstan,,,35-44,4.4
2016,Percent,Soltustik Kazakhstan,,,45-54,4.6
2016,Percent,Soltustik Kazakhstan,,,55-64,2.5
2016,Percent,Shygys Kazakhstan,,,16-24,2.3
2016,Percent,Shygys Kazakhstan,,,25-28,3.6
2016,Percent,Shygys Kazakhstan,,,29-34,9.1
2016,Percent,Shygys Kazakhstan,,,35-44,3.4
2016,Percent,Shygys Kazakhstan,,,45-54,3.5
2016,Percent,Shygys Kazakhstan,,,55-64,6.5
2016,Percent,Nur-Sultan city,,,16-24,5.7
2016,Percent,Nur-Sultan city,,,25-28,4.3
2016,Percent,Nur-Sultan city,,,29-34,3.6
2016,Percent,Nur-Sultan city,,,35-44,4.8
2016,Percent,Nur-Sultan city,,,45-54,5.0
2016,Percent,Nur-Sultan city,,,55-64,4.3
2016,Percent,Almaty city,,,16-24,5.3
2016,Percent,Almaty city,,,25-28,9.7
2016,Percent,Almaty city,,,29-34,5.1
2016,Percent,Almaty city,,,35-44,3.9
2016,Percent,Almaty city,,,45-54,4.6
2016,Percent,Almaty city,,,55-64,6.7
2017,Percent,,,,,4.9
2017,Percent,Akmola,,,,4.8
2017,Percent,Aktobe,,,,4.8
2017,Percent,Almaty,,,,4.7
2017,Percent,Atyrau,,,,4.9
2017,Percent,Batys Kazakhstan,,,,4.9
2017,Percent,Zhambyl,,,,4.9
2017,Percent,Karagandy,,,,4.8
2017,Percent,Kostanay,,,,4.8
2017,Percent,Kyzylorda,,,,4.8
2017,Percent,Mangistau,,,,4.9
2017,Percent,Ontustik Kazakhstan,,,,5.2
2017,Percent,Pavlodar,,,,4.8
2017,Percent,Soltustik Kazakhstan,,,,4.9
2017,Percent,Shygys Kazakhstan,,,,4.8
2017,Percent,Nur-Sultan city,,,,4.6
2017,Percent,Almaty city,,,,5.3
2017,Percent,,,Male,,4.4
2017,Percent,Akmola,,Male,,5.0
2017,Percent,Aktobe,,Male,,4.8
2017,Percent,Almaty,,Male,,3.5
2017,Percent,Atyrau,,Male,,4.9
2017,Percent,Batys Kazakhstan,,Male,,4.5
2017,Percent,Zhambyl,,Male,,4.5
2017,Percent,Karagandy,,Male,,4.0
2017,Percent,Kostanay,,Male,,4.6
2017,Percent,Kyzylorda,,Male,,4.6
2017,Percent,Mangistau,,Male,,3.0
2017,Percent,Ontustik Kazakhstan,,Male,,4.6
2017,Percent,Pavlodar,,Male,,4.7
2017,Percent,Soltustik Kazakhstan,,Male,,5.3
2017,Percent,Shygys Kazakhstan,,Male,,4.7
2017,Percent,Nur-Sultan city,,Male,,4.6
2017,Percent,Almaty city,,Male,,4.2
2017,Percent,,,Female,,5.4
2017,Percent,Akmola,,Female,,4.6
2017,Percent,Aktobe,,Female,,4.8
2017,Percent,Almaty,,Female,,6.0
2017,Percent,Atyrau,,Female,,5.0
2017,Percent,Batys Kazakhstan,,Female,,5.3
2017,Percent,Zhambyl,,Female,,5.3
2017,Percent,Karagandy,,Female,,5.6
2017,Percent,Kostanay,,Female,,5.1
2017,Percent,Kyzylorda,,Female,,5.1
2017,Percent,Mangistau,,Female,,7.1
2017,Percent,Ontustik Kazakhstan,,Female,,5.9
2017,Percent,Pavlodar,,Female,,4.9
2017,Percent,Soltustik Kazakhstan,,Female,,4.4
2017,Percent,Shygys Kazakhstan,,Female,,5.0
2017,Percent,Nur-Sultan city,,Female,,4.6
2017,Percent,Almaty city,,Female,,6.2
2017,Percent,,Population of urban areas,,,5.2
2017,Percent,Akmola,Population of urban areas,,,4.5
2017,Percent,Aktobe,Population of urban areas,,,5.0
2017,Percent,Almaty,Population of urban areas,,,4.3
2017,Percent,Atyrau,Population of urban areas,,,5.0
2017,Percent,Batys Kazakhstan,Population of urban areas,,,5.0
2017,Percent,Zhambyl,Population of urban areas,,,5.8
2017,Percent,Karagandy,Population of urban areas,,,5.2
2017,Percent,Kostanay,Population of urban areas,,,5.6
2017,Percent,Kyzylorda,Population of urban areas,,,4.6
2017,Percent,Mangistau,Population of urban areas,,,5.0
2017,Percent,Ontustik Kazakhstan,Population of urban areas,,,5.5
2017,Percent,Pavlodar,Population of urban areas,,,5.2
2017,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.8
2017,Percent,Shygys Kazakhstan,Population of urban areas,,,5.1
2017,Percent,Nur-Sultan city,Population of urban areas,,,4.8
2017,Percent,Almaty city,Population of urban areas,,,5.6
2017,Percent,,Population of rural areas,,,5.1
2017,Percent,Akmola,Population of rural areas,,,5.5
2017,Percent,Aktobe,Population of rural areas,,,5.2
2017,Percent,Almaty,Population of rural areas,,,5.2
2017,Percent,Atyrau,Population of rural areas,,,5.4
2017,Percent,Batys Kazakhstan,Population of rural areas,,,5.2
2017,Percent,Zhambyl,Population of rural areas,,,4.7
2017,Percent,Karagandy,Population of rural areas,,,4.1
2017,Percent,Kostanay,Population of rural areas,,,4.5
2017,Percent,Kyzylorda,Population of rural areas,,,5.5
2017,Percent,Mangistau,Population of rural areas,,,5.2
2017,Percent,Ontustik Kazakhstan,Population of rural areas,,,5.4
2017,Percent,Pavlodar,Population of rural areas,,,4.6
2017,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.4
2017,Percent,Shygys Kazakhstan,Population of rural areas,,,4.9
2017,Percent,,,,16-24,3.8
2017,Percent,,,,25-28,4.0
2017,Percent,,,,29-34,6.7
2017,Percent,,,,35-44,4.6
2017,Percent,,,,45-54,4.6
2017,Percent,,,,55-64,5.2
2017,Percent,Akmola,,,16-24,2.9
2017,Percent,Akmola,,,25-28,3.1
2017,Percent,Akmola,,,29-34,4.4
2017,Percent,Akmola,,,35-44,6.3
2017,Percent,Akmola,,,45-54,6.7
2017,Percent,Akmola,,,55-64,3.9
2017,Percent,Aktobe,,,16-24,2.5
2017,Percent,Aktobe,,,25-28,3.2
2017,Percent,Aktobe,,,29-34,7.0
2017,Percent,Aktobe,,,35-44,5.0
2017,Percent,Aktobe,,,45-54,4.0
2017,Percent,Aktobe,,,55-64,6.0
2017,Percent,Almaty,,,16-24,3.2
2017,Percent,Almaty,,,25-28,2.7
2017,Percent,Almaty,,,29-34,9.8
2017,Percent,Almaty,,,35-44,4.9
2017,Percent,Almaty,,,45-54,2.8
2017,Percent,Almaty,,,55-64,2.3
2017,Percent,Atyrau,,,16-24,1.5
2017,Percent,Atyrau,,,25-28,2.9
2017,Percent,Atyrau,,,29-34,8.5
2017,Percent,Atyrau,,,35-44,4.6
2017,Percent,Atyrau,,,45-54,5.2
2017,Percent,Atyrau,,,55-64,6.1
2017,Percent,Batys Kazakhstan,,,16-24,4.0
2017,Percent,Batys Kazakhstan,,,25-28,3.9
2017,Percent,Batys Kazakhstan,,,29-34,5.7
2017,Percent,Batys Kazakhstan,,,35-44,5.3
2017,Percent,Batys Kazakhstan,,,45-54,4.5
2017,Percent,Batys Kazakhstan,,,55-64,5.5
2017,Percent,Zhambyl,,,16-24,2.8
2017,Percent,Zhambyl,,,25-28,2.1
2017,Percent,Zhambyl,,,29-34,10.4
2017,Percent,Zhambyl,,,35-44,4.7
2017,Percent,Zhambyl,,,45-54,5.4
2017,Percent,Zhambyl,,,55-64,6.2
2017,Percent,Karagandy,,,16-24,5.8
2017,Percent,Karagandy,,,25-28,4.2
2017,Percent,Karagandy,,,29-34,4.5
2017,Percent,Karagandy,,,35-44,4.6
2017,Percent,Karagandy,,,45-54,4.5
2017,Percent,Karagandy,,,55-64,6.1
2017,Percent,Kostanay,,,16-24,3.1
2017,Percent,Kostanay,,,25-28,2.9
2017,Percent,Kostanay,,,29-34,10.3
2017,Percent,Kostanay,,,35-44,5.5
2017,Percent,Kostanay,,,45-54,2.5
2017,Percent,Kostanay,,,55-64,2.1
2017,Percent,Kyzylorda,,,16-24,5.3
2017,Percent,Kyzylorda,,,25-28,3.0
2017,Percent,Kyzylorda,,,29-34,8.9
2017,Percent,Kyzylorda,,,35-44,4.5
2017,Percent,Kyzylorda,,,45-54,2.9
2017,Percent,Kyzylorda,,,55-64,3.0
2017,Percent,Mangistau,,,16-24,4.0
2017,Percent,Mangistau,,,25-28,3.6
2017,Percent,Mangistau,,,29-34,5.7
2017,Percent,Mangistau,,,35-44,5.8
2017,Percent,Mangistau,,,45-54,4.7
2017,Percent,Mangistau,,,55-64,2.8
2017,Percent,Ontustik Kazakhstan,,,16-24,3.5
2017,Percent,Ontustik Kazakhstan,,,25-28,4.7
2017,Percent,Ontustik Kazakhstan,,,29-34,7.0
2017,Percent,Ontustik Kazakhstan,,,35-44,4.7
2017,Percent,Ontustik Kazakhstan,,,45-54,3.8
2017,Percent,Ontustik Kazakhstan,,,55-64,8.8
2017,Percent,Pavlodar,,,16-24,3.1
2017,Percent,Pavlodar,,,25-28,3.4
2017,Percent,Pavlodar,,,29-34,5.6
2017,Percent,Pavlodar,,,35-44,4.1
2017,Percent,Pavlodar,,,45-54,6.6
2017,Percent,Pavlodar,,,55-64,3.9
2017,Percent,Soltustik Kazakhstan,,,16-24,4.2
2017,Percent,Soltustik Kazakhstan,,,25-28,1.4
2017,Percent,Soltustik Kazakhstan,,,29-34,6.6
2017,Percent,Soltustik Kazakhstan,,,35-44,5.0
2017,Percent,Soltustik Kazakhstan,,,45-54,6.6
2017,Percent,Soltustik Kazakhstan,,,55-64,3.4
2017,Percent,Shygys Kazakhstan,,,16-24,3.1
2017,Percent,Shygys Kazakhstan,,,25-28,4.5
2017,Percent,Shygys Kazakhstan,,,29-34,6.4
2017,Percent,Shygys Kazakhstan,,,35-44,4.0
2017,Percent,Shygys Kazakhstan,,,45-54,4.2
2017,Percent,Shygys Kazakhstan,,,55-64,6.6
2017,Percent,Nur-Sultan city,,,16-24,4.7
2017,Percent,Nur-Sultan city,,,25-28,4.3
2017,Percent,Nur-Sultan city,,,29-34,1.6
2017,Percent,Nur-Sultan city,,,35-44,3.2
2017,Percent,Nur-Sultan city,,,45-54,9.3
2017,Percent,Nur-Sultan city,,,55-64,8.6
2017,Percent,Almaty city,,,16-24,5.3
2017,Percent,Almaty city,,,25-28,8.4
2017,Percent,Almaty city,,,29-34,5.3
2017,Percent,Almaty city,,,35-44,3.4
2017,Percent,Almaty city,,,45-54,5.0
2017,Percent,Almaty city,,,55-64,7.6
2018,Percent,,,,,4.9
2018,Percent,Akmola,,,,4.8
2018,Percent,Aktobe,,,,4.8
2018,Percent,Almaty,,,,4.7
2018,Percent,Atyrau,,,,4.9
2018,Percent,Batys Kazakhstan,,,,4.9
2018,Percent,Zhambyl,,,,4.9
2018,Percent,Karagandy,,,,4.6
2018,Percent,Kostanay,,,,4.8
2018,Percent,Kyzylorda,,,,4.8
2018,Percent,Mangistau,,,,4.8
2018,Percent,Pavlodar,,,,4.8
2018,Percent,Soltustik Kazakhstan,,,,4.9
2018,Percent,Turkistan,,,,5.2
2018,Percent,Shygys Kazakhstan,,,,4.8
2018,Percent,Nur-Sultan city,,,,4.5
2018,Percent,Almaty city,,,,5.2
2018,Percent,Shymkent city,,,,5.2
2018,Percent,,,Male,,4.3
2018,Percent,Akmola,,Male,,4.8
2018,Percent,Aktobe,,Male,,4.6
2018,Percent,Almaty,,Male,,3.2
2018,Percent,Atyrau,,Male,,4.9
2018,Percent,Batys Kazakhstan,,Male,,4.5
2018,Percent,Zhambyl,,Male,,4.8
2018,Percent,Karagandy,,Male,,3.4
2018,Percent,Kostanay,,Male,,4.7
2018,Percent,Kyzylorda,,Male,,4.7
2018,Percent,Mangistau,,Male,,2.8
2018,Percent,Pavlodar,,Male,,4.7
2018,Percent,Soltustik Kazakhstan,,Male,,5.0
2018,Percent,Turkistan,,Male,,4.6
2018,Percent,Shygys Kazakhstan,,Male,,4.7
2018,Percent,Nur-Sultan city,,Male,,4.4
2018,Percent,Almaty city,,Male,,4.1
2018,Percent,Shymkent city,,Male,,5.5
2018,Percent,,,Female,,5.4
2018,Percent,Akmola,,Female,,4.7
2018,Percent,Aktobe,,Female,,5.0
2018,Percent,Almaty,,Female,,6.2
2018,Percent,Atyrau,,Female,,4.9
2018,Percent,Batys Kazakhstan,,Female,,5.3
2018,Percent,Zhambyl,,Female,,5.0
2018,Percent,Karagandy,,Female,,5.9
2018,Percent,Kostanay,,Female,,4.9
2018,Percent,Kyzylorda,,Female,,4.9
2018,Percent,Mangistau,,Female,,7.0
2018,Percent,Pavlodar,,Female,,4.8
2018,Percent,Soltustik Kazakhstan,,Female,,4.7
2018,Percent,Turkistan,,Female,,5.8
2018,Percent,Shygys Kazakhstan,,Female,,5.0
2018,Percent,Nur-Sultan city,,Female,,4.6
2018,Percent,Almaty city,,Female,,6.2
2018,Percent,Shymkent city,,Female,,4.9
2018,Percent,,Population of urban areas,,,4.9
2018,Percent,Akmola,Population of urban areas,,,4.4
2018,Percent,Aktobe,Population of urban areas,,,4.7
2018,Percent,Almaty,Population of urban areas,,,5.2
2018,Percent,Atyrau,Population of urban areas,,,4.9
2018,Percent,Batys Kazakhstan,Population of urban areas,,,4.7
2018,Percent,Zhambyl,Population of urban areas,,,5.5
2018,Percent,Karagandy,Population of urban areas,,,4.8
2018,Percent,Kostanay,Population of urban areas,,,5.2
2018,Percent,Kyzylorda,Population of urban areas,,,4.6
2018,Percent,Mangistau,Population of urban areas,,,4.9
2018,Percent,Pavlodar,Population of urban areas,,,4.9
2018,Percent,Soltustik Kazakhstan,Population of urban areas,,,4.6
2018,Percent,Turkistan,Population of urban areas,,,5.5
2018,Percent,Shygys Kazakhstan,Population of urban areas,,,4.8
2018,Percent,Nur-Sultan city,Population of urban areas,,,4.5
2018,Percent,Almaty city,Population of urban areas,,,5.2
2018,Percent,Shymkent city,Population of urban areas,,,5.2
2018,Percent,,Population of rural areas,,,4.8
2018,Percent,Akmola,Population of rural areas,,,5.2
2018,Percent,Aktobe,Population of rural areas,,,5.2
2018,Percent,Almaty,Population of rural areas,,,4.5
2018,Percent,Atyrau,Population of rural areas,,,4.9
2018,Percent,Batys Kazakhstan,Population of rural areas,,,5.1
2018,Percent,Zhambyl,Population of rural areas,,,4.5
2018,Percent,Karagandy,Population of rural areas,,,3.7
2018,Percent,Kostanay,Population of rural areas,,,4.4
2018,Percent,Kyzylorda,Population of rural areas,,,4.9
2018,Percent,Mangistau,Population of rural areas,,,4.8
2018,Percent,Pavlodar,Population of rural areas,,,4.4
2018,Percent,Soltustik Kazakhstan,Population of rural areas,,,5.0
2018,Percent,Turkistan,Population of rural areas,,,5.1
2018,Percent,Shygys Kazakhstan,Population of rural areas,,,4.9
2018,Percent,,,,16-24,3.7
2018,Percent,,,,25-28,4.0
2018,Percent,,,,29-34,7.0
2018,Percent,,,,35-44,4.3
2018,Percent,,,,45-54,4.2
2018,Percent,,,,55-64,5.6
2018,Percent,Akmola,,,16-24,2.9
2018,Percent,Akmola,,,25-28,2.9
2018,Percent,Akmola,,,29-34,5.5
2018,Percent,Akmola,,,35-44,5.9
2018,Percent,Akmola,,,45-54,6.0
2018,Percent,Akmola,,,55-64,3.8
2018,Percent,Aktobe,,,16-24,2.9
2018,Percent,Aktobe,,,25-28,2.9
2018,Percent,Aktobe,,,29-34,5.6
2018,Percent,Aktobe,,,35-44,5.2
2018,Percent,Aktobe,,,45-54,4.9
2018,Percent,Aktobe,,,55-64,5.2
2018,Percent,Almaty,,,16-24,3.3
2018,Percent,Almaty,,,25-28,2.6
2018,Percent,Almaty,,,29-34,7.9
2018,Percent,Almaty,,,35-44,3.4
2018,Percent,Almaty,,,45-54,2.6
2018,Percent,Almaty,,,55-64,9.7
2018,Percent,Atyrau,,,16-24,1.6
2018,Percent,Atyrau,,,25-28,3.1
2018,Percent,Atyrau,,,29-34,6.0
2018,Percent,Atyrau,,,35-44,5.0
2018,Percent,Atyrau,,,45-54,5.7
2018,Percent,Atyrau,,,55-64,7.2
2018,Percent,Batys Kazakhstan,,,16-24,3.9
2018,Percent,Batys Kazakhstan,,,25-28,3.8
2018,Percent,Batys Kazakhstan,,,29-34,6.1
2018,Percent,Batys Kazakhstan,,,35-44,4.7
2018,Percent,Batys Kazakhstan,,,45-54,4.7
2018,Percent,Batys Kazakhstan,,,55-64,5.9
2018,Percent,Zhambyl,,,16-24,2.9
2018,Percent,Zhambyl,,,25-28,2.9
2018,Percent,Zhambyl,,,29-34,7.5
2018,Percent,Zhambyl,,,35-44,5.4
2018,Percent,Zhambyl,,,45-54,4.0
2018,Percent,Zhambyl,,,55-64,7.0
2018,Percent,Karagandy,,,16-24,5.7
2018,Percent,Karagandy,,,25-28,4.2
2018,Percent,Karagandy,,,29-34,3.7
2018,Percent,Karagandy,,,35-44,3.8
2018,Percent,Karagandy,,,45-54,4.8
2018,Percent,Karagandy,,,55-64,7.4
2018,Percent,Kostanay,,,16-24,3.0
2018,Percent,Kostanay,,,25-28,3.2
2018,Percent,Kostanay,,,29-34,10.0
2018,Percent,Kostanay,,,35-44,6.0
2018,Percent,Kostanay,,,45-54,2.7
2018,Percent,Kostanay,,,55-64,1.7
2018,Percent,Kyzylorda,,,16-24,4.5
2018,Percent,Kyzylorda,,,25-28,3.8
2018,Percent,Kyzylorda,,,29-34,5.7
2018,Percent,Kyzylorda,,,35-44,4.8
2018,Percent,Kyzylorda,,,45-54,5.4
2018,Percent,Kyzylorda,,,55-64,3.2
2018,Percent,Mangistau,,,16-24,3.2
2018,Percent,Mangistau,,,25-28,2.7
2018,Percent,Mangistau,,,29-34,6.6
2018,Percent,Mangistau,,,35-44,6.1
2018,Percent,Mangistau,,,45-54,3.7
2018,Percent,Mangistau,,,55-64,3.2
2018,Percent,Pavlodar,,,16-24,3.2
2018,Percent,Pavlodar,,,25-28,3.9
2018,Percent,Pavlodar,,,29-34,6.2
2018,Percent,Pavlodar,,,35-44,4.7
2018,Percent,Pavlodar,,,45-54,4.5
2018,Percent,Pavlodar,,,55-64,4.6
2018,Percent,Soltustik Kazakhstan,,,16-24,4.0
2018,Percent,Soltustik Kazakhstan,,,25-28,2.3
2018,Percent,Soltustik Kazakhstan,,,29-34,6.0
2018,Percent,Soltustik Kazakhstan,,,35-44,5.4
2018,Percent,Soltustik Kazakhstan,,,45-54,6.3
2018,Percent,Soltustik Kazakhstan,,,55-64,3.3
2018,Percent,Turkistan,,,16-24,2.1
2018,Percent,Turkistan,,,25-28,4.0
2018,Percent,Turkistan,,,29-34,8.4
2018,Percent,Turkistan,,,35-44,4.4
2018,Percent,Turkistan,,,45-54,4.5
2018,Percent,Turkistan,,,55-64,4.8
2018,Percent,Shygys Kazakhstan,,,16-24,3.7
2018,Percent,Shygys Kazakhstan,,,25-28,3.9
2018,Percent,Shygys Kazakhstan,,,29-34,9.7
2018,Percent,Shygys Kazakhstan,,,35-44,3.9
2018,Percent,Shygys Kazakhstan,,,45-54,3.2
2018,Percent,Shygys Kazakhstan,,,55-64,5.2
2018,Percent,Nur-Sultan city,,,16-24,4.5
2018,Percent,Nur-Sultan city,,,25-28,4.6
2018,Percent,Nur-Sultan city,,,29-34,6.9
2018,Percent,Nur-Sultan city,,,35-44,3.1
2018,Percent,Nur-Sultan city,,,45-54,3.2
2018,Percent,Nur-Sultan city,,,55-64,4.3
2018,Percent,Almaty city,,,16-24,5.2
2018,Percent,Almaty city,,,25-28,8.0
2018,Percent,Almaty city,,,29-34,6.5
2018,Percent,Almaty city,,,35-44,3.1
2018,Percent,Almaty city,,,45-54,4.7
2018,Percent,Almaty city,,,55-64,5.7
2018,Percent,Shymkent city,,,16-24,3.7
2018,Percent,Shymkent city,,,25-28,4.5
2018,Percent,Shymkent city,,,29-34,7.7
2018,Percent,Shymkent city,,,35-44,2.8
2018,Percent,Shymkent city,,,45-54,4.7
2018,Percent,Shymkent city,,,55-64,8.8
2019,Percent,,,,,4.8
2019,Percent,Akmola,,,,4.7
2019,Percent,Aktobe,,,,4.8
2019,Percent,Almaty,,,,4.6
2019,Percent,Atyrau,,,,4.8
2019,Percent,Batys Kazakhstan,,,,4.8
2019,Percent,Zhambyl,,,,4.8
2019,Percent,Karagandy,,,,4.4
2019,Percent,Kostanay,,,,4.7
2019,Percent,Kyzylorda,,,,4.8
2019,Percent,Mangistau,,,,4.8
2019,Percent,Pavlodar,,,,4.7
2019,Percent,Soltustik Kazakhstan,,,,4.8
2019,Percent,Turkistan,,,,5.1
2019,Percent,Shygys Kazakhstan,,,,4.8
2019,Percent,Nur-Sultan city,,,,4.4
2019,Percent,Almaty city,,,,5.1
2019,Percent,Shymkent city,,,,5.1
2019,Percent,,,Male,,4.3
