Year,UNIT_MEASURE,Area,Sex,Regions,Value
2014,Percent,Population of rural areas,Male,Almaty,28.4
2015,Percent,Population of rural areas,Male,Almaty,24.8
2016,Percent,Population of rural areas,Male,Almaty,24.5
2017,Percent,Population of rural areas,Male,Almaty,24.5
2018,Percent,Population of rural areas,Male,Almaty,37.2
2010,Percent,Population of rural areas,Male,Atyrau,25.9
2011,Percent,Population of rural areas,Male,Atyrau,34.3
2012,Percent,Population of rural areas,Male,Atyrau,27.0
2013,Percent,Population of rural areas,Male,Atyrau,28.0
2014,Percent,Population of rural areas,Male,Atyrau,31.6
2015,Percent,Population of rural areas,Male,Atyrau,32.7
2016,Percent,Population of rural areas,Male,Atyrau,33.6
2017,Percent,Population of rural areas,Male,Atyrau,42.1
2018,Percent,Population of rural areas,Male,Atyrau,32.8
2010,Percent,Population of rural areas,Male,Batys Kazakhstan,14.1
2011,Percent,Population of rural areas,Male,Batys Kazakhstan,20.0
2012,Percent,Population of rural areas,Male,Batys Kazakhstan,37.0
2013,Percent,Population of rural areas,Male,Batys Kazakhstan,52.7
2014,Percent,Population of rural areas,Male,Batys Kazakhstan,33.4
2015,Percent,Population of rural areas,Male,Batys Kazakhstan,36.7
2016,Percent,Population of rural areas,Male,Batys Kazakhstan,39.2
2017,Percent,Population of rural areas,Male,Batys Kazakhstan,48.7
2018,Percent,Population of rural areas,Male,Batys Kazakhstan,54.8
2010,Percent,Population of rural areas,Male,Zhambyl,8.4
2011,Percent,Population of rural areas,Male,Zhambyl,14.9
2012,Percent,Population of rural areas,Male,Zhambyl,20.8
2013,Percent,Population of rural areas,Male,Zhambyl,32.6
2014,Percent,Population of rural areas,Male,Zhambyl,21.7
2015,Percent,Population of rural areas,Male,Zhambyl,23.0
2016,Percent,Population of rural areas,Male,Zhambyl,24.9
2017,Percent,Population of rural areas,Male,Zhambyl,21.6
2018,Percent,Population of rural areas,Male,Zhambyl,31.5
2010,Percent,Population of rural areas,Male,Karagandy,21.0
2011,Percent,Population of rural areas,Male,Karagandy,24.3
2012,Percent,Population of rural areas,Male,Karagandy,25.6
2013,Percent,Population of rural areas,Male,Karagandy,27.6
2014,Percent,Population of rural areas,Male,Karagandy,41.7
2015,Percent,Population of rural areas,Male,Karagandy,41.4
2016,Percent,Population of rural areas,Male,Karagandy,41.6
2017,Percent,Population of rural areas,Male,Karagandy,41.0
2018,Percent,Population of rural areas,Male,Karagandy,48.4
2010,Percent,Population of rural areas,Male,Kostanay,26.4
2011,Percent,Population of rural areas,Male,Kostanay,32.4
2012,Percent,Population of rural areas,Male,Kostanay,34.5
2013,Percent,Population of rural areas,Male,Kostanay,39.8
2014,Percent,Population of rural areas,Male,Kostanay,37.1
2015,Percent,Population of rural areas,Male,Kostanay,44.6
2016,Percent,Population of rural areas,Male,Kostanay,42.3
2017,Percent,Population of rural areas,Male,Kostanay,44.3
2018,Percent,Population of rural areas,Male,Kostanay,48.0
2010,Percent,Population of rural areas,Male,Kyzylorda,15.6
2011,Percent,Population of rural areas,Male,Kyzylorda,17.9
2012,Percent,Population of rural areas,Male,Kyzylorda,27.7
2013,Percent,Population of rural areas,Male,Kyzylorda,22.0
2014,Percent,Population of rural areas,Male,Kyzylorda,37.6
2015,Percent,Population of rural areas,Male,Kyzylorda,44.1
2016,Percent,Population of rural areas,Male,Kyzylorda,39.0
2017,Percent,Population of rural areas,Male,Kyzylorda,43.2
2018,Percent,Population of rural areas,Male,Kyzylorda,42.1
2010,Percent,Population of rural areas,Male,Mangistau,34.7
2011,Percent,Population of rural areas,Male,Mangistau,37.0
2012,Percent,Population of rural areas,Male,Mangistau,41.0
2013,Percent,Population of rural areas,Male,Mangistau,36.3
2014,Percent,Population of rural areas,Male,Mangistau,56.5
2015,Percent,Population of rural areas,Male,Mangistau,66.1
2016,Percent,Population of rural areas,Male,Mangistau,66.2
2017,Percent,Population of rural areas,Male,Mangistau,75.6
2018,Percent,Population of rural areas,Male,Mangistau,72.4
2010,Percent,Population of rural areas,Male,Ontustik Kazakhstan,9.6
2011,Percent,Population of rural areas,Male,Ontustik Kazakhstan,9.6
2012,Percent,Population of rural areas,Male,Ontustik Kazakhstan,9.2
2013,Percent,Population of rural areas,Male,Ontustik Kazakhstan,9.9
2014,Percent,Population of rural areas,Male,Ontustik Kazakhstan,27.1
2015,Percent,Population of rural areas,Male,Ontustik Kazakhstan,21.6
2016,Percent,Population of rural areas,Male,Ontustik Kazakhstan,24.2
2017,Percent,Population of rural areas,Male,Ontustik Kazakhstan,27.9
2010,Percent,Population of rural areas,Male,Pavlodar,33.1
2011,Percent,Population of rural areas,Male,Pavlodar,25.5
2012,Percent,Population of rural areas,Male,Pavlodar,31.9
2013,Percent,Population of rural areas,Male,Pavlodar,42.5
2014,Percent,Population of rural areas,Male,Pavlodar,33.0
2015,Percent,Population of rural areas,Male,Pavlodar,40.3
2016,Percent,Population of rural areas,Male,Pavlodar,38.9
2017,Percent,Population of rural areas,Male,Pavlodar,48.5
2018,Percent,Population of rural areas,Male,Pavlodar,58.8
2010,Percent,Population of rural areas,Male,Soltustik Kazakhstan,24.3
2011,Percent,Population of rural areas,Male,Soltustik Kazakhstan,24.9
2012,Percent,Population of rural areas,Male,Soltustik Kazakhstan,29.1
2013,Percent,Population of rural areas,Male,Soltustik Kazakhstan,21.0
2014,Percent,Population of rural areas,Male,Soltustik Kazakhstan,41.1
2015,Percent,Population of rural areas,Male,Soltustik Kazakhstan,37.5
2016,Percent,Population of rural areas,Male,Soltustik Kazakhstan,41.4
2017,Percent,Population of rural areas,Male,Soltustik Kazakhstan,37.8
2018,Percent,Population of rural areas,Male,Soltustik Kazakhstan,46.8
2018,Percent,Population of rural areas,Male,Turkistan,39.0
2010,Percent,Population of rural areas,Male,Shygys Kazakhstan,15.6
2011,Percent,Population of rural areas,Male,Shygys Kazakhstan,20.5
2012,Percent,Population of rural areas,Male,Shygys Kazakhstan,21.5
2013,Percent,Population of rural areas,Male,Shygys Kazakhstan,33.5
2014,Percent,Population of rural areas,Male,Shygys Kazakhstan,35.8
2015,Percent,Population of rural areas,Male,Shygys Kazakhstan,44.4
2016,Percent,Population of rural areas,Male,Shygys Kazakhstan,43.7
2017,Percent,Population of rural areas,Male,Shygys Kazakhstan,42.6
2018,Percent,Population of rural areas,Male,Shygys Kazakhstan,45.5
2010,Percent,Population of rural areas,Female,,20.5
2011,Percent,Population of rural areas,Female,,21.4
2012,Percent,Population of rural areas,Female,,25.8
2013,Percent,Population of rural areas,Female,,25.1
2014,Percent,Population of rural areas,Female,,31.6
2015,Percent,Population of rural areas,Female,,31.9
2016,Percent,Population of rural areas,Female,,33.4
2017,Percent,Population of rural areas,Female,,35.2
2018,Percent,Population of rural areas,Female,,40.8
2010,Percent,Population of rural areas,Female,Akmola,25.9
2011,Percent,Population of rural areas,Female,Akmola,27.0
2012,Percent,Population of rural areas,Female,Akmola,26.7
2013,Percent,Population of rural areas,Female,Akmola,23.3
2014,Percent,Population of rural areas,Female,Akmola,30.5
2015,Percent,Population of rural areas,Female,Akmola,38.8
2016,Percent,Population of rural areas,Female,Akmola,37.6
2017,Percent,Population of rural areas,Female,Akmola,38.1
2018,Percent,Population of rural areas,Female,Akmola,40.8
2010,Percent,Population of rural areas,Female,Aktobe,28.5
2011,Percent,Population of rural areas,Female,Aktobe,34.8
2012,Percent,Population of rural areas,Female,Aktobe,46.5
2013,Percent,Population of rural areas,Female,Aktobe,46.3
2014,Percent,Population of rural areas,Female,Aktobe,43.3
2015,Percent,Population of rural areas,Female,Aktobe,42.6
2016,Percent,Population of rural areas,Female,Aktobe,44.8
2017,Percent,Population of rural areas,Female,Aktobe,47.2
2018,Percent,Population of rural areas,Female,Aktobe,41.1
2010,Percent,Population of rural areas,Female,Almaty,15.7
2011,Percent,Population of rural areas,Female,Almaty,17.6
2012,Percent,Population of rural areas,Female,Almaty,27.6
2013,Percent,Population of rural areas,Female,Almaty,18.0
2014,Percent,Population of rural areas,Female,Almaty,29.8
2015,Percent,Population of rural areas,Female,Almaty,25.6
2016,Percent,Population of rural areas,Female,Almaty,27.6
2017,Percent,Population of rural areas,Female,Almaty,26.8
2018,Percent,Population of rural areas,Female,Almaty,38.3
2010,Percent,Population of rural areas,Female,Atyrau,34.7
2011,Percent,Population of rural areas,Female,Atyrau,33.3
2012,Percent,Population of rural areas,Female,Atyrau,25.2
2013,Percent,Population of rural areas,Female,Atyrau,25.3
2014,Percent,Population of rural areas,Female,Atyrau,28.4
2015,Percent,Population of rural areas,Female,Atyrau,29.0
2016,Percent,Population of rural areas,Female,Atyrau,24.9
2017,Percent,Population of rural areas,Female,Atyrau,32.5
2018,Percent,Population of rural areas,Female,Atyrau,31.4
2010,Percent,Population of rural areas,Female,Batys Kazakhstan,26.3
2011,Percent,Population of rural areas,Female,Batys Kazakhstan,30.2
2012,Percent,Population of rural areas,Female,Batys Kazakhstan,42.6
2013,Percent,Population of rural areas,Female,Batys Kazakhstan,46.9
2014,Percent,Population of rural areas,Female,Batys Kazakhstan,35.3
2015,Percent,Population of rural areas,Female,Batys Kazakhstan,34.7
2016,Percent,Population of rural areas,Female,Batys Kazakhstan,37.6
2017,Percent,Population of rural areas,Female,Batys Kazakhstan,52.3
2018,Percent,Population of rural areas,Female,Batys Kazakhstan,55.5
2010,Percent,Population of rural areas,Female,Zhambyl,12.5
2011,Percent,Population of rural areas,Female,Zhambyl,15.6
2012,Percent,Population of rural areas,Female,Zhambyl,26.5
2013,Percent,Population of rural areas,Female,Zhambyl,38.5
2014,Percent,Population of rural areas,Female,Zhambyl,25.6
2015,Percent,Population of rural areas,Female,Zhambyl,24.5
2016,Percent,Population of rural areas,Female,Zhambyl,29.5
2017,Percent,Population of rural areas,Female,Zhambyl,21.8
2018,Percent,Population of rural areas,Female,Zhambyl,27.5
2010,Percent,Population of rural areas,Female,Karagandy,20.4
2011,Percent,Population of rural areas,Female,Karagandy,24.2
2012,Percent,Population of rural areas,Female,Karagandy,27.8
2013,Percent,Population of rural areas,Female,Karagandy,21.6
2014,Percent,Population of rural areas,Female,Karagandy,41.1
2015,Percent,Population of rural areas,Female,Karagandy,44.0
2016,Percent,Population of rural areas,Female,Karagandy,41.3
2017,Percent,Population of rural areas,Female,Karagandy,42.4
2018,Percent,Population of rural areas,Female,Karagandy,48.0
2010,Percent,Population of rural areas,Female,Kostanay,27.4
2011,Percent,Population of rural areas,Female,Kostanay,31.2
2012,Percent,Population of rural areas,Female,Kostanay,33.4
2013,Percent,Population of rural areas,Female,Kostanay,31.5
2014,Percent,Population of rural areas,Female,Kostanay,34.5
2015,Percent,Population of rural areas,Female,Kostanay,39.6
2016,Percent,Population of rural areas,Female,Kostanay,39.9
2017,Percent,Population of rural areas,Female,Kostanay,39.6
2018,Percent,Population of rural areas,Female,Kostanay,43.5
2010,Percent,Population of rural areas,Female,Kyzylorda,26.8
2011,Percent,Population of rural areas,Female,Kyzylorda,29.4
2012,Percent,Population of rural areas,Female,Kyzylorda,28.7
2013,Percent,Population of rural areas,Female,Kyzylorda,25.5
2014,Percent,Population of rural areas,Female,Kyzylorda,37.5
2015,Percent,Population of rural areas,Female,Kyzylorda,41.3
2016,Percent,Population of rural areas,Female,Kyzylorda,38.7
2017,Percent,Population of rural areas,Female,Kyzylorda,42.3
2018,Percent,Population of rural areas,Female,Kyzylorda,44.0
2010,Percent,Population of rural areas,Female,Mangistau,41.3
2011,Percent,Population of rural areas,Female,Mangistau,30.3
2012,Percent,Population of rural areas,Female,Mangistau,19.7
2013,Percent,Population of rural areas,Female,Mangistau,44.8
2014,Percent,Population of rural areas,Female,Mangistau,43.2
2015,Percent,Population of rural areas,Female,Mangistau,57.5
2016,Percent,Population of rural areas,Female,Mangistau,61.2
2017,Percent,Population of rural areas,Female,Mangistau,69.6
2018,Percent,Population of rural areas,Female,Mangistau,69.3
2010,Percent,Population of rural areas,Female,Ontustik Kazakhstan,7.9
2011,Percent,Population of rural areas,Female,Ontustik Kazakhstan,9.1
2012,Percent,Population of rural areas,Female,Ontustik Kazakhstan,14.7
2013,Percent,Population of rural areas,Female,Ontustik Kazakhstan,10.0
2014,Percent,Population of rural areas,Female,Ontustik Kazakhstan,26.5
2015,Percent,Population of rural areas,Female,Ontustik Kazakhstan,26.2
2016,Percent,Population of rural areas,Female,Ontustik Kazakhstan,28.0
2017,Percent,Population of rural areas,Female,Ontustik Kazakhstan,32.0
2010,Percent,Population of rural areas,Female,Pavlodar,39.7
2011,Percent,Population of rural areas,Female,Pavlodar,24.0
2012,Percent,Population of rural areas,Female,Pavlodar,28.4
2013,Percent,Population of rural areas,Female,Pavlodar,37.9
2014,Percent,Population of rural areas,Female,Pavlodar,37.9
2015,Percent,Population of rural areas,Female,Pavlodar,39.7
2016,Percent,Population of rural areas,Female,Pavlodar,41.1
2017,Percent,Population of rural areas,Female,Pavlodar,49.8
2018,Percent,Population of rural areas,Female,Pavlodar,52.8
2010,Percent,Population of rural areas,Female,Soltustik Kazakhstan,28.4
2011,Percent,Population of rural areas,Female,Soltustik Kazakhstan,24.5
2012,Percent,Population of rural areas,Female,Soltustik Kazakhstan,16.7
2013,Percent,Population of rural areas,Female,Soltustik Kazakhstan,21.3
2014,Percent,Population of rural areas,Female,Soltustik Kazakhstan,37.7
2015,Percent,Population of rural areas,Female,Soltustik Kazakhstan,35.3
2016,Percent,Population of rural areas,Female,Soltustik Kazakhstan,37.4
2017,Percent,Population of rural areas,Female,Soltustik Kazakhstan,40.0
2018,Percent,Population of rural areas,Female,Soltustik Kazakhstan,45.3
2018,Percent,Population of rural areas,Female,Turkistan,33.0
2010,Percent,Population of rural areas,Female,Shygys Kazakhstan,23.4
2011,Percent,Population of rural areas,Female,Shygys Kazakhstan,26.0
2012,Percent,Population of rural areas,Female,Shygys Kazakhstan,29.3
2013,Percent,Population of rural areas,Female,Shygys Kazakhstan,27.5
2014,Percent,Population of rural areas,Female,Shygys Kazakhstan,39.3
2015,Percent,Population of rural areas,Female,Shygys Kazakhstan,37.7
2016,Percent,Population of rural areas,Female,Shygys Kazakhstan,41.8
2017,Percent,Population of rural areas,Female,Shygys Kazakhstan,39.4
2018,Percent,Population of rural areas,Female,Shygys Kazakhstan,48.3
