Year,UNIT_MEASURE,Regions,Area,Sex,Value
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,2.69
2016,per 100000 population,Zhambyl,Population of urban areas,Male,0.94
2016,per 100000 population,Karagandy,Population of urban areas,Male,5.68
2016,per 100000 population,Kostanay,Population of urban areas,Male,5.59
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,2.43
2016,per 100000 population,Mangistau,Population of urban areas,Male,0.73
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,3.5
2016,per 100000 population,Pavlodar,Population of urban areas,Male,2.84
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,3.54
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,2.33
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,5.85
2016,per 100000 population,Almaty city,Population of urban areas,Male,6.21
2016,per 100000 population,,Population of rural areas,Male,4.23
2016,per 100000 population,Akmola,Population of rural areas,Male,10.35
2016,per 100000 population,Aktobe,Population of rural areas,Male,2.55
2016,per 100000 population,Almaty,Population of rural areas,Male,5.25
2016,per 100000 population,Atyrau,Population of rural areas,Male,1.9
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,3.74
2016,per 100000 population,Zhambyl,Population of rural areas,Male,3.0
2016,per 100000 population,Karagandy,Population of rural areas,Male,4.84
2016,per 100000 population,Kostanay,Population of rural areas,Male,11.35
2016,per 100000 population,Kyzylorda,Population of rural areas,Male,0.91
2016,per 100000 population,Mangistau,Population of rural areas,Male,2.23
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,2.39
2016,per 100000 population,Pavlodar,Population of rural areas,Male,3.59
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,3.81
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,5.41
2016,per 100000 population,,,Female,1.96
2016,per 100000 population,Akmola,,Female,4.19
2016,per 100000 population,Aktobe,,Female,0.46
2016,per 100000 population,Almaty,,Female,2.11
2016,per 100000 population,Atyrau,,Female,0.0
2016,per 100000 population,Batys Kazakhstan,,Female,2.42
2016,per 100000 population,Zhambyl,,Female,1.41
2016,per 100000 population,Karagandy,,Female,2.33
2016,per 100000 population,Kostanay,,Female,3.02
2016,per 100000 population,Kyzylorda,,Female,0.52
2016,per 100000 population,Mangistau,,Female,0.94
2016,per 100000 population,Ontustik Kazakhstan,,Female,2.71
2016,per 100000 population,Pavlodar,,Female,1.0
2016,per 100000 population,Soltustik Kazakhstan,,Female,2.7
2016,per 100000 population,Shygys Kazakhstan,,Female,1.65
2016,per 100000 population,Nur-Sultan city,,Female,1.46
2016,per 100000 population,Almaty city,,Female,2.03
2016,per 100000 population,,Population of urban areas,Female,1.75
2016,per 100000 population,Akmola,Population of urban areas,Female,4.31
2016,per 100000 population,Aktobe,Population of urban areas,Female,0.0
2016,per 100000 population,Almaty,Population of urban areas,Female,1.62
2016,per 100000 population,Atyrau,Population of urban areas,Female,0.0
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,2.32
2016,per 100000 population,Zhambyl,Population of urban areas,Female,0.42
2016,per 100000 population,Karagandy,Population of urban areas,Female,2.9
2016,per 100000 population,Kostanay,Population of urban areas,Female,1.58
2016,per 100000 population,Kyzylorda,Population of urban areas,Female,0.58
2016,per 100000 population,Mangistau,Population of urban areas,Female,1.47
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.42
2016,per 100000 population,Pavlodar,Population of urban areas,Female,0.69
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,1.47
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.55
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Female,1.46
2016,per 100000 population,Almaty city,Population of urban areas,Female,2.03
2016,per 100000 population,,Population of rural areas,Female,2.25
2016,per 100000 population,Akmola,Population of rural areas,Female,4.08
2016,per 100000 population,Aktobe,Population of rural areas,Female,1.27
2016,per 100000 population,Almaty,Population of rural areas,Female,2.27
2016,per 100000 population,Atyrau,Population of rural areas,Female,0.0
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,2.53
2016,per 100000 population,Zhambyl,Population of rural areas,Female,2.12
2016,per 100000 population,Karagandy,Population of rural areas,Female,0.0
2016,per 100000 population,Kostanay,Population of rural areas,Female,4.74
2016,per 100000 population,Kyzylorda,Population of rural areas,Female,0.47
2016,per 100000 population,Mangistau,Population of rural areas,Female,0.55
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,2.96
2016,per 100000 population,Pavlodar,Population of rural areas,Female,1.79
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,3.75
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,1.8
2017,per 100000 population,,,,2.95
2017,per 100000 population,Akmola,,,6.11
2017,per 100000 population,Aktobe,,,2.47
2017,per 100000 population,Almaty,,,3.9
2017,per 100000 population,Atyrau,,,0.98
2017,per 100000 population,Batys Kazakhstan,,,1.86
2017,per 100000 population,Zhambyl,,,1.79
2017,per 100000 population,Karagandy,,,3.76
2017,per 100000 population,Kostanay,,,3.31
2017,per 100000 population,Kyzylorda,,,1.93
2017,per 100000 population,Mangistau,,,1.84
2017,per 100000 population,Ontustik Kazakhstan,,,2.58
2017,per 100000 population,Pavlodar,,,0.93
2017,per 100000 population,Soltustik Kazakhstan,,,2.85
2017,per 100000 population,Shygys Kazakhstan,,,2.74
2017,per 100000 population,Nur-Sultan city,,,3.0
2017,per 100000 population,Almaty city,,,4.28
2017,per 100000 population,,Population of urban areas,,3.12
2017,per 100000 population,Akmola,Population of urban areas,,6.02
2017,per 100000 population,Aktobe,Population of urban areas,,2.6
2017,per 100000 population,Almaty,Population of urban areas,,4.68
2017,per 100000 population,Atyrau,Population of urban areas,,0.68
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,,2.74
2017,per 100000 population,Zhambyl,Population of urban areas,,1.57
2017,per 100000 population,Karagandy,Population of urban areas,,4.1
2017,per 100000 population,Kostanay,Population of urban areas,,2.76
2017,per 100000 population,Kyzylorda,Population of urban areas,,3.2
2017,per 100000 population,Mangistau,Population of urban areas,,2.21
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,3.1
2017,per 100000 population,Pavlodar,Population of urban areas,,1.12
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,1.2
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,,1.9
2017,per 100000 population,Nur-Sultan city,Population of urban areas,,3.0
2017,per 100000 population,Almaty city,Population of urban areas,,4.28
2017,per 100000 population,,Population of rural areas,,2.73
2017,per 100000 population,Akmola,Population of rural areas,,6.19
2017,per 100000 population,Aktobe,Population of rural areas,,2.24
2017,per 100000 population,Almaty,Population of rural areas,,3.66
2017,per 100000 population,Atyrau,Population of rural areas,,1.25
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,,0.95
2017,per 100000 population,Zhambyl,Population of rural areas,,1.94
2017,per 100000 population,Karagandy,Population of rural areas,,2.48
2017,per 100000 population,Kostanay,Population of rural areas,,3.94
2017,per 100000 population,Kyzylorda,Population of rural areas,,0.92
2017,per 100000 population,Mangistau,Population of rural areas,,1.58
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,2.15
2017,per 100000 population,Pavlodar,Population of rural areas,,0.45
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,4.18
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.04
2017,per 100000 population,,,Male,4.08
2017,per 100000 population,Akmola,,Male,8.13
2017,per 100000 population,Aktobe,,Male,4.61
2017,per 100000 population,Almaty,,Male,5.36
2017,per 100000 population,Atyrau,,Male,1.65
2017,per 100000 population,Batys Kazakhstan,,Male,2.89
2017,per 100000 population,Zhambyl,,Male,2.55
2017,per 100000 population,Karagandy,,Male,5.65
2017,per 100000 population,Kostanay,,Male,4.33
2017,per 100000 population,Kyzylorda,,Male,2.82
2017,per 100000 population,Mangistau,,Male,3.39
2017,per 100000 population,Ontustik Kazakhstan,,Male,2.7
2017,per 100000 population,Pavlodar,,Male,1.12
2017,per 100000 population,Soltustik Kazakhstan,,Male,2.61
2017,per 100000 population,Shygys Kazakhstan,,Male,3.63
2017,per 100000 population,Nur-Sultan city,,Male,3.52
2017,per 100000 population,Almaty city,,Male,7.27
2017,per 100000 population,,Population of urban areas,Male,4.56
2017,per 100000 population,Akmola,Population of urban areas,Male,9.15
2017,per 100000 population,Aktobe,Population of urban areas,Male,4.7
2017,per 100000 population,Almaty,Population of urban areas,Male,6.68
2017,per 100000 population,Atyrau,Population of urban areas,Male,0.71
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,4.59
2017,per 100000 population,Zhambyl,Population of urban areas,Male,2.83
2017,per 100000 population,Karagandy,Population of urban areas,Male,6.25
2017,per 100000 population,Kostanay,Population of urban areas,Male,3.7
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,4.16
2017,per 100000 population,Mangistau,Population of urban areas,Male,3.67
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,3.73
2017,per 100000 population,Pavlodar,Population of urban areas,Male,1.62
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.88
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,2.32
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,3.52
2017,per 100000 population,Almaty city,Population of urban areas,Male,7.27
2017,per 100000 population,,Population of rural areas,Male,3.47
2017,per 100000 population,Akmola,Population of rural areas,Male,7.26
2017,per 100000 population,Aktobe,Population of rural areas,Male,4.47
2017,per 100000 population,Almaty,Population of rural areas,Male,4.98
2017,per 100000 population,Atyrau,Population of rural areas,Male,2.48
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,1.26
2017,per 100000 population,Zhambyl,Population of rural areas,Male,2.37
2017,per 100000 population,Karagandy,Population of rural areas,Male,3.5
2017,per 100000 population,Kostanay,Population of rural areas,Male,5.0
2017,per 100000 population,Kyzylorda,Population of rural areas,Male,1.81
2017,per 100000 population,Mangistau,Population of rural areas,Male,3.18
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,1.87
2017,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,3.89
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,5.51
2017,per 100000 population,,,Female,1.89
2017,per 100000 population,Akmola,,Female,4.21
2017,per 100000 population,Aktobe,,Female,0.45
2017,per 100000 population,Almaty,,Female,2.47
2017,per 100000 population,Atyrau,,Female,0.32
2017,per 100000 population,Batys Kazakhstan,,Female,0.9
2017,per 100000 population,Zhambyl,,Female,1.06
2017,per 100000 population,Karagandy,,Female,2.06
2017,per 100000 population,Kostanay,,Female,2.38
2017,per 100000 population,Kyzylorda,,Female,1.03
2017,per 100000 population,Mangistau,,Female,0.31
2017,per 100000 population,Ontustik Kazakhstan,,Female,2.47
2017,per 100000 population,Pavlodar,,Female,0.75
2017,per 100000 population,Soltustik Kazakhstan,,Female,3.07
2017,per 100000 population,Shygys Kazakhstan,,Female,1.93
2017,per 100000 population,Nur-Sultan city,,Female,2.5
2017,per 100000 population,Almaty city,,Female,1.76
2017,per 100000 population,,Population of urban areas,Female,1.83
2017,per 100000 population,Akmola,Population of urban areas,Female,3.25
2017,per 100000 population,Aktobe,Population of urban areas,Female,0.71
2017,per 100000 population,Almaty,Population of urban areas,Female,2.86
2017,per 100000 population,Atyrau,Population of urban areas,Female,0.65
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,1.13
2017,per 100000 population,Zhambyl,Population of urban areas,Female,0.43
2017,per 100000 population,Karagandy,Population of urban areas,Female,2.21
2017,per 100000 population,Kostanay,Population of urban areas,Female,1.96
2017,per 100000 population,Kyzylorda,Population of urban areas,Female,2.28
2017,per 100000 population,Mangistau,Population of urban areas,Female,0.74
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.51
2017,per 100000 population,Pavlodar,Population of urban areas,Female,0.7
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,1.46
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.54
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Female,2.5
2017,per 100000 population,Almaty city,Population of urban areas,Female,1.76
2017,per 100000 population,,Population of rural areas,Female,1.98
2017,per 100000 population,Akmola,Population of rural areas,Female,5.12
2017,per 100000 population,Aktobe,Population of rural areas,Female,0.0
2017,per 100000 population,Almaty,Population of rural areas,Female,2.35
2017,per 100000 population,Atyrau,Population of rural areas,Female,0.0
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,0.64
2017,per 100000 population,Zhambyl,Population of rural areas,Female,1.5
2017,per 100000 population,Karagandy,Population of rural areas,Female,1.43
2017,per 100000 population,Kostanay,Population of rural areas,Female,2.9
2017,per 100000 population,Kyzylorda,Population of rural areas,Female,0.0
2017,per 100000 population,Mangistau,Population of rural areas,Female,0.0
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,2.43
2017,per 100000 population,Pavlodar,Population of rural areas,Female,0.9
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,4.47
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,2.57
2018,per 100000 population,,,,2.77
2018,per 100000 population,Akmola,,,6.36
2018,per 100000 population,Aktobe,,,2.08
2018,per 100000 population,Almaty,,,3.45
2018,per 100000 population,Atyrau,,,0.8
2018,per 100000 population,Batys Kazakhstan,,,3.54
2018,per 100000 population,Zhambyl,,,1.87
2018,per 100000 population,Karagandy,,,3.04
2018,per 100000 population,Kostanay,,,3.32
2018,per 100000 population,Kyzylorda,,,0.51
2018,per 100000 population,Mangistau,,,2.09
2018,per 100000 population,Pavlodar,,,1.72
2018,per 100000 population,Soltustik Kazakhstan,,,3.41
2018,per 100000 population,Turkistan,,,2.52
2018,per 100000 population,Shygys Kazakhstan,,,2.9
2018,per 100000 population,Nur-Sultan city,,,2.85
2018,per 100000 population,Almaty city,,,3.06
2018,per 100000 population,Shymkent city,,,2.55
2018,per 100000 population,,Population of urban areas,,2.84
2018,per 100000 population,Akmola,Population of urban areas,,6.89
2018,per 100000 population,Aktobe,Population of urban areas,,2.3
2018,per 100000 population,Almaty,Population of urban areas,,5.42
2018,per 100000 population,Atyrau,Population of urban areas,,0.31
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,,2.38
2018,per 100000 population,Zhambyl,Population of urban areas,,2.24
2018,per 100000 population,Karagandy,Population of urban areas,,3.64
2018,per 100000 population,Kostanay,Population of urban areas,,3.37
2018,per 100000 population,Kyzylorda,Population of urban areas,,0.86
2018,per 100000 population,Mangistau,Population of urban areas,,3.33
2018,per 100000 population,Pavlodar,Population of urban areas,,2.25
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,0.79
2018,per 100000 population,Turkistan,Population of urban areas,,2.31
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.01
2018,per 100000 population,Nur-Sultan city,Population of urban areas,,2.85
2018,per 100000 population,Almaty city,Population of urban areas,,3.06
2018,per 100000 population,Shymkent city,Population of urban areas,,2.55
2018,per 100000 population,,Population of rural areas,,2.67
2018,per 100000 population,Akmola,Population of rural areas,,5.89
2018,per 100000 population,Aktobe,Population of rural areas,,1.57
2018,per 100000 population,Almaty,Population of rural areas,,2.87
2018,per 100000 population,Atyrau,Population of rural areas,,1.34
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,,4.79
2018,per 100000 population,Zhambyl,Population of rural areas,,1.63
2018,per 100000 population,Karagandy,Population of rural areas,,0.71
2018,per 100000 population,Kostanay,Population of rural areas,,3.25
2018,per 100000 population,Kyzylorda,Population of rural areas,,0.23
2018,per 100000 population,Mangistau,Population of rural areas,,1.25
2018,per 100000 population,Pavlodar,Population of rural areas,,0.45
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,5.59
2018,per 100000 population,Turkistan,Population of rural areas,,2.58
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,4.31
2018,per 100000 population,,,Male,3.89
2018,per 100000 population,Akmola,,Male,9.49
2018,per 100000 population,Aktobe,,Male,3.11
2018,per 100000 population,Almaty,,Male,4.38
2018,per 100000 population,Atyrau,,Male,0.65
2018,per 100000 population,Batys Kazakhstan,,Male,5.08
2018,per 100000 population,Zhambyl,,Male,2.36
2018,per 100000 population,Karagandy,,Male,4.74
2018,per 100000 population,Kostanay,,Male,5.06
2018,per 100000 population,Kyzylorda,,Male,0.51
2018,per 100000 population,Mangistau,,Male,2.1
2018,per 100000 population,Pavlodar,,Male,3.08
2018,per 100000 population,Soltustik Kazakhstan,,Male,4.13
2018,per 100000 population,Turkistan,,Male,2.79
2018,per 100000 population,Shygys Kazakhstan,,Male,4.25
2018,per 100000 population,Nur-Sultan city,,Male,4.14
2018,per 100000 population,Almaty city,,Male,4.91
2018,per 100000 population,Shymkent city,,Male,4.45
2018,per 100000 population,,Population of urban areas,Male,4.34
2018,per 100000 population,Akmola,Population of urban areas,Male,11.58
2018,per 100000 population,Aktobe,Population of urban areas,Male,3.45
2018,per 100000 population,Almaty,Population of urban areas,Male,7.71
2018,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,4.48
2018,per 100000 population,Zhambyl,Population of urban areas,Male,3.31
2018,per 100000 population,Karagandy,Population of urban areas,Male,5.66
2018,per 100000 population,Kostanay,Population of urban areas,Male,5.05
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,1.17
2018,per 100000 population,Mangistau,Population of urban areas,Male,3.7
2018,per 100000 population,Pavlodar,Population of urban areas,Male,4.47
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,0.87
2018,per 100000 population,Turkistan,Population of urban areas,Male,1.53
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,3.06
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,4.14
2018,per 100000 population,Almaty city,Population of urban areas,Male,4.91
2018,per 100000 population,Shymkent city,Population of urban areas,Male,4.45
2018,per 100000 population,,Population of rural areas,Male,3.3
2018,per 100000 population,Akmola,Population of rural areas,Male,7.72
2018,per 100000 population,Aktobe,Population of rural areas,Male,2.34
2018,per 100000 population,Almaty,Population of rural areas,Male,3.45
2018,per 100000 population,Atyrau,Population of rural areas,Male,1.32
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,5.68
2018,per 100000 population,Zhambyl,Population of rural areas,Male,1.76
2018,per 100000 population,Karagandy,Population of rural areas,Male,1.41
2018,per 100000 population,Kostanay,Population of rural areas,Male,5.08
2018,per 100000 population,Kyzylorda,Population of rural areas,Male,0.0
2018,per 100000 population,Mangistau,Population of rural areas,Male,1.01
2018,per 100000 population,Pavlodar,Population of rural areas,Male,0.0
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,6.6
2018,per 100000 population,Turkistan,Population of rural areas,Male,3.1
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,5.99
2018,per 100000 population,,,Female,1.72
2018,per 100000 population,Akmola,,Female,3.42
2018,per 100000 population,Aktobe,,Female,1.12
2018,per 100000 population,Almaty,,Female,2.54
2018,per 100000 population,Atyrau,,Female,0.94
2018,per 100000 population,Batys Kazakhstan,,Female,2.09
2018,per 100000 population,Zhambyl,,Female,1.4
2018,per 100000 population,Karagandy,,Female,1.52
2018,per 100000 population,Kostanay,,Female,1.74
2018,per 100000 population,Kyzylorda,,Female,0.51
2018,per 100000 population,Mangistau,,Female,2.08
2018,per 100000 population,Pavlodar,,Female,0.5
2018,per 100000 population,Soltustik Kazakhstan,,Female,2.75
2018,per 100000 population,Turkistan,,Female,2.25
2018,per 100000 population,Shygys Kazakhstan,,Female,1.66
2018,per 100000 population,Nur-Sultan city,,Female,1.64
2018,per 100000 population,Almaty city,,Female,1.51
2018,per 100000 population,Shymkent city,,Female,0.79
2018,per 100000 population,,Population of urban areas,Female,1.5
2018,per 100000 population,Akmola,Population of urban areas,Female,2.71
2018,per 100000 population,Aktobe,Population of urban areas,Female,1.26
2018,per 100000 population,Almaty,Population of urban areas,Female,3.33
2018,per 100000 population,Atyrau,Population of urban areas,Female,0.59
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,0.56
2018,per 100000 population,Zhambyl,Population of urban areas,Female,1.28
2018,per 100000 population,Karagandy,Population of urban areas,Female,1.88
2018,per 100000 population,Kostanay,Population of urban areas,Female,1.95
2018,per 100000 population,Kyzylorda,Population of urban areas,Female,0.56
2018,per 100000 population,Mangistau,Population of urban areas,Female,2.96
2018,per 100000 population,Pavlodar,Population of urban areas,Female,0.35
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.73
2018,per 100000 population,Turkistan,Population of urban areas,Female,3.1
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,1.1
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Female,1.64
2018,per 100000 population,Almaty city,Population of urban areas,Female,1.51
2018,per 100000 population,Shymkent city,Population of urban areas,Female,0.79
2018,per 100000 population,,Population of rural areas,Female,2.04
2018,per 100000 population,Akmola,Population of rural areas,Female,4.08
2018,per 100000 population,Aktobe,Population of rural areas,Female,0.79
2018,per 100000 population,Almaty,Population of rural areas,Female,2.3
2018,per 100000 population,Atyrau,Population of rural areas,Female,1.35
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,3.87
2018,per 100000 population,Zhambyl,Population of rural areas,Female,1.49
2018,per 100000 population,Karagandy,Population of rural areas,Female,0.0
2018,per 100000 population,Kostanay,Population of rural areas,Female,1.48
2018,per 100000 population,Kyzylorda,Population of rural areas,Female,0.46
2018,per 100000 population,Mangistau,Population of rural areas,Female,1.49
2018,per 100000 population,Pavlodar,Population of rural areas,Female,0.9
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,4.58
2018,per 100000 population,Turkistan,Population of rural areas,Female,2.04
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,2.63
2019,per 100000 population,,,,2.3334105555391416
2019,per 100000 population,Akmola,,,4.744726913853383
2019,per 100000 population,Aktobe,,,2.2840332372516685
2019,per 100000 population,Almaty,,,2.539894042458725
2019,per 100000 population,Atyrau,,,0.4690904570582868
2019,per 100000 population,Batys Kazakhstan,,,3.360910623456559
2019,per 100000 population,Zhambyl,,,0.7093648125791663
2019,per 100000 population,Karagandy,,,3.411465572868542
2019,per 100000 population,Kostanay,,,2.75649153757098
2019,per 100000 population,Kyzylorda,,,0.5006677656324122
2019,per 100000 population,Mangistau,,,1.1619504791230175
2019,per 100000 population,Pavlodar,,,2.1248029577257173
2019,per 100000 population,Soltustik Kazakhstan,,,2.7191843897062555
2019,per 100000 population,Turkistan,,,1.5999976000036
2019,per 100000 population,Shygys Kazakhstan,,,2.40163835401896
2019,per 100000 population,Nur-Sultan city,,,2.43842965130456
2019,per 100000 population,Almaty city,,,2.704510009073366
2019,per 100000 population,Shymkent city,,,3.4192426182215345
2019,per 100000 population,,Population of urban areas,,2.500122815073711
2019,per 100000 population,Akmola,Population of urban areas,,4.882349731327166
2019,per 100000 population,Aktobe,Population of urban areas,,2.7363986900698505
2019,per 100000 population,Almaty,Population of urban areas,,3.740530407211743
2019,per 100000 population,Atyrau,Population of urban areas,,0.0
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,,2.92544360695495
2019,per 100000 population,Zhambyl,Population of urban areas,,0.6702869610194618
2019,per 100000 population,Karagandy,Population of urban areas,,3.461769538158949
2019,per 100000 population,Kostanay,Population of urban areas,,2.590363846491053
2019,per 100000 population,Kyzylorda,Population of urban areas,,0.5632739736444108
2019,per 100000 population,Mangistau,Population of urban areas,,1.8258103859397996
2019,per 100000 population,Pavlodar,Population of urban areas,,1.8818375390834132
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,1.5825946243217095
2019,per 100000 population,Turkistan,Population of urban areas,,1.2579470806822095
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,,2.0013161596861937
2019,per 100000 population,Nur-Sultan city,Population of urban areas,,2.43842965130456
2019,per 100000 population,Almaty city,Population of urban areas,,2.704510009073366
2019,per 100000 population,Shymkent city,Population of urban areas,,3.4192426182215345
2019,per 100000 population,,Population of rural areas,,2.0979370437760627
2019,per 100000 population,Akmola,Population of rural areas,,4.621689073299988
2019,per 100000 population,Aktobe,Population of rural areas,,1.1792939567081189
2019,per 100000 population,Almaty,Population of rural areas,,2.197321339725655
2019,per 100000 population,Atyrau,Population of rural areas,,1.0360421807306517
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,,3.836856846871044
2019,per 100000 population,Zhambyl,Population of rural areas,,0.7350779182593355
2019,per 100000 population,Karagandy,Population of rural areas,,3.214257015562361
2019,per 100000 population,Kostanay,Population of rural areas,,2.982549374749195
2019,per 100000 population,Kyzylorda,Population of rural areas,,0.4505864382493816
2019,per 100000 population,Mangistau,Population of rural areas,,0.723507855486541
2019,per 100000 population,Pavlodar,Population of rural areas,,2.707391856616528
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,3.680326813020996
2019,per 100000 population,Turkistan,Population of rural areas,,1.6848358533069585
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,,3.0498207277253484
2019,per 100000 population,,,Male,3.1090975649302712
2019,per 100000 population,Akmola,,Male,8.657186581919326
2019,per 100000 population,Aktobe,,Male,3.29881749174412
2019,per 100000 population,Almaty,,Male,2.664604723159905
2019,per 100000 population,Atyrau,,Male,0.9513646533147924
2019,per 100000 population,Batys Kazakhstan,,Male,3.779075260283809
2019,per 100000 population,Zhambyl,,Male,1.2596622845415144
2019,per 100000 population,Karagandy,,Male,4.892173439778873
2019,per 100000 population,Kostanay,,Male,4.111727735901309
2019,per 100000 population,Kyzylorda,,Male,0.7484908553129752
2019,per 100000 population,Mangistau,,Male,2.040364234163859
2019,per 100000 population,Pavlodar,,Male,3.0848487652892818
2019,per 100000 population,Soltustik Kazakhstan,,Male,4.168521974742546
2019,per 100000 population,Turkistan,,Male,1.4789923920631352
2019,per 100000 population,Shygys Kazakhstan,,Male,3.3543923099031576
2019,per 100000 population,Nur-Sultan city,,Male,2.634649403440099
2019,per 100000 population,Almaty city,,Male,3.937582370748858
2019,per 100000 population,Shymkent city,,Male,3.857824937995616
2019,per 100000 population,,Population of urban areas,Male,3.5783562243844447
2019,per 100000 population,Akmola,Population of urban areas,Male,9.141129904597076
2019,per 100000 population,Aktobe,Population of urban areas,Male,4.38751919539648
2019,per 100000 population,Almaty,Population of urban areas,Male,4.603627658594974
2019,per 100000 population,Atyrau,Population of urban areas,Male,0.0
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,3.7640327847255546
2019,per 100000 population,Zhambyl,Population of urban areas,Male,1.4103046257991725
2019,per 100000 population,Karagandy,Population of urban areas,Male,5.074462863226636
2019,per 100000 population,Kostanay,Population of urban areas,Male,3.896002701228539
2019,per 100000 population,Kyzylorda,Population of urban areas,Male,1.1472461789531951
2019,per 100000 population,Mangistau,Population of urban areas,Male,2.926211908950916
2019,per 100000 population,Pavlodar,Population of urban areas,Male,3.669582625749461
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,3.478548227897087
2019,per 100000 population,Turkistan,Population of urban areas,Male,1.997727584872208
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,2.799423827677649
2019,per 100000 population,Nur-Sultan city,Population of urban areas,Male,2.634649403440099
2019,per 100000 population,Almaty city,Population of urban areas,Male,3.937582370748858
2019,per 100000 population,Shymkent city,Population of urban areas,Male,3.857824937995616
2019,per 100000 population,,Population of rural areas,Male,2.487314050603886
