Year,UNIT_MEASURE,Area,Sex,Regions,Value
2014,Percent,Population of rural areas,Male,Almaty,21.9
2015,Percent,Population of rural areas,Male,Almaty,21.6
2016,Percent,Population of rural areas,Male,Almaty,21.5
2017,Percent,Population of rural areas,Male,Almaty,30.0
2018,Percent,Population of rural areas,Male,Almaty,27.6
2010,Percent,Population of rural areas,Male,Atyrau,13.6
2011,Percent,Population of rural areas,Male,Atyrau,16.3
2012,Percent,Population of rural areas,Male,Atyrau,27.3
2013,Percent,Population of rural areas,Male,Atyrau,23.4
2014,Percent,Population of rural areas,Male,Atyrau,21.4
2015,Percent,Population of rural areas,Male,Atyrau,19.4
2016,Percent,Population of rural areas,Male,Atyrau,25.4
2017,Percent,Population of rural areas,Male,Atyrau,19.5
2018,Percent,Population of rural areas,Male,Atyrau,37.6
2010,Percent,Population of rural areas,Male,Batys Kazakhstan,17.0
2011,Percent,Population of rural areas,Male,Batys Kazakhstan,15.8
2012,Percent,Population of rural areas,Male,Batys Kazakhstan,18.4
2013,Percent,Population of rural areas,Male,Batys Kazakhstan,20.4
2014,Percent,Population of rural areas,Male,Batys Kazakhstan,21.7
2015,Percent,Population of rural areas,Male,Batys Kazakhstan,20.4
2016,Percent,Population of rural areas,Male,Batys Kazakhstan,18.1
2017,Percent,Population of rural areas,Male,Batys Kazakhstan,19.0
2018,Percent,Population of rural areas,Male,Batys Kazakhstan,21.3
2010,Percent,Population of rural areas,Male,Zhambyl,11.3
2011,Percent,Population of rural areas,Male,Zhambyl,14.0
2012,Percent,Population of rural areas,Male,Zhambyl,21.9
2013,Percent,Population of rural areas,Male,Zhambyl,19.8
2014,Percent,Population of rural areas,Male,Zhambyl,20.7
2015,Percent,Population of rural areas,Male,Zhambyl,21.7
2016,Percent,Population of rural areas,Male,Zhambyl,20.0
2017,Percent,Population of rural areas,Male,Zhambyl,23.4
2018,Percent,Population of rural areas,Male,Zhambyl,27.7
2010,Percent,Population of rural areas,Male,Karagandy,13.2
2011,Percent,Population of rural areas,Male,Karagandy,23.3
2012,Percent,Population of rural areas,Male,Karagandy,40.2
2013,Percent,Population of rural areas,Male,Karagandy,27.6
2014,Percent,Population of rural areas,Male,Karagandy,17.5
2015,Percent,Population of rural areas,Male,Karagandy,22.4
2016,Percent,Population of rural areas,Male,Karagandy,23.3
2017,Percent,Population of rural areas,Male,Karagandy,26.7
2018,Percent,Population of rural areas,Male,Karagandy,21.6
2010,Percent,Population of rural areas,Male,Kostanay,10.4
2011,Percent,Population of rural areas,Male,Kostanay,13.8
2012,Percent,Population of rural areas,Male,Kostanay,23.5
2013,Percent,Population of rural areas,Male,Kostanay,11.6
2014,Percent,Population of rural areas,Male,Kostanay,22.1
2015,Percent,Population of rural areas,Male,Kostanay,20.9
2016,Percent,Population of rural areas,Male,Kostanay,21.5
2017,Percent,Population of rural areas,Male,Kostanay,23.6
2018,Percent,Population of rural areas,Male,Kostanay,19.7
2010,Percent,Population of rural areas,Male,Kyzylorda,18.8
2011,Percent,Population of rural areas,Male,Kyzylorda,24.3
2012,Percent,Population of rural areas,Male,Kyzylorda,26.9
2013,Percent,Population of rural areas,Male,Kyzylorda,18.9
2014,Percent,Population of rural areas,Male,Kyzylorda,25.5
2015,Percent,Population of rural areas,Male,Kyzylorda,27.3
2016,Percent,Population of rural areas,Male,Kyzylorda,34.3
2017,Percent,Population of rural areas,Male,Kyzylorda,34.5
2018,Percent,Population of rural areas,Male,Kyzylorda,28.6
2010,Percent,Population of rural areas,Male,Mangistau,18.1
2011,Percent,Population of rural areas,Male,Mangistau,28.0
2012,Percent,Population of rural areas,Male,Mangistau,42.7
2013,Percent,Population of rural areas,Male,Mangistau,32.9
2014,Percent,Population of rural areas,Male,Mangistau,29.6
2015,Percent,Population of rural areas,Male,Mangistau,23.5
2016,Percent,Population of rural areas,Male,Mangistau,27.0
2017,Percent,Population of rural areas,Male,Mangistau,25.0
2018,Percent,Population of rural areas,Male,Mangistau,25.2
2010,Percent,Population of rural areas,Male,Ontustik Kazakhstan,13.2
2011,Percent,Population of rural areas,Male,Ontustik Kazakhstan,14.6
2012,Percent,Population of rural areas,Male,Ontustik Kazakhstan,18.2
2013,Percent,Population of rural areas,Male,Ontustik Kazakhstan,16.5
2014,Percent,Population of rural areas,Male,Ontustik Kazakhstan,32.4
2015,Percent,Population of rural areas,Male,Ontustik Kazakhstan,30.3
2016,Percent,Population of rural areas,Male,Ontustik Kazakhstan,30.4
2017,Percent,Population of rural areas,Male,Ontustik Kazakhstan,33.9
2010,Percent,Population of rural areas,Male,Pavlodar,8.0
2011,Percent,Population of rural areas,Male,Pavlodar,12.7
2012,Percent,Population of rural areas,Male,Pavlodar,11.2
2013,Percent,Population of rural areas,Male,Pavlodar,14.8
2014,Percent,Population of rural areas,Male,Pavlodar,17.7
2015,Percent,Population of rural areas,Male,Pavlodar,14.5
2016,Percent,Population of rural areas,Male,Pavlodar,20.5
2017,Percent,Population of rural areas,Male,Pavlodar,19.6
2018,Percent,Population of rural areas,Male,Pavlodar,16.7
2010,Percent,Population of rural areas,Male,Soltustik Kazakhstan,8.3
2011,Percent,Population of rural areas,Male,Soltustik Kazakhstan,14.5
2012,Percent,Population of rural areas,Male,Soltustik Kazakhstan,15.2
2013,Percent,Population of rural areas,Male,Soltustik Kazakhstan,13.3
2014,Percent,Population of rural areas,Male,Soltustik Kazakhstan,21.6
2015,Percent,Population of rural areas,Male,Soltustik Kazakhstan,17.8
2016,Percent,Population of rural areas,Male,Soltustik Kazakhstan,13.0
2017,Percent,Population of rural areas,Male,Soltustik Kazakhstan,18.4
2018,Percent,Population of rural areas,Male,Soltustik Kazakhstan,16.2
2018,Percent,Population of rural areas,Male,Turkistan,33.4
2010,Percent,Population of rural areas,Male,Shygys Kazakhstan,11.4
2011,Percent,Population of rural areas,Male,Shygys Kazakhstan,13.9
2012,Percent,Population of rural areas,Male,Shygys Kazakhstan,17.1
2013,Percent,Population of rural areas,Male,Shygys Kazakhstan,12.3
2014,Percent,Population of rural areas,Male,Shygys Kazakhstan,18.5
2015,Percent,Population of rural areas,Male,Shygys Kazakhstan,18.9
2016,Percent,Population of rural areas,Male,Shygys Kazakhstan,25.8
2017,Percent,Population of rural areas,Male,Shygys Kazakhstan,22.2
2018,Percent,Population of rural areas,Male,Shygys Kazakhstan,25.9
2010,Percent,Population of rural areas,Female,,24.1
2011,Percent,Population of rural areas,Female,,26.3
2012,Percent,Population of rural areas,Female,,27.0
2013,Percent,Population of rural areas,Female,,26.4
2014,Percent,Population of rural areas,Female,,34.1
2015,Percent,Population of rural areas,Female,,36.0
2016,Percent,Population of rural areas,Female,,36.9
2017,Percent,Population of rural areas,Female,,38.0
2018,Percent,Population of rural areas,Female,,39.1
2010,Percent,Population of rural areas,Female,Akmola,19.2
2011,Percent,Population of rural areas,Female,Akmola,18.4
2012,Percent,Population of rural areas,Female,Akmola,32.4
2013,Percent,Population of rural areas,Female,Akmola,32.5
2014,Percent,Population of rural areas,Female,Akmola,30.4
2015,Percent,Population of rural areas,Female,Akmola,29.4
2016,Percent,Population of rural areas,Female,Akmola,37.1
2017,Percent,Population of rural areas,Female,Akmola,36.6
2018,Percent,Population of rural areas,Female,Akmola,39.9
2010,Percent,Population of rural areas,Female,Aktobe,34.9
2011,Percent,Population of rural areas,Female,Aktobe,27.8
2012,Percent,Population of rural areas,Female,Aktobe,20.5
2013,Percent,Population of rural areas,Female,Aktobe,28.0
2014,Percent,Population of rural areas,Female,Aktobe,38.8
2015,Percent,Population of rural areas,Female,Aktobe,41.0
2016,Percent,Population of rural areas,Female,Aktobe,39.3
2017,Percent,Population of rural areas,Female,Aktobe,40.5
2018,Percent,Population of rural areas,Female,Aktobe,45.8
2010,Percent,Population of rural areas,Female,Almaty,35.1
2011,Percent,Population of rural areas,Female,Almaty,34.2
2012,Percent,Population of rural areas,Female,Almaty,27.1
2013,Percent,Population of rural areas,Female,Almaty,22.5
2014,Percent,Population of rural areas,Female,Almaty,29.8
2015,Percent,Population of rural areas,Female,Almaty,32.0
2016,Percent,Population of rural areas,Female,Almaty,31.4
2017,Percent,Population of rural areas,Female,Almaty,36.3
2018,Percent,Population of rural areas,Female,Almaty,38.0
2010,Percent,Population of rural areas,Female,Atyrau,23.5
2011,Percent,Population of rural areas,Female,Atyrau,28.3
2012,Percent,Population of rural areas,Female,Atyrau,43.9
2013,Percent,Population of rural areas,Female,Atyrau,41.6
2014,Percent,Population of rural areas,Female,Atyrau,41.4
2015,Percent,Population of rural areas,Female,Atyrau,44.8
2016,Percent,Population of rural areas,Female,Atyrau,56.0
2017,Percent,Population of rural areas,Female,Atyrau,53.4
2018,Percent,Population of rural areas,Female,Atyrau,58.3
2010,Percent,Population of rural areas,Female,Batys Kazakhstan,26.5
2011,Percent,Population of rural areas,Female,Batys Kazakhstan,27.2
2012,Percent,Population of rural areas,Female,Batys Kazakhstan,23.2
2013,Percent,Population of rural areas,Female,Batys Kazakhstan,34.0
2014,Percent,Population of rural areas,Female,Batys Kazakhstan,31.4
2015,Percent,Population of rural areas,Female,Batys Kazakhstan,32.5
2016,Percent,Population of rural areas,Female,Batys Kazakhstan,33.3
2017,Percent,Population of rural areas,Female,Batys Kazakhstan,26.5
2018,Percent,Population of rural areas,Female,Batys Kazakhstan,30.2
2010,Percent,Population of rural areas,Female,Zhambyl,16.7
2011,Percent,Population of rural areas,Female,Zhambyl,24.3
2012,Percent,Population of rural areas,Female,Zhambyl,21.5
2013,Percent,Population of rural areas,Female,Zhambyl,15.6
2014,Percent,Population of rural areas,Female,Zhambyl,27.8
2015,Percent,Population of rural areas,Female,Zhambyl,29.9
2016,Percent,Population of rural areas,Female,Zhambyl,25.9
2017,Percent,Population of rural areas,Female,Zhambyl,35.5
2018,Percent,Population of rural areas,Female,Zhambyl,37.7
2010,Percent,Population of rural areas,Female,Karagandy,31.3
2011,Percent,Population of rural areas,Female,Karagandy,30.2
2012,Percent,Population of rural areas,Female,Karagandy,50.2
2013,Percent,Population of rural areas,Female,Karagandy,42.7
2014,Percent,Population of rural areas,Female,Karagandy,31.8
2015,Percent,Population of rural areas,Female,Karagandy,38.4
2016,Percent,Population of rural areas,Female,Karagandy,37.8
2017,Percent,Population of rural areas,Female,Karagandy,36.6
2018,Percent,Population of rural areas,Female,Karagandy,34.7
2010,Percent,Population of rural areas,Female,Kostanay,27.3
2011,Percent,Population of rural areas,Female,Kostanay,26.6
2012,Percent,Population of rural areas,Female,Kostanay,28.8
2013,Percent,Population of rural areas,Female,Kostanay,30.5
2014,Percent,Population of rural areas,Female,Kostanay,29.8
2015,Percent,Population of rural areas,Female,Kostanay,35.1
2016,Percent,Population of rural areas,Female,Kostanay,30.3
2017,Percent,Population of rural areas,Female,Kostanay,33.3
2018,Percent,Population of rural areas,Female,Kostanay,32.4
2010,Percent,Population of rural areas,Female,Kyzylorda,25.4
2011,Percent,Population of rural areas,Female,Kyzylorda,32.6
2012,Percent,Population of rural areas,Female,Kyzylorda,41.5
2013,Percent,Population of rural areas,Female,Kyzylorda,46.0
2014,Percent,Population of rural areas,Female,Kyzylorda,34.8
2015,Percent,Population of rural areas,Female,Kyzylorda,38.3
2016,Percent,Population of rural areas,Female,Kyzylorda,42.1
2017,Percent,Population of rural areas,Female,Kyzylorda,39.4
2018,Percent,Population of rural areas,Female,Kyzylorda,37.5
2010,Percent,Population of rural areas,Female,Mangistau,26.9
2011,Percent,Population of rural areas,Female,Mangistau,31.2
2012,Percent,Population of rural areas,Female,Mangistau,46.1
2013,Percent,Population of rural areas,Female,Mangistau,27.1
2014,Percent,Population of rural areas,Female,Mangistau,51.5
2015,Percent,Population of rural areas,Female,Mangistau,35.6
2016,Percent,Population of rural areas,Female,Mangistau,37.4
2017,Percent,Population of rural areas,Female,Mangistau,29.9
2018,Percent,Population of rural areas,Female,Mangistau,30.6
2010,Percent,Population of rural areas,Female,Ontustik Kazakhstan,19.1
2011,Percent,Population of rural areas,Female,Ontustik Kazakhstan,23.0
2012,Percent,Population of rural areas,Female,Ontustik Kazakhstan,20.9
2013,Percent,Population of rural areas,Female,Ontustik Kazakhstan,21.7
2014,Percent,Population of rural areas,Female,Ontustik Kazakhstan,42.8
2015,Percent,Population of rural areas,Female,Ontustik Kazakhstan,43.8
2016,Percent,Population of rural areas,Female,Ontustik Kazakhstan,48.3
2017,Percent,Population of rural areas,Female,Ontustik Kazakhstan,48.7
2010,Percent,Population of rural areas,Female,Pavlodar,20.6
2011,Percent,Population of rural areas,Female,Pavlodar,14.9
2012,Percent,Population of rural areas,Female,Pavlodar,19.4
2013,Percent,Population of rural areas,Female,Pavlodar,27.2
2014,Percent,Population of rural areas,Female,Pavlodar,28.0
2015,Percent,Population of rural areas,Female,Pavlodar,30.3
2016,Percent,Population of rural areas,Female,Pavlodar,23.2
2017,Percent,Population of rural areas,Female,Pavlodar,24.2
2018,Percent,Population of rural areas,Female,Pavlodar,35.0
2010,Percent,Population of rural areas,Female,Soltustik Kazakhstan,14.4
2011,Percent,Population of rural areas,Female,Soltustik Kazakhstan,22.8
2012,Percent,Population of rural areas,Female,Soltustik Kazakhstan,21.6
2013,Percent,Population of rural areas,Female,Soltustik Kazakhstan,17.4
2014,Percent,Population of rural areas,Female,Soltustik Kazakhstan,27.1
2015,Percent,Population of rural areas,Female,Soltustik Kazakhstan,30.9
2016,Percent,Population of rural areas,Female,Soltustik Kazakhstan,24.0
2017,Percent,Population of rural areas,Female,Soltustik Kazakhstan,25.0
2018,Percent,Population of rural areas,Female,Soltustik Kazakhstan,26.2
2018,Percent,Population of rural areas,Female,Turkistan,49.2
2010,Percent,Population of rural areas,Female,Shygys Kazakhstan,22.2
2011,Percent,Population of rural areas,Female,Shygys Kazakhstan,21.9
2012,Percent,Population of rural areas,Female,Shygys Kazakhstan,20.5
2013,Percent,Population of rural areas,Female,Shygys Kazakhstan,24.7
2014,Percent,Population of rural areas,Female,Shygys Kazakhstan,26.9
2015,Percent,Population of rural areas,Female,Shygys Kazakhstan,36.9
2016,Percent,Population of rural areas,Female,Shygys Kazakhstan,35.1
2017,Percent,Population of rural areas,Female,Shygys Kazakhstan,35.9
2018,Percent,Population of rural areas,Female,Shygys Kazakhstan,29.9
