Year,UNIT_MEASURE,Regions,Area,Sex,Value
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,28.28
2016,per 100000 population,Zhambyl,Population of urban areas,Male,15.5
2016,per 100000 population,Karagandy,Population of urban areas,Male,34.06
2016,per 100000 population,Kostanay,Population of urban areas,Male,41.94
2016,per 100000 population,Kyzylorda,Population of urban areas,Male,16.37
2016,per 100000 population,Mangistau,Population of urban areas,Male,14.73
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,8.76
2016,per 100000 population,Pavlodar,Population of urban areas,Male,8.11
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,23.01
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,28.75
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Male,18.44
2016,per 100000 population,Almaty city,Population of urban areas,Male,7.98
2016,per 100000 population,,Population of rural areas,Male,29.62
2016,per 100000 population,Akmola,Population of rural areas,Male,49.68
2016,per 100000 population,Aktobe,Population of rural areas,Male,37.64
2016,per 100000 population,Almaty,Population of rural areas,Male,25.72
2016,per 100000 population,Atyrau,Population of rural areas,Male,24.09
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,35.52
2016,per 100000 population,Zhambyl,Population of rural areas,Male,17.08
2016,per 100000 population,Karagandy,Population of rural areas,Male,56.05
2016,per 100000 population,Kostanay,Population of rural areas,Male,73.52
2016,per 100000 population,Kyzylorda,Population of rural areas,Male,9.56
2016,per 100000 population,Mangistau,Population of rural areas,Male,17.29
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,17.0
2016,per 100000 population,Pavlodar,Population of rural areas,Male,10.77
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,33.69
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,55.51
2016,per 100000 population,,,Female,4.98
2016,per 100000 population,Akmola,,Female,7.33
2016,per 100000 population,Aktobe,,Female,5.3
2016,per 100000 population,Almaty,,Female,7.12
2016,per 100000 population,Atyrau,,Female,4.58
2016,per 100000 population,Batys Kazakhstan,,Female,3.94
2016,per 100000 population,Zhambyl,,Female,4.41
2016,per 100000 population,Karagandy,,Female,6.45
2016,per 100000 population,Kostanay,,Female,9.26
2016,per 100000 population,Kyzylorda,,Female,2.08
2016,per 100000 population,Mangistau,,Female,6.27
2016,per 100000 population,Ontustik Kazakhstan,,Female,4.1
2016,per 100000 population,Pavlodar,,Female,0.5
2016,per 100000 population,Soltustik Kazakhstan,,Female,6.75
2016,per 100000 population,Shygys Kazakhstan,,Female,6.99
2016,per 100000 population,Nur-Sultan city,,Female,3.14
2016,per 100000 population,Almaty city,,Female,2.03
2016,per 100000 population,,Population of urban areas,Female,4.29
2016,per 100000 population,Akmola,Population of urban areas,Female,7.54
2016,per 100000 population,Aktobe,Population of urban areas,Female,6.14
2016,per 100000 population,Almaty,Population of urban areas,Female,6.88
2016,per 100000 population,Atyrau,Population of urban areas,Female,4.67
2016,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,2.32
2016,per 100000 population,Zhambyl,Population of urban areas,Female,5.93
2016,per 100000 population,Karagandy,Population of urban areas,Female,6.31
2016,per 100000 population,Kostanay,Population of urban areas,Female,7.89
2016,per 100000 population,Kyzylorda,Population of urban areas,Female,2.32
2016,per 100000 population,Mangistau,Population of urban areas,Female,5.5
2016,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,2.72
2016,per 100000 population,Pavlodar,Population of urban areas,Female,0.69
2016,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,3.67
2016,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,6.65
2016,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.14
2016,per 100000 population,Almaty city,Population of urban areas,Female,2.03
2016,per 100000 population,,Population of rural areas,Female,5.96
2016,per 100000 population,Akmola,Population of rural areas,Female,7.14
2016,per 100000 population,Aktobe,Population of rural areas,Female,3.82
2016,per 100000 population,Almaty,Population of rural areas,Female,7.2
2016,per 100000 population,Atyrau,Population of rural areas,Female,4.5
2016,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,5.7
2016,per 100000 population,Zhambyl,Population of rural areas,Female,3.33
2016,per 100000 population,Karagandy,Population of rural areas,Female,7.06
2016,per 100000 population,Kostanay,Population of rural areas,Female,10.91
2016,per 100000 population,Kyzylorda,Population of rural areas,Female,1.89
2016,per 100000 population,Mangistau,Population of rural areas,Female,6.92
2016,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,5.29
2016,per 100000 population,Pavlodar,Population of rural areas,Female,0.0
2016,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,9.37
2016,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,7.55
2017,per 100000 population,,,,14.77
2017,per 100000 population,Akmola,,,34.34
2017,per 100000 population,Aktobe,,,14.911791469750783
2017,per 100000 population,Almaty,,,18.9
2017,per 100000 population,Atyrau,,,13.02847780965231
2017,per 100000 population,Batys Kazakhstan,,,15.834317156715496
2017,per 100000 population,Zhambyl,,,9.5
2017,per 100000 population,Karagandy,,,22.149724901864413
2017,per 100000 population,Kostanay,,,28.611618368886973
2017,per 100000 population,Kyzylorda,,,5.269103391374864
2017,per 100000 population,Mangistau,,,9.52
2017,per 100000 population,Ontustik Kazakhstan,,,11.262434528488878
2017,per 100000 population,Pavlodar,,,9.657662329758896
2017,per 100000 population,Soltustik Kazakhstan,,,11.589179628718345
2017,per 100000 population,Shygys Kazakhstan,,,21.996844714897453
2017,per 100000 population,Nur-Sultan city,,,9.98
2017,per 100000 population,Almaty city,,,5.009821219745112
2017,per 100000 population,,Population of urban areas,,12.35
2017,per 100000 population,Akmola,Population of urban areas,,28.39
2017,per 100000 population,Aktobe,Population of urban areas,,12.441876012063048
2017,per 100000 population,Almaty,Population of urban areas,,20.44
2017,per 100000 population,Atyrau,Population of urban areas,,10.531572635577012
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,,9.122159397572592
2017,per 100000 population,Zhambyl,Population of urban areas,,10.52519608776222
2017,per 100000 population,Karagandy,Population of urban areas,,21.38883630167907
2017,per 100000 population,Kostanay,Population of urban areas,,21.243690623884707
2017,per 100000 population,Kyzylorda,Population of urban areas,,6.1135905117075255
2017,per 100000 population,Mangistau,Population of urban areas,,10.69
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,,9.462055642942897
2017,per 100000 population,Pavlodar,Population of urban areas,,8.238990648745615
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,9.198252332056908
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,,16.74654929037982
2017,per 100000 population,Nur-Sultan city,Population of urban areas,,9.98
2017,per 100000 population,Almaty city,Population of urban areas,,5.009821219745112
2017,per 100000 population,,Population of rural areas,,18.02
2017,per 100000 population,Akmola,Population of rural areas,,39.69
2017,per 100000 population,Aktobe,Population of rural areas,,19.158862091317523
2017,per 100000 population,Almaty,Population of rural areas,,18.4229678225228
2017,per 100000 population,Atyrau,Population of rural areas,,15.32
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,,22.83
2017,per 100000 population,Zhambyl,Population of rural areas,,8.807593638528893
2017,per 100000 population,Karagandy,Population of rural areas,,25.1
2017,per 100000 population,Kostanay,Population of rural areas,,37.142899310765536
2017,per 100000 population,Kyzylorda,Population of rural areas,,4.601678692386982
2017,per 100000 population,Mangistau,Population of rural areas,,8.68
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,,12.7654881867098
2017,per 100000 population,Pavlodar,Population of rural areas,,13.073044509208604
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,13.512622236950264
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,,30.11395561496737
2017,per 100000 population,,,Male,24.81
2017,per 100000 population,Akmola,,Male,61.95
2017,per 100000 population,Aktobe,,Male,24.75139408587278
2017,per 100000 population,Almaty,,Male,31.17038206488601
2017,per 100000 population,Atyrau,,Male,21.83
2017,per 100000 population,Batys Kazakhstan,,Male,28.22
2017,per 100000 population,Zhambyl,,Male,14.940152845051484
2017,per 100000 population,Karagandy,,Male,36.8
2017,per 100000 population,Kostanay,,Male,51.46
2017,per 100000 population,Kyzylorda,,Male,9.49616431957416
2017,per 100000 population,Mangistau,,Male,14.17
2017,per 100000 population,Ontustik Kazakhstan,,Male,16.958684836686135
2017,per 100000 population,Pavlodar,,Male,16.788288489949412
2017,per 100000 population,Soltustik Kazakhstan,,Male,20.529627051329665
2017,per 100000 population,Shygys Kazakhstan,,Male,36.462501872296514
2017,per 100000 population,Nur-Sultan city,,Male,17.41
2017,per 100000 population,Almaty city,,Male,9.365690149697
2017,per 100000 population,,Population of urban areas,Male,21.03
2017,per 100000 population,Akmola,Population of urban areas,Male,53.07418489947933
2017,per 100000 population,Aktobe,Population of urban areas,Male,21.144794856332865
2017,per 100000 population,Almaty,Population of urban areas,Male,35.17
2017,per 100000 population,Atyrau,Population of urban areas,Male,16.994218425273235
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,16.388552923553956
2017,per 100000 population,Zhambyl,Population of urban areas,Male,16.52
2017,per 100000 population,Karagandy,Population of urban areas,Male,36.34274727722482
2017,per 100000 population,Kostanay,Population of urban areas,Male,39.814630487821816
2017,per 100000 population,Kyzylorda,Population of urban areas,Male,10.70829416873892
2017,per 100000 population,Mangistau,Population of urban areas,Male,15.43
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Male,13.82480247230962
2017,per 100000 population,Pavlodar,Population of urban areas,Male,15.01300450795892
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,17.617109736976552
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,26.49
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Male,17.41
2017,per 100000 population,Almaty city,Population of urban areas,Male,9.365690149697
2017,per 100000 population,,Population of rural areas,Male,29.57
2017,per 100000 population,Akmola,Population of rural areas,Male,69.5
2017,per 100000 population,Aktobe,Population of rural areas,Male,30.62865310497971
2017,per 100000 population,Almaty,Population of rural areas,Male,29.99
2017,per 100000 population,Atyrau,Population of rural areas,Male,26.08420228919928
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,36.56
2017,per 100000 population,Zhambyl,Population of rural areas,Male,13.95076862798643
2017,per 100000 population,Karagandy,Population of rural areas,Male,38.46
2017,per 100000 population,Kostanay,Population of rural areas,Male,64.06
2017,per 100000 population,Kyzylorda,Population of rural areas,Male,8.57644546960553
2017,per 100000 population,Mangistau,Population of rural areas,Male,13.27
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Male,19.47767371650246
2017,per 100000 population,Pavlodar,Population of rural areas,Male,20.732114044655173
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,22.671403910493297
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,50.69121884831755
2017,per 100000 population,,,Female,5.36
2017,per 100000 population,Akmola,,Female,8.42
2017,per 100000 population,Aktobe,,Female,5.687285731510065
2017,per 100000 population,Almaty,,Female,6.92
2017,per 100000 population,Atyrau,,Female,4.49008653038185
2017,per 100000 population,Batys Kazakhstan,,Female,4.211685320922901
2017,per 100000 population,Zhambyl,,Female,4.228571931972849
2017,per 100000 population,Karagandy,,Female,8.944143821832656
2017,per 100000 population,Kostanay,,Female,8.017890731318316
2017,per 100000 population,Kyzylorda,,Female,1.029627532240212
2017,per 100000 population,Mangistau,,Female,4.89
2017,per 100000 population,Ontustik Kazakhstan,,Female,5.621174002755747
2017,per 100000 population,Pavlodar,,Female,3.262360267463352
2017,per 100000 population,Soltustik Kazakhstan,,Female,3.41340615266459
2017,per 100000 population,Shygys Kazakhstan,,Female,8.820171180228485
2017,per 100000 population,Nur-Sultan city,,Female,3.0785008085874783
2017,per 100000 population,Almaty city,,Female,1.347097212752244
2017,per 100000 population,,Population of urban areas,Female,4.625748598791271
2017,per 100000 population,Akmola,Population of urban areas,Female,6.496213249026921
2017,per 100000 population,Aktobe,Population of urban areas,Female,4.591660132381094
2017,per 100000 population,Almaty,Population of urban areas,Female,6.94
2017,per 100000 population,Atyrau,Population of urban areas,Female,4.571324084020937
2017,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,2.835688845534357
2017,per 100000 population,Zhambyl,Population of urban areas,Female,5.115307557866917
2017,per 100000 population,Karagandy,Population of urban areas,Female,8.348809868634032
2017,per 100000 population,Kostanay,Population of urban areas,Female,5.496080117145023
2017,per 100000 population,Kyzylorda,Population of urban areas,Female,1.7103470294122678
2017,per 100000 population,Mangistau,Population of urban areas,Female,5.91
2017,per 100000 population,Ontustik Kazakhstan,Population of urban areas,Female,5.31
2017,per 100000 population,Pavlodar,Population of urban areas,Female,2.433995264140643
2017,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,2.1974560783466344
2017,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,8.383931092911606
2017,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.0785008085874783
2017,per 100000 population,Almaty city,Population of urban areas,Female,1.347097212752244
2017,per 100000 population,,Population of rural areas,Female,6.41
2017,per 100000 population,Akmola,Population of rural areas,Female,10.25159989030788
2017,per 100000 population,Aktobe,Population of rural areas,Female,7.669937042600109
2017,per 100000 population,Almaty,Population of rural areas,Female,6.90744994542463
2017,per 100000 population,Atyrau,Population of rural areas,Female,4.411685925776535
2017,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,5.766107461022715
2017,per 100000 population,Zhambyl,Population of rural areas,Female,3.603847106786495
2017,per 100000 population,Karagandy,Population of rural areas,Female,11.443079618802413
2017,per 100000 population,Kostanay,Population of rural areas,Female,11.12
2017,per 100000 population,Kyzylorda,Population of rural areas,Female,0.4692918854740083
2017,per 100000 population,Mangistau,Population of rural areas,Female,4.17
2017,per 100000 population,Ontustik Kazakhstan,Population of rural areas,Female,5.886308510386455
2017,per 100000 population,Pavlodar,Population of rural areas,Female,5.410694237159746
2017,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,4.474530334119573
2017,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,9.54613629312513
2018,per 100000 population,,,,13.65
2018,per 100000 population,Akmola,,,25.58
2018,per 100000 population,Aktobe,,,14.94
2018,per 100000 population,Almaty,,,15.19
2018,per 100000 population,Atyrau,,,10.68
2018,per 100000 population,Batys Kazakhstan,,,21.24
2018,per 100000 population,Zhambyl,,,8.83
2018,per 100000 population,Karagandy,,,20.01
2018,per 100000 population,Kostanay,,,25.85
2018,per 100000 population,Kyzylorda,,,4.44
2018,per 100000 population,Mangistau,,,9.56
2018,per 100000 population,Pavlodar,,,7.82
2018,per 100000 population,Soltustik Kazakhstan,,,15.09
2018,per 100000 population,Turkistan,,,1.97
2018,per 100000 population,Shygys Kazakhstan,,,19.84
2018,per 100000 population,Nur-Sultan city,,,11.19
2018,per 100000 population,Almaty city,,,7.6
2018,per 100000 population,Shymkent city,,,2.24
2018,per 100000 population,,Population of urban areas,,12.36
2018,per 100000 population,Akmola,Population of urban areas,,27.26
2018,per 100000 population,Aktobe,Population of urban areas,,13.32
2018,per 100000 population,Almaty,Population of urban areas,,15.84
2018,per 100000 population,Atyrau,Population of urban areas,,11.9
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,,16.95
2018,per 100000 population,Zhambyl,Population of urban areas,,10.1
2018,per 100000 population,Karagandy,Population of urban areas,,18.67
2018,per 100000 population,Kostanay,Population of urban areas,,19.82
2018,per 100000 population,Kyzylorda,Population of urban areas,,6.59
2018,per 100000 population,Mangistau,Population of urban areas,,10.36
2018,per 100000 population,Pavlodar,Population of urban areas,,7.32
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,5.55
2018,per 100000 population,Turkistan,Population of urban areas,,4.37
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,,15.34
2018,per 100000 population,Nur-Sultan city,Population of urban areas,,11.19
2018,per 100000 population,Almaty city,Population of urban areas,,7.6
2018,per 100000 population,Shymkent city,Population of urban areas,,2.24
2018,per 100000 population,,Population of rural areas,,15.42
2018,per 100000 population,Akmola,Population of rural areas,,24.08
2018,per 100000 population,Aktobe,Population of rural areas,,18.8
2018,per 100000 population,Almaty,Population of rural areas,,15.0
2018,per 100000 population,Atyrau,Population of rural areas,,9.35
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,,25.85
2018,per 100000 population,Zhambyl,Population of rural areas,,7.99
2018,per 100000 population,Karagandy,Population of rural areas,,25.24
2018,per 100000 population,Kostanay,Population of rural areas,,33.0
2018,per 100000 population,Kyzylorda,Population of rural areas,,2.73
2018,per 100000 population,Mangistau,Population of rural areas,,9.02
2018,per 100000 population,Pavlodar,Population of rural areas,,9.03
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,23.0
2018,per 100000 population,Turkistan,Population of rural areas,,9.93
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,,26.98
2018,per 100000 population,,,Male,23.55
2018,per 100000 population,Akmola,,Male,46.6
2018,per 100000 population,Aktobe,,Male,26.54
2018,per 100000 population,Almaty,,Male,25.89
2018,per 100000 population,Atyrau,,Male,19.09
2018,per 100000 population,Batys Kazakhstan,,Male,39.39
2018,per 100000 population,Zhambyl,,Male,15.22
2018,per 100000 population,Karagandy,,Male,35.3
2018,per 100000 population,Kostanay,,Male,44.6
2018,per 100000 population,Kyzylorda,,Male,7.08
2018,per 100000 population,Mangistau,,Male,14.7
2018,per 100000 population,Pavlodar,,Male,13.73
2018,per 100000 population,Soltustik Kazakhstan,,Male,28.56
2018,per 100000 population,Turkistan,,Male,16.55
2018,per 100000 population,Shygys Kazakhstan,,Male,35.22
2018,per 100000 population,Nur-Sultan city,,Male,19.34
2018,per 100000 population,Almaty city,,Male,12.58
2018,per 100000 population,Shymkent city,,Male,12.94
2018,per 100000 population,,Population of urban areas,Male,21.49
2018,per 100000 population,Akmola,Population of urban areas,Male,51.8
2018,per 100000 population,Aktobe,Population of urban areas,Male,23.12
2018,per 100000 population,Almaty,Population of urban areas,Male,28.1
2018,per 100000 population,Atyrau,Population of urban areas,Male,20.89
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,31.97
2018,per 100000 population,Zhambyl,Population of urban areas,Male,17.01
2018,per 100000 population,Karagandy,Population of urban areas,Male,33.0
2018,per 100000 population,Kostanay,Population of urban areas,Male,34.43
2018,per 100000 population,Kyzylorda,Population of urban areas,Male,10.52
2018,per 100000 population,Mangistau,Population of urban areas,Male,17.75
2018,per 100000 population,Pavlodar,Population of urban areas,Male,13.01
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,12.21
2018,per 100000 population,Turkistan,Population of urban areas,Male,20.94
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Male,26.55
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Male,19.34
2018,per 100000 population,Almaty city,Population of urban areas,Male,12.58
2018,per 100000 population,Shymkent city,Population of urban areas,Male,12.94
2018,per 100000 population,,Population of rural areas,Male,26.23
2018,per 100000 population,Akmola,Population of rural areas,Male,42.21
2018,per 100000 population,Aktobe,Population of rural areas,Male,34.28
2018,per 100000 population,Almaty,Population of rural areas,Male,25.27
2018,per 100000 population,Atyrau,Population of rural areas,Male,17.2
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Male,46.72
2018,per 100000 population,Zhambyl,Population of rural areas,Male,14.11
2018,per 100000 population,Karagandy,Population of rural areas,Male,43.57
2018,per 100000 population,Kostanay,Population of rural areas,Male,55.85
2018,per 100000 population,Kyzylorda,Population of rural areas,Male,4.46
2018,per 100000 population,Mangistau,Population of rural areas,Male,12.61
2018,per 100000 population,Pavlodar,Population of rural areas,Male,15.31
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Male,40.95
2018,per 100000 population,Turkistan,Population of rural areas,Male,15.49
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Male,47.93
2018,per 100000 population,,,Female,4.34
2018,per 100000 population,Akmola,,Female,5.78
2018,per 100000 population,Aktobe,,Female,4.04
2018,per 100000 population,Almaty,,Female,4.69
2018,per 100000 population,Atyrau,,Female,2.51
2018,per 100000 population,Batys Kazakhstan,,Female,4.18
2018,per 100000 population,Zhambyl,,Female,2.63
2018,per 100000 population,Karagandy,,Female,6.21
2018,per 100000 population,Kostanay,,Female,8.92
2018,per 100000 population,Kyzylorda,,Female,1.78
2018,per 100000 population,Mangistau,,Female,4.47
2018,per 100000 population,Pavlodar,,Female,2.52
2018,per 100000 population,Soltustik Kazakhstan,,Female,2.75
2018,per 100000 population,Turkistan,,Female,5.01
2018,per 100000 population,Shygys Kazakhstan,,Female,5.81
2018,per 100000 population,Nur-Sultan city,,Female,3.65
2018,per 100000 population,Almaty city,,Female,3.42
2018,per 100000 population,Shymkent city,,Female,2.55
2018,per 100000 population,,Population of urban areas,Female,4.23
2018,per 100000 population,Akmola,Population of urban areas,Female,5.42
2018,per 100000 population,Aktobe,Population of urban areas,Female,4.4
2018,per 100000 population,Almaty,Population of urban areas,Female,4.58
2018,per 100000 population,Atyrau,Population of urban areas,Female,3.53
2018,per 100000 population,Batys Kazakhstan,Population of urban areas,Female,3.89
2018,per 100000 population,Zhambyl,Population of urban areas,Female,3.85
2018,per 100000 population,Karagandy,Population of urban areas,Female,6.14
2018,per 100000 population,Kostanay,Population of urban areas,Female,7.41
2018,per 100000 population,Kyzylorda,Population of urban areas,Female,2.81
2018,per 100000 population,Mangistau,Population of urban areas,Female,2.96
2018,per 100000 population,Pavlodar,Population of urban areas,Female,2.44
2018,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Female,0.0
2018,per 100000 population,Turkistan,Population of urban areas,Female,8.28
2018,per 100000 population,Shygys Kazakhstan,Population of urban areas,Female,5.71
2018,per 100000 population,Nur-Sultan city,Population of urban areas,Female,3.65
2018,per 100000 population,Almaty city,Population of urban areas,Female,3.42
2018,per 100000 population,Shymkent city,Population of urban areas,Female,2.55
2018,per 100000 population,,Population of rural areas,Female,4.5
2018,per 100000 population,Akmola,Population of rural areas,Female,6.12
2018,per 100000 population,Aktobe,Population of rural areas,Female,3.15
2018,per 100000 population,Almaty,Population of rural areas,Female,4.72
2018,per 100000 population,Atyrau,Population of rural areas,Female,1.35
2018,per 100000 population,Batys Kazakhstan,Population of rural areas,Female,4.52
2018,per 100000 population,Zhambyl,Population of rural areas,Female,1.79
2018,per 100000 population,Karagandy,Population of rural areas,Female,6.48
2018,per 100000 population,Kostanay,Population of rural areas,Female,10.84
2018,per 100000 population,Kyzylorda,Population of rural areas,Female,0.93
2018,per 100000 population,Mangistau,Population of rural areas,Female,5.48
2018,per 100000 population,Pavlodar,Population of rural areas,Female,2.71
2018,per 100000 population,Soltustik Kazakhstan,Population of rural areas,Female,5.23
2018,per 100000 population,Turkistan,Population of rural areas,Female,4.21
2018,per 100000 population,Shygys Kazakhstan,Population of rural areas,Female,6.0
2019,per 100000 population,,,,12.82
2019,per 100000 population,Akmola,,,23.86
2019,per 100000 population,Aktobe,,,11.65
2019,per 100000 population,Almaty,,,15.48
2019,per 100000 population,Atyrau,,,10.63
2019,per 100000 population,Batys Kazakhstan,,,21.08
2019,per 100000 population,Zhambyl,,,12.5
2019,per 100000 population,Karagandy,,,17.64
2019,per 100000 population,Kostanay,,,25.96
2019,per 100000 population,Kyzylorda,,,5.51
2019,per 100000 population,Mangistau,,,8.42
2019,per 100000 population,Pavlodar,,,9.69
2019,per 100000 population,Soltustik Kazakhstan,,,20.85
2019,per 100000 population,Turkistan,,,7.9
2019,per 100000 population,Shygys Kazakhstan,,,16.67
2019,per 100000 population,Nur-Sultan city,,,9.21
2019,per 100000 population,Almaty city,,,5.25
2019,per 100000 population,Shymkent city,,,8.21
2019,per 100000 population,,Population of urban areas,,11.05
2019,per 100000 population,Akmola,Population of urban areas,,18.96
2019,per 100000 population,Aktobe,Population of urban areas,,11.75
2019,per 100000 population,Almaty,Population of urban areas,,17.16
2019,per 100000 population,Atyrau,Population of urban areas,,10.57
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,,14.33
2019,per 100000 population,Zhambyl,Population of urban areas,,15.19
2019,per 100000 population,Karagandy,Population of urban areas,,16.22
2019,per 100000 population,Kostanay,Population of urban areas,,18.33
2019,per 100000 population,Kyzylorda,Population of urban areas,,5.91
2019,per 100000 population,Mangistau,Population of urban areas,,6.94
2019,per 100000 population,Pavlodar,Population of urban areas,,9.97
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,,10.29
2019,per 100000 population,Turkistan,Population of urban areas,,7.55
2019,per 100000 population,Shygys Kazakhstan,Population of urban areas,,14.48
2019,per 100000 population,Nur-Sultan city,Population of urban areas,,9.21
2019,per 100000 population,Almaty city,Population of urban areas,,5.25
2019,per 100000 population,Shymkent city,Population of urban areas,,8.21
2019,per 100000 population,,Population of rural areas,,15.31
2019,per 100000 population,Akmola,Population of rural areas,,28.24
2019,per 100000 population,Aktobe,Population of rural areas,,11.4
2019,per 100000 population,Almaty,Population of rural areas,,15.0
2019,per 100000 population,Atyrau,Population of rural areas,,10.71
2019,per 100000 population,Batys Kazakhstan,Population of rural areas,,28.46
2019,per 100000 population,Zhambyl,Population of rural areas,,10.73
2019,per 100000 population,Karagandy,Population of rural areas,,23.21
2019,per 100000 population,Kostanay,Population of rural areas,,36.33
2019,per 100000 population,Kyzylorda,Population of rural areas,,5.18
2019,per 100000 population,Mangistau,Population of rural areas,,9.41
2019,per 100000 population,Pavlodar,Population of rural areas,,9.02
2019,per 100000 population,Soltustik Kazakhstan,Population of rural areas,,29.78
2019,per 100000 population,Turkistan,Population of rural areas,,7.99
2019,per 100000 population,Shygys Kazakhstan,Population of rural areas,,20.21
2019,per 100000 population,,,Male,22.387731211272094
2019,per 100000 population,Akmola,,Male,40.77255616000715
2019,per 100000 population,Aktobe,,Male,20.97105405465905
2019,per 100000 population,Almaty,,Male,26.152601912495367
2019,per 100000 population,Atyrau,,Male,17.12456375966626
2019,per 100000 population,Batys Kazakhstan,,Male,36.53106084941015
2019,per 100000 population,Zhambyl,,Male,20.87440357240224
2019,per 100000 population,Karagandy,,Male,33.327931558493574
2019,per 100000 population,Kostanay,,Male,47.88953480637995
2019,per 100000 population,Kyzylorda,,Male,9.97987807083967
2019,per 100000 population,Mangistau,,Male,13.99106903426646
2019,per 100000 population,Pavlodar,,Male,17.66777020120225
2019,per 100000 population,Soltustik Kazakhstan,,Male,37.89565431584133
2019,per 100000 population,Turkistan,,Male,12.127737614917708
2019,per 100000 population,Shygys Kazakhstan,,Male,30.037058411405543
2019,per 100000 population,Nur-Sultan city,,Male,16.937031879257784
2019,per 100000 population,Almaty city,,Male,9.380710942078164
2019,per 100000 population,Shymkent city,,Male,13.197822156300791
2019,per 100000 population,,Population of urban areas,Male,19.866720896036043
2019,per 100000 population,Akmola,Population of urban areas,Male,32.298658996243
2019,per 100000 population,Aktobe,Population of urban areas,Male,21.60009450041344
2019,per 100000 population,Almaty,Population of urban areas,Male,26.70104041985084
2019,per 100000 population,Atyrau,Population of urban areas,Male,18.91571570861522
2019,per 100000 population,Batys Kazakhstan,Population of urban areas,Male,23.21153550580759
2019,per 100000 population,Zhambyl,Population of urban areas,Male,29.14629559984957
2019,per 100000 population,Karagandy,Population of urban areas,Male,31.422635422288018
2019,per 100000 population,Kostanay,Population of urban areas,Male,34.631135122031466
2019,per 100000 population,Kyzylorda,Population of urban areas,Male,11.472461789531952
2019,per 100000 population,Mangistau,Population of urban areas,Male,10.241741681328207
2019,per 100000 population,Pavlodar,Population of urban areas,Male,17.940181725886255
2019,per 100000 population,Soltustik Kazakhstan,Population of urban areas,Male,18.262378196459707
2019,per 100000 population,Turkistan,Population of urban areas,Male,13.984093094105454
