Year,UNIT_MEASURE,Жынысы,Аймақ,SERIES,Өңірлер,Value
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.1
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Нұр-Сұлтан қаласы,0.1
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.2
2018,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шымкент қаласы,0.5
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,7.8
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,9.9
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,4.5
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,1.6
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,6.5
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,8.7
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,4.3
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,6.4
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,11.5
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,1.1
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,6.7
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,5.9
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,16.5
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,4.6
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.8
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.4
2018,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,3.8
2018,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Алматы,0.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.2
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.7
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.4
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Батыс Қазақстан,0.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.3
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.5
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,1.4
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.2
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Маңғыстау,0.3
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.3
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.3
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.6
2018,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,1.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,9.5
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,15.7
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,4.8
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,9.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,17.5
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,17.2
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,8.4
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,15.5
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,15.2
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,6.1
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,12.9
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,10.5
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,22.9
2018,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,14.1
2019,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,6.2
2019,пайыз,ерлер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2019,пайыз,ерлер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2019,пайыз,ерлер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,6.4
2019,пайыз,әйелдер,,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2019,пайыз,әйелдер,,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.2
2019,пайыз,әйелдер,,"Күніне САҚП бойынша 5,5 АҚШ доллары",,5.9
2019,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.1
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",,3.6
2019,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",,0.0
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",,0.4
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",,9.7
2019,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.0
2019,пайыз,,,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.7
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.2
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.2
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.3
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.4
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.4
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.2
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.2
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.5
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.2
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,0.6
2019,пайыз,,,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.0
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,6.2
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,4.5
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,3.0
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,3.2
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,7.3
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,9.6
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,3.9
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,6.0
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,10.4
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,4.2
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,6.4
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,8.6
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,15.3
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,7.9
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.6
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.4
2019,пайыз,,,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,4.3
2019,пайыз,,қала,"Күніне САҚП бойынша 1,9 АҚШ доллары",Қарағанды,0.1
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.4
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.5
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.4
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.5
2019,пайыз,,қала,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы қаласы,0.0
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,5.3
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,2.8
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,1.8
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,0.8
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,4.4
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,5.0
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,3.4
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,3.6
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,9.2
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,0.4
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,5.7
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,6.6
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,11.4
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,3.9
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Нұр-Сұлтан қаласы,0.6
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы қаласы,2.4
2019,пайыз,,қала,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шымкент қаласы,4.3
2019,пайыз,,ауыл,"Күніне САҚП бойынша 1,9 АҚШ доллары",Ақмола,0.1
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақмола,0.9
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Ақтөбе,0.7
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Алматы,0.2
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Жамбыл,0.5
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қарағанды,0.2
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қостанай,0.4
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Қызылорда,0.4
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Павлодар,0.5
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Солтүстік Қазақстан,0.9
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Түркістан,0.1
2019,пайыз,,ауыл,"Күніне САҚП бойынша 3,2 АҚШ доллары",Шығыс Қазақстан,1.5
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақмола,7.0
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Ақтөбе,8.6
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Алматы,3.3
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Атырау,5.9
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Батыс Қазақстан,10.4
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Жамбыл,12.6
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қарағанды,5.9
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қостанай,8.9
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Қызылорда,11.3
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Маңғыстау,6.7
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Павлодар,7.8
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Солтүстік Қазақстан,10.3
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Түркістан,16.2
2019,пайыз,,ауыл,"Күніне САҚП бойынша 5,5 АҚШ доллары",Шығыс Қазақстан,14.5
