Year,UNIT_MEASURE,Өңірлер,Жынысы,Аймақ,Жасы,Value
2018,пайыз,Қарағанды,,қала,,1.9
2018,пайыз,Қостанай,,қала,,3.6
2018,пайыз,Қызылорда,,қала,,1.5
2018,пайыз,Маңғыстау,,қала,,0.5
2018,пайыз,Павлодар,,қала,,0.4
2018,пайыз,Солтүстік Қазақстан,,қала,,0.9
2018,пайыз,Түркістан,,қала,,1.9
2018,пайыз,Шығыс Қазақстан,,қала,,0.7
2018,пайыз,Нұр-Сұлтан қаласы,,қала,,0.0
2018,пайыз,Алматы қаласы,,қала,,0.5
2018,пайыз,Шымкент қаласы,,қала,,0.7
2018,пайыз,,,ауыл,,3.9
2018,пайыз,Ақмола,,ауыл,,5.8
2018,пайыз,Ақтөбе,,ауыл,,2.9
2018,пайыз,Алматы,,ауыл,,4.0
2018,пайыз,Атырау,,ауыл,,0.5
2018,пайыз,Батыс Қазақстан,,ауыл,,5.4
2018,пайыз,Жамбыл,,ауыл,,3.0
2018,пайыз,Қарағанды,,ауыл,,0.9
2018,пайыз,Қостанай,,ауыл,,5.7
2018,пайыз,Қызылорда,,ауыл,,5.5
2018,пайыз,Маңғыстау,,ауыл,,2.7
2018,пайыз,Павлодар,,ауыл,,4.4
2018,пайыз,Солтүстік Қазақстан,,ауыл,,0.5
2018,пайыз,Түркістан,,ауыл,,3.1
2018,пайыз,Шығыс Қазақстан,,ауыл,,7.4
2018,пайыз,,,,Y15,40.4
2018,пайыз,,,,16-24,2.4
2018,пайыз,,,,25-28,2.0
2018,пайыз,,,,29-34,1.9
2018,пайыз,,,,35-44,2.0
2018,пайыз,,,,45-54,2.1
2018,пайыз,,,,55-64,3.7
2018,пайыз,,,,65 және одан үлкен,6.7
2018,пайыз,Ақмола,,,16-24,4.1
2018,пайыз,Ақмола,,,25-28,3.7
2018,пайыз,Ақмола,,,29-34,3.6
2018,пайыз,Ақмола,,,35-44,3.3
2018,пайыз,Ақмола,,,45-54,3.8
2018,пайыз,Ақмола,,,55-64,4.6
2018,пайыз,Ақмола,,,65 және одан үлкен,9.0
2018,пайыз,Ақтөбе,,,16-24,2.7
2018,пайыз,Ақтөбе,,,25-28,1.5
2018,пайыз,Ақтөбе,,,29-34,1.4
2018,пайыз,Ақтөбе,,,35-44,1.7
2018,пайыз,Ақтөбе,,,45-54,1.1
2018,пайыз,Ақтөбе,,,55-64,1.6
2018,пайыз,Ақтөбе,,,65 және одан үлкен,0.8
2018,пайыз,Алматы,,,16-24,0.8
2018,пайыз,Алматы,,,25-28,1.8
2018,пайыз,Алматы,,,29-34,2.2
2018,пайыз,Алматы,,,35-44,3.1
2018,пайыз,Алматы,,,45-54,3.8
2018,пайыз,Алматы,,,55-64,14.4
2018,пайыз,Алматы,,,65 және одан үлкен,14.9
2018,пайыз,Атырау,,,16-24,0.5
2018,пайыз,Атырау,,,25-28,0.1
2018,пайыз,Атырау,,,29-34,0.5
2018,пайыз,Атырау,,,35-44,0.4
2018,пайыз,Атырау,,,45-54,0.5
2018,пайыз,Атырау,,,55-64,0.4
2018,пайыз,Батыс Қазақстан,,,16-24,5.2
2018,пайыз,Батыс Қазақстан,,,25-28,4.1
2018,пайыз,Батыс Қазақстан,,,29-34,2.5
2018,пайыз,Батыс Қазақстан,,,35-44,2.8
2018,пайыз,Батыс Қазақстан,,,45-54,2.9
2018,пайыз,Батыс Қазақстан,,,55-64,4.7
2018,пайыз,Жамбыл,,,16-24,2.2
2018,пайыз,Жамбыл,,,25-28,1.8
2018,пайыз,Жамбыл,,,29-34,2.4
2018,пайыз,Жамбыл,,,35-44,1.8
2018,пайыз,Жамбыл,,,45-54,1.9
2018,пайыз,Жамбыл,,,55-64,1.0
2018,пайыз,Қарағанды,,,16-24,1.1
2018,пайыз,Қарағанды,,,25-28,0.7
2018,пайыз,Қарағанды,,,29-34,1.4
2018,пайыз,Қарағанды,,,35-44,3.0
2018,пайыз,Қарағанды,,,45-54,1.3
2018,пайыз,Қарағанды,,,55-64,1.0
2018,пайыз,Қарағанды,,,65 және одан үлкен,1.7
2018,пайыз,Қостанай,,,Y15,45.7
2018,пайыз,Қостанай,,,16-24,4.6
2018,пайыз,Қостанай,,,25-28,4.7
2018,пайыз,Қостанай,,,29-34,3.6
2018,пайыз,Қостанай,,,35-44,4.0
2018,пайыз,Қостанай,,,45-54,4.5
2018,пайыз,Қостанай,,,55-64,5.9
2018,пайыз,Қостанай,,,65 және одан үлкен,11.7
2018,пайыз,Қызылорда,,,16-24,4.9
2018,пайыз,Қызылорда,,,25-28,3.9
2018,пайыз,Қызылорда,,,29-34,3.7
2018,пайыз,Қызылорда,,,35-44,3.7
2018,пайыз,Қызылорда,,,45-54,3.2
2018,пайыз,Қызылорда,,,55-64,2.9
2018,пайыз,Қызылорда,,,65 және одан үлкен,42.9
2018,пайыз,Маңғыстау,,,16-24,2.7
2018,пайыз,Маңғыстау,,,25-28,1.5
2018,пайыз,Маңғыстау,,,29-34,1.8
2018,пайыз,Маңғыстау,,,35-44,2.0
2018,пайыз,Маңғыстау,,,45-54,1.2
2018,пайыз,Маңғыстау,,,55-64,1.0
2018,пайыз,Павлодар,,,16-24,2.7
2018,пайыз,Павлодар,,,25-28,1.3
2018,пайыз,Павлодар,,,29-34,1.2
2018,пайыз,Павлодар,,,35-44,1.2
2018,пайыз,Павлодар,,,45-54,1.5
2018,пайыз,Павлодар,,,55-64,2.7
2018,пайыз,Солтүстік Қазақстан,,,16-24,0.8
2018,пайыз,Солтүстік Қазақстан,,,25-28,0.5
2018,пайыз,Солтүстік Қазақстан,,,29-34,1.1
2018,пайыз,Солтүстік Қазақстан,,,35-44,0.8
2018,пайыз,Солтүстік Қазақстан,,,45-54,0.5
2018,пайыз,Солтүстік Қазақстан,,,55-64,0.6
2018,пайыз,Түркістан,,,16-24,2.8
2018,пайыз,Түркістан,,,25-28,3.2
2018,пайыз,Түркістан,,,29-34,3.9
2018,пайыз,Түркістан,,,35-44,2.5
2018,пайыз,Түркістан,,,45-54,2.6
2018,пайыз,Түркістан,,,55-64,1.1
2018,пайыз,Шығыс Қазақстан,,,16-24,5.2
2018,пайыз,Шығыс Қазақстан,,,25-28,3.3
2018,пайыз,Шығыс Қазақстан,,,29-34,2.4
2018,пайыз,Шығыс Қазақстан,,,35-44,2.3
2018,пайыз,Шығыс Қазақстан,,,45-54,3.0
2018,пайыз,Шығыс Қазақстан,,,55-64,4.8
2018,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,15.3
2018,пайыз,Нұр-Сұлтан қаласы,,,29-34,0.1
2018,пайыз,Нұр-Сұлтан қаласы,,,45-54,0.2
2018,пайыз,Алматы қаласы,,,16-24,0.4
2018,пайыз,Алматы қаласы,,,25-28,0.8
2018,пайыз,Алматы қаласы,,,29-34,0.6
2018,пайыз,Алматы қаласы,,,35-44,0.3
2018,пайыз,Алматы қаласы,,,45-54,0.3
2018,пайыз,Алматы қаласы,,,55-64,0.9
2018,пайыз,Алматы қаласы,,,65 және одан үлкен,1.3
2018,пайыз,Шымкент қаласы,,,16-24,1.5
2018,пайыз,Шымкент қаласы,,,25-28,1.2
2018,пайыз,Шымкент қаласы,,,29-34,0.3
2018,пайыз,Шымкент қаласы,,,35-44,0.9
2018,пайыз,Шымкент қаласы,,,45-54,0.6
2019,пайыз,,,,,2.1
2019,пайыз,Ақмола,,,,3.8
2019,пайыз,Ақтөбе,,,,1.6
2019,пайыз,Алматы,,,,3.8
2019,пайыз,Атырау,,,,0.4
2019,пайыз,Батыс Қазақстан,,,,3.4
2019,пайыз,Жамбыл,,,,1.4
2019,пайыз,Қарағанды,,,,1.8
2019,пайыз,Қостанай,,,,4.2
2019,пайыз,Қызылорда,,,,3.8
2019,пайыз,Маңғыстау,,,,1.3
2019,пайыз,Павлодар,,,,1.5
2019,пайыз,Солтүстік Қазақстан,,,,0.7
2019,пайыз,Түркістан,,,,2.7
2019,пайыз,Шығыс Қазақстан,,,,3.3
2019,пайыз,Нұр-Сұлтан қаласы,,,,0.1
2019,пайыз,Алматы қаласы,,,,0.5
2019,пайыз,Шымкент қаласы,,,,0.7
2019,пайыз,,ерлер,,,2.3
2019,пайыз,Ақмола,ерлер,,,3.3
2019,пайыз,Ақтөбе,ерлер,,,1.5
2019,пайыз,Алматы,ерлер,,,4.0
2019,пайыз,Атырау,ерлер,,,0.3
2019,пайыз,Батыс Қазақстан,ерлер,,,3.0
2019,пайыз,Жамбыл,ерлер,,,1.2
2019,пайыз,Қарағанды,ерлер,,,2.0
2019,пайыз,Қостанай,ерлер,,,4.5
2019,пайыз,Қызылорда,ерлер,,,4.5
2019,пайыз,Маңғыстау,ерлер,,,1.3
2019,пайыз,Павлодар,ерлер,,,1.5
2019,пайыз,Солтүстік Қазақстан,ерлер,,,0.8
2019,пайыз,Түркістан,ерлер,,,3.5
2019,пайыз,Шығыс Қазақстан,ерлер,,,3.3
2019,пайыз,Нұр-Сұлтан қаласы,ерлер,,,0.2
2019,пайыз,Алматы қаласы,ерлер,,,0.5
2019,пайыз,Шымкент қаласы,ерлер,,,0.8
2019,пайыз,,әйелдер,,,2.0
2019,пайыз,Ақмола,әйелдер,,,4.4
2019,пайыз,Ақтөбе,әйелдер,,,1.6
2019,пайыз,Алматы,әйелдер,,,3.5
2019,пайыз,Атырау,әйелдер,,,0.4
2019,пайыз,Батыс Қазақстан,әйелдер,,,3.8
2019,пайыз,Жамбыл,әйелдер,,,1.7
2019,пайыз,Қарағанды,әйелдер,,,1.6
2019,пайыз,Қостанай,әйелдер,,,3.8
2019,пайыз,Қызылорда,әйелдер,,,3.0
2019,пайыз,Маңғыстау,әйелдер,,,1.3
2019,пайыз,Павлодар,әйелдер,,,1.5
2019,пайыз,Солтүстік Қазақстан,әйелдер,,,0.6
2019,пайыз,Түркістан,әйелдер,,,1.7
2019,пайыз,Шығыс Қазақстан,әйелдер,,,3.4
2019,пайыз,Нұр-Сұлтан қаласы,әйелдер,,,0.0
2019,пайыз,Алматы қаласы,әйелдер,,,0.5
2019,пайыз,Шымкент қаласы,әйелдер,,,0.7
2019,пайыз,,,қала,,1.1
2019,пайыз,Ақмола,,қала,,2.0
2019,пайыз,Ақтөбе,,қала,,0.8
2019,пайыз,Алматы,,қала,,3.0
2019,пайыз,Атырау,,қала,,0.4
2019,пайыз,Батыс Қазақстан,,қала,,1.4
2019,пайыз,Жамбыл,,қала,,2.8
2019,пайыз,Қарағанды,,қала,,1.9
2019,пайыз,Қостанай,,қала,,2.7
2019,пайыз,Қызылорда,,қала,,1.2
2019,пайыз,Маңғыстау,,қала,,0.5
2019,пайыз,Павлодар,,қала,,0.2
2019,пайыз,Солтүстік Қазақстан,,қала,,0.8
2019,пайыз,Түркістан,,қала,,3.8
2019,пайыз,Шығыс Қазақстан,,қала,,0.6
2019,пайыз,Нұр-Сұлтан қаласы,,қала,,0.1
2019,пайыз,Алматы қаласы,,қала,,0.5
2019,пайыз,Шымкент қаласы,,қала,,0.7
2019,пайыз,,,ауыл,,3.6
2019,пайыз,Ақмола,,ауыл,,5.5
2019,пайыз,Ақтөбе,,ауыл,,3.5
2019,пайыз,Алматы,,ауыл,,4.0
2019,пайыз,Атырау,,ауыл,,0.4
2019,пайыз,Батыс Қазақстан,,ауыл,,5.3
2019,пайыз,Жамбыл,,ауыл,,0.5
2019,пайыз,Қарағанды,,ауыл,,1.6
2019,пайыз,Қостанай,,ауыл,,5.8
2019,пайыз,Қызылорда,,ауыл,,5.8
2019,пайыз,Маңғыстау,,ауыл,,1.9
2019,пайыз,Павлодар,,ауыл,,4.3
2019,пайыз,Солтүстік Қазақстан,,ауыл,,0.6
2019,пайыз,Түркістан,,ауыл,,2.5
2019,пайыз,Шығыс Қазақстан,,ауыл,,7.7
2019,пайыз,,,,Y15,35.6
2019,пайыз,,,,16-24,2.6
2019,пайыз,,,,25-28,1.6
2019,пайыз,,,,29-34,1.6
2019,пайыз,,,,35-44,1.9
2019,пайыз,,,,45-54,2.3
2019,пайыз,,,,55-64,3.2
2019,пайыз,,,,65 және одан үлкен,8.4
2019,пайыз,Ақмола,,,16-24,4.8
2019,пайыз,Ақмола,,,25-28,3.4
2019,пайыз,Ақмола,,,29-34,3.1
2019,пайыз,Ақмола,,,35-44,3.1
2019,пайыз,Ақмола,,,45-54,3.1
2019,пайыз,Ақмола,,,55-64,4.8
2019,пайыз,Ақмола,,,65 және одан үлкен,11.5
2019,пайыз,Ақтөбе,,,16-24,1.2
2019,пайыз,Ақтөбе,,,25-28,1.2
2019,пайыз,Ақтөбе,,,29-34,0.9
2019,пайыз,Ақтөбе,,,35-44,1.7
2019,пайыз,Ақтөбе,,,45-54,2.6
2019,пайыз,Ақтөбе,,,55-64,2.1
2019,пайыз,Ақтөбе,,,65 және одан үлкен,1.4
2019,пайыз,Алматы,,,16-24,5.1
2019,пайыз,Алматы,,,25-28,1.9
2019,пайыз,Алматы,,,29-34,1.9
2019,пайыз,Алматы,,,35-44,3.0
2019,пайыз,Алматы,,,45-54,4.5
2019,пайыз,Алматы,,,55-64,8.3
2019,пайыз,Алматы,,,65 және одан үлкен,8.3
2019,пайыз,Атырау,,,16-24,0.9
2019,пайыз,Атырау,,,25-28,0.2
2019,пайыз,Атырау,,,29-34,0.2
2019,пайыз,Атырау,,,35-44,0.1
2019,пайыз,Атырау,,,45-54,0.6
2019,пайыз,Атырау,,,55-64,0.7
2019,пайыз,Батыс Қазақстан,,,16-24,3.7
2019,пайыз,Батыс Қазақстан,,,25-28,3.1
2019,пайыз,Батыс Қазақстан,,,29-34,2.8
2019,пайыз,Батыс Қазақстан,,,35-44,2.6
2019,пайыз,Батыс Қазақстан,,,45-54,3.2
2019,пайыз,Батыс Қазақстан,,,55-64,5.5
2019,пайыз,Жамбыл,,,16-24,2.3
2019,пайыз,Жамбыл,,,25-28,1.7
2019,пайыз,Жамбыл,,,29-34,0.3
2019,пайыз,Жамбыл,,,35-44,0.6
2019,пайыз,Жамбыл,,,45-54,0.9
2019,пайыз,Жамбыл,,,55-64,2.6
2019,пайыз,Жамбыл,,,65 және одан үлкен,26.4
2019,пайыз,Қарағанды,,,16-24,1.8
2019,пайыз,Қарағанды,,,25-28,0.8
2019,пайыз,Қарағанды,,,29-34,1.6
2019,пайыз,Қарағанды,,,35-44,2.4
2019,пайыз,Қарағанды,,,45-54,1.5
2019,пайыз,Қарағанды,,,55-64,1.9
2019,пайыз,Қарағанды,,,65 және одан үлкен,7.3
2019,пайыз,Қостанай,,,Y15,40.3
2019,пайыз,Қостанай,,,16-24,4.3
2019,пайыз,Қостанай,,,25-28,3.1
2019,пайыз,Қостанай,,,29-34,3.8
2019,пайыз,Қостанай,,,35-44,3.8
2019,пайыз,Қостанай,,,45-54,4.3
2019,пайыз,Қостанай,,,55-64,5.0
2019,пайыз,Қостанай,,,65 және одан үлкен,8.1
2019,пайыз,Қызылорда,,,16-24,5.0
2019,пайыз,Қызылорда,,,25-28,3.4
2019,пайыз,Қызылорда,,,29-34,3.8
2019,пайыз,Қызылорда,,,35-44,4.0
2019,пайыз,Қызылорда,,,45-54,3.5
2019,пайыз,Қызылорда,,,55-64,2.2
2019,пайыз,Маңғыстау,,,16-24,1.2
2019,пайыз,Маңғыстау,,,25-28,1.4
2019,пайыз,Маңғыстау,,,29-34,0.7
2019,пайыз,Маңғыстау,,,35-44,1.5
2019,пайыз,Маңғыстау,,,45-54,1.5
2019,пайыз,Маңғыстау,,,55-64,2.5
2019,пайыз,Павлодар,,,16-24,1.7
2019,пайыз,Павлодар,,,25-28,0.9
2019,пайыз,Павлодар,,,29-34,1.2
2019,пайыз,Павлодар,,,35-44,1.5
2019,пайыз,Павлодар,,,45-54,1.5
2019,пайыз,Павлодар,,,55-64,1.9
2019,пайыз,Солтүстік Қазақстан,,,16-24,0.7
2019,пайыз,Солтүстік Қазақстан,,,25-28,1.1
2019,пайыз,Солтүстік Қазақстан,,,29-34,0.3
2019,пайыз,Солтүстік Қазақстан,,,35-44,0.8
2019,пайыз,Солтүстік Қазақстан,,,45-54,0.5
2019,пайыз,Солтүстік Қазақстан,,,55-64,0.7
2019,пайыз,Солтүстік Қазақстан,,,65 және одан үлкен,1.2
2019,пайыз,Түркістан,,,16-24,2.7
2019,пайыз,Түркістан,,,25-28,2.1
2019,пайыз,Түркістан,,,29-34,2.4
2019,пайыз,Түркістан,,,35-44,2.7
2019,пайыз,Түркістан,,,45-54,3.2
2019,пайыз,Түркістан,,,55-64,3.6
2019,пайыз,Түркістан,,,65 және одан үлкен,7.7
2019,пайыз,Шығыс Қазақстан,,,16-24,4.2
2019,пайыз,Шығыс Қазақстан,,,25-28,2.4
2019,пайыз,Шығыс Қазақстан,,,29-34,2.6
2019,пайыз,Шығыс Қазақстан,,,35-44,2.9
2019,пайыз,Шығыс Қазақстан,,,45-54,3.8
2019,пайыз,Шығыс Қазақстан,,,55-64,4.0
2019,пайыз,Шығыс Қазақстан,,,65 және одан үлкен,13.6
2019,пайыз,Нұр-Сұлтан қаласы,,,35-44,0.3
2019,пайыз,Нұр-Сұлтан қаласы,,,45-54,0.2
2019,пайыз,Алматы қаласы,,,16-24,0.5
2019,пайыз,Алматы қаласы,,,25-28,0.4
2019,пайыз,Алматы қаласы,,,29-34,0.5
2019,пайыз,Алматы қаласы,,,35-44,0.5
2019,пайыз,Алматы қаласы,,,45-54,0.4
2019,пайыз,Алматы қаласы,,,55-64,0.9
2019,пайыз,Алматы қаласы,,,65 және одан үлкен,2.4
2019,пайыз,Шымкент қаласы,,,16-24,0.9
2019,пайыз,Шымкент қаласы,,,25-28,1.0
2019,пайыз,Шымкент қаласы,,,29-34,1.3
2019,пайыз,Шымкент қаласы,,,35-44,0.5
2019,пайыз,Шымкент қаласы,,,45-54,0.6
2019,пайыз,Шымкент қаласы,,,55-64,0.4
