Year,UNIT_MEASURE,Өңірлер,Аймақ,Жасы,Value
2016,пайыз,Нұр-Сұлтан қаласы,,35-44,38.3
2016,пайыз,Нұр-Сұлтан қаласы,,45-54,48.7
2016,пайыз,Нұр-Сұлтан қаласы,,55-64,56.7
2016,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,66.0
2016,пайыз,Алматы қаласы,,16-24,40.6
2016,пайыз,Алматы қаласы,,25-28,37.3
2016,пайыз,Алматы қаласы,,29-34,36.8
2016,пайыз,Алматы қаласы,,35-44,37.0
2016,пайыз,Алматы қаласы,,45-54,43.2
2016,пайыз,Алматы қаласы,,55-64,48.9
2016,пайыз,Алматы қаласы,,65 және одан үлкен,78.8
2017,пайыз,,,,37.0
2017,пайыз,Ақмола,,,35.8
2017,пайыз,Ақтөбе,,,39.8
2017,пайыз,Алматы,,,33.8
2017,пайыз,Атырау,,,31.0
2017,пайыз,Батыс Қазақстан,,,35.8
2017,пайыз,Жамбыл,,,18.5
2017,пайыз,Қарағанды,,,32.9
2017,пайыз,Қостанай,,,38.8
2017,пайыз,Қызылорда,,,30.5
2017,пайыз,Маңғыстау,,,42.0
2017,пайыз,Оңтүстік Қазақстан,,,26.5
2017,пайыз,Павлодар,,,43.6
2017,пайыз,Солтүстік Қазақстан,,,33.9
2017,пайыз,Шығыс Қазақстан,,,41.1
2017,пайыз,Нұр-Сұлтан қаласы,,,43.2
2017,пайыз,Алматы қаласы,,,36.1
2017,пайыз,,қала,,37.8
2017,пайыз,Ақмола,қала,,33.1
2017,пайыз,Ақтөбе,қала,,42.3
2017,пайыз,Алматы,қала,,35.2
2017,пайыз,Атырау,қала,,30.8
2017,пайыз,Батыс Қазақстан,қала,,39.1
2017,пайыз,Жамбыл,қала,,17.8
2017,пайыз,Қарағанды,қала,,33.3
2017,пайыз,Қостанай,қала,,40.0
2017,пайыз,Қызылорда,қала,,29.6
2017,пайыз,Маңғыстау,қала,,39.5
2017,пайыз,Оңтүстік Қазақстан,қала,,24.9
2017,пайыз,Павлодар,қала,,46.1
2017,пайыз,Солтүстік Қазақстан,қала,,37.2
2017,пайыз,Шығыс Қазақстан,қала,,42.3
2017,пайыз,Нұр-Сұлтан қаласы,қала,,43.2
2017,пайыз,Алматы қаласы,қала,,36.1
2017,пайыз,,ауыл,,33.3
2017,пайыз,Ақмола,ауыл,,39.8
2017,пайыз,Ақтөбе,ауыл,,31.7
2017,пайыз,Алматы,ауыл,,33.0
2017,пайыз,Атырау,ауыл,,32.6
2017,пайыз,Батыс Қазақстан,ауыл,,28.8
2017,пайыз,Жамбыл,ауыл,,20.9
2017,пайыз,Қарағанды,ауыл,,29.6
2017,пайыз,Қостанай,ауыл,,36.5
2017,пайыз,Қызылорда,ауыл,,33.3
2017,пайыз,Маңғыстау,ауыл,,49.1
2017,пайыз,Оңтүстік Қазақстан,ауыл,,32.1
2017,пайыз,Павлодар,ауыл,,30.4
2017,пайыз,Солтүстік Қазақстан,ауыл,,24.3
2017,пайыз,Шығыс Қазақстан,ауыл,,33.3
2017,пайыз,,,16-24,41.2
2017,пайыз,,,25-28,35.0
2017,пайыз,,,29-34,36.9
2017,пайыз,,,35-44,37.0
2017,пайыз,,,45-54,39.6
2017,пайыз,,,55-64,31.4
2017,пайыз,,,65 және одан үлкен,35.3
2017,пайыз,Ақмола,,16-24,49.3
2017,пайыз,Ақмола,,25-28,22.6
2017,пайыз,Ақмола,,29-34,32.2
2017,пайыз,Ақмола,,35-44,38.6
2017,пайыз,Ақмола,,45-54,43.4
2017,пайыз,Ақмола,,55-64,26.7
2017,пайыз,Ақтөбе,,16-24,50.8
2017,пайыз,Ақтөбе,,25-28,49.7
2017,пайыз,Ақтөбе,,29-34,41.5
2017,пайыз,Ақтөбе,,35-44,36.5
2017,пайыз,Ақтөбе,,45-54,41.0
2017,пайыз,Ақтөбе,,55-64,22.2
2017,пайыз,Ақтөбе,,65 және одан үлкен,0.0
2017,пайыз,Алматы,,16-24,35.9
2017,пайыз,Алматы,,25-28,31.9
2017,пайыз,Алматы,,29-34,32.6
2017,пайыз,Алматы,,35-44,30.1
2017,пайыз,Алматы,,45-54,40.2
2017,пайыз,Алматы,,55-64,27.4
2017,пайыз,Алматы,,65 және одан үлкен,72.5
2017,пайыз,Атырау,,16-24,2.2
2017,пайыз,Атырау,,25-28,21.4
2017,пайыз,Атырау,,29-34,32.8
2017,пайыз,Атырау,,35-44,40.2
2017,пайыз,Атырау,,45-54,28.7
2017,пайыз,Атырау,,55-64,31.3
2017,пайыз,Батыс Қазақстан,,16-24,44.1
2017,пайыз,Батыс Қазақстан,,25-28,33.9
2017,пайыз,Батыс Қазақстан,,29-34,25.9
2017,пайыз,Батыс Қазақстан,,35-44,38.6
2017,пайыз,Батыс Қазақстан,,45-54,40.3
2017,пайыз,Батыс Қазақстан,,55-64,32.5
2017,пайыз,Жамбыл,,16-24,31.1
2017,пайыз,Жамбыл,,25-28,20.7
2017,пайыз,Жамбыл,,29-34,9.0
2017,пайыз,Жамбыл,,35-44,20.1
2017,пайыз,Жамбыл,,45-54,12.0
2017,пайыз,Жамбыл,,55-64,17.6
2017,пайыз,Қарағанды,,16-24,26.0
2017,пайыз,Қарағанды,,25-28,36.9
2017,пайыз,Қарағанды,,29-34,20.2
2017,пайыз,Қарағанды,,35-44,35.4
2017,пайыз,Қарағанды,,45-54,39.3
2017,пайыз,Қарағанды,,55-64,32.7
2017,пайыз,Қарағанды,,65 және одан үлкен,26.9
2017,пайыз,Қостанай,,16-24,40.1
2017,пайыз,Қостанай,,25-28,30.8
2017,пайыз,Қостанай,,29-34,29.9
2017,пайыз,Қостанай,,35-44,49.6
2017,пайыз,Қостанай,,45-54,44.0
2017,пайыз,Қостанай,,55-64,25.1
2017,пайыз,Қостанай,,65 және одан үлкен,14.1
2017,пайыз,Қызылорда,,16-24,100.0
2017,пайыз,Қызылорда,,25-28,43.3
2017,пайыз,Қызылорда,,29-34,29.0
2017,пайыз,Қызылорда,,35-44,34.0
2017,пайыз,Қызылорда,,45-54,33.5
2017,пайыз,Қызылорда,,55-64,16.6
2017,пайыз,Маңғыстау,,16-24,18.8
2017,пайыз,Маңғыстау,,25-28,53.1
2017,пайыз,Маңғыстау,,29-34,44.9
2017,пайыз,Маңғыстау,,35-44,46.5
2017,пайыз,Маңғыстау,,45-54,38.0
2017,пайыз,Маңғыстау,,55-64,29.3
2017,пайыз,Маңғыстау,,65 және одан үлкен,0.0
2017,пайыз,Оңтүстік Қазақстан,,16-24,12.4
2017,пайыз,Оңтүстік Қазақстан,,25-28,14.9
2017,пайыз,Оңтүстік Қазақстан,,29-34,21.1
2017,пайыз,Оңтүстік Қазақстан,,35-44,29.9
2017,пайыз,Оңтүстік Қазақстан,,45-54,40.2
2017,пайыз,Оңтүстік Қазақстан,,55-64,11.3
2017,пайыз,Павлодар,,16-24,60.4
2017,пайыз,Павлодар,,25-28,54.5
2017,пайыз,Павлодар,,29-34,49.9
2017,пайыз,Павлодар,,35-44,41.8
2017,пайыз,Павлодар,,45-54,39.1
2017,пайыз,Павлодар,,55-64,36.0
2017,пайыз,Павлодар,,65 және одан үлкен,0.0
2017,пайыз,Солтүстік Қазақстан,,16-24,7.9
2017,пайыз,Солтүстік Қазақстан,,25-28,24.7
2017,пайыз,Солтүстік Қазақстан,,29-34,32.3
2017,пайыз,Солтүстік Қазақстан,,35-44,37.9
2017,пайыз,Солтүстік Қазақстан,,45-54,37.3
2017,пайыз,Солтүстік Қазақстан,,55-64,27.4
2017,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,14.4
2017,пайыз,Шығыс Қазақстан,,16-24,67.7
2017,пайыз,Шығыс Қазақстан,,25-28,54.5
2017,пайыз,Шығыс Қазақстан,,29-34,35.2
2017,пайыз,Шығыс Қазақстан,,35-44,46.5
2017,пайыз,Шығыс Қазақстан,,45-54,39.0
2017,пайыз,Шығыс Қазақстан,,55-64,30.4
2017,пайыз,Шығыс Қазақстан,,65 және одан үлкен,12.5
2017,пайыз,Нұр-Сұлтан қаласы,,16-24,62.5
2017,пайыз,Нұр-Сұлтан қаласы,,25-28,25.4
2017,пайыз,Нұр-Сұлтан қаласы,,29-34,58.1
2017,пайыз,Нұр-Сұлтан қаласы,,35-44,29.8
2017,пайыз,Нұр-Сұлтан қаласы,,45-54,42.1
2017,пайыз,Нұр-Сұлтан қаласы,,55-64,51.1
2017,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,66.7
2017,пайыз,Алматы қаласы,,16-24,39.2
2017,пайыз,Алматы қаласы,,25-28,34.3
2017,пайыз,Алматы қаласы,,29-34,36.5
2017,пайыз,Алматы қаласы,,35-44,32.4
2017,пайыз,Алматы қаласы,,45-54,39.2
2017,пайыз,Алматы қаласы,,55-64,38.4
2017,пайыз,Алматы қаласы,,65 және одан үлкен,42.5
2018,пайыз,,,,41.2
2018,пайыз,Ақмола,,,45.7
2018,пайыз,Ақтөбе,,,33.7
2018,пайыз,Алматы,,,39.3
2018,пайыз,Атырау,,,35.6
2018,пайыз,Батыс Қазақстан,,,36.4
2018,пайыз,Жамбыл,,,40.7
2018,пайыз,Қарағанды,,,36.3
2018,пайыз,Қостанай,,,42.9
2018,пайыз,Қызылорда,,,37.2
2018,пайыз,Маңғыстау,,,37.4
2018,пайыз,Павлодар,,,40.2
2018,пайыз,Солтүстік Қазақстан,,,39.3
2018,пайыз,Түркістан,,,40.3
2018,пайыз,Шығыс Қазақстан,,,45.1
2018,пайыз,Нұр-Сұлтан қаласы,,,43.3
2018,пайыз,Алматы қаласы,,,43.2
2018,пайыз,Шымкент қаласы,,,46.7
2018,пайыз,,қала,,41.7
2018,пайыз,Ақмола,қала,,45.8
2018,пайыз,Ақтөбе,қала,,34.1
2018,пайыз,Алматы,қала,,38.0
2018,пайыз,Атырау,қала,,33.8
2018,пайыз,Батыс Қазақстан,қала,,36.9
2018,пайыз,Жамбыл,қала,,42.6
2018,пайыз,Қарағанды,қала,,37.0
2018,пайыз,Қостанай,қала,,42.5
2018,пайыз,Қызылорда,қала,,38.2
2018,пайыз,Маңғыстау,қала,,36.6
2018,пайыз,Павлодар,қала,,40.1
2018,пайыз,Солтүстік Қазақстан,қала,,43.1
2018,пайыз,Түркістан,қала,,37.9
2018,пайыз,Шығыс Қазақстан,қала,,46.7
2018,пайыз,Нұр-Сұлтан қаласы,қала,,43.3
2018,пайыз,Алматы қаласы,қала,,43.2
2018,пайыз,Шымкент қаласы,қала,,46.7
2018,пайыз,,ауыл,,39.5
2018,пайыз,Ақмола,ауыл,,45.6
2018,пайыз,Ақтөбе,ауыл,,32.4
2018,пайыз,Алматы,ауыл,,39.8
2018,пайыз,Атырау,ауыл,,43.0
2018,пайыз,Батыс Қазақстан,ауыл,,35.6
2018,пайыз,Жамбыл,ауыл,,36.2
2018,пайыз,Қарағанды,ауыл,,33.6
2018,пайыз,Қостанай,ауыл,,43.7
2018,пайыз,Қызылорда,ауыл,,34.9
2018,пайыз,Маңғыстау,ауыл,,38.9
2018,пайыз,Павлодар,ауыл,,40.7
2018,пайыз,Солтүстік Қазақстан,ауыл,,34.1
2018,пайыз,Түркістан,ауыл,,41.0
2018,пайыз,Шығыс Қазақстан,ауыл,,41.5
2018,пайыз,,,16-24,45.2
2018,пайыз,,,25-28,42.0
2018,пайыз,,,29-34,37.2
2018,пайыз,,,35-44,41.7
2018,пайыз,,,45-54,44.5
2018,пайыз,,,55-64,37.8
2018,пайыз,,,65 және одан үлкен,32.7
2018,пайыз,Ақмола,,16-24,38.3
2018,пайыз,Ақмола,,25-28,44.1
2018,пайыз,Ақмола,,29-34,47.2
2018,пайыз,Ақмола,,35-44,45.2
2018,пайыз,Ақмола,,45-54,48.1
2018,пайыз,Ақмола,,55-64,47.0
2018,пайыз,Ақтөбе,,16-24,32.6
2018,пайыз,Ақтөбе,,25-28,21.4
2018,пайыз,Ақтөбе,,29-34,23.1
2018,пайыз,Ақтөбе,,35-44,32.4
2018,пайыз,Ақтөбе,,45-54,46.5
2018,пайыз,Ақтөбе,,55-64,46.4
2018,пайыз,Ақтөбе,,65 және одан үлкен,0.0
2018,пайыз,Алматы,,16-24,46.5
2018,пайыз,Алматы,,25-28,37.9
2018,пайыз,Алматы,,29-34,39.0
2018,пайыз,Алматы,,35-44,41.6
2018,пайыз,Алматы,,45-54,37.9
2018,пайыз,Алматы,,55-64,35.8
2018,пайыз,Алматы,,65 және одан үлкен,0.0
2018,пайыз,Атырау,,16-24,23.0
2018,пайыз,Атырау,,25-28,61.6
2018,пайыз,Атырау,,29-34,24.6
2018,пайыз,Атырау,,35-44,35.7
2018,пайыз,Атырау,,45-54,41.4
2018,пайыз,Атырау,,55-64,38.1
2018,пайыз,Атырау,,65 және одан үлкен,0.0
2018,пайыз,Батыс Қазақстан,,16-24,56.1
2018,пайыз,Батыс Қазақстан,,25-28,36.8
2018,пайыз,Батыс Қазақстан,,29-34,47.3
2018,пайыз,Батыс Қазақстан,,35-44,34.2
2018,пайыз,Батыс Қазақстан,,45-54,31.6
2018,пайыз,Батыс Қазақстан,,55-64,32.0
2018,пайыз,Жамбыл,,16-24,23.6
2018,пайыз,Жамбыл,,25-28,35.5
2018,пайыз,Жамбыл,,29-34,39.6
2018,пайыз,Жамбыл,,35-44,46.8
2018,пайыз,Жамбыл,,45-54,47.8
2018,пайыз,Жамбыл,,55-64,23.1
2018,пайыз,Қарағанды,,16-24,36.1
2018,пайыз,Қарағанды,,25-28,31.9
2018,пайыз,Қарағанды,,29-34,36.1
2018,пайыз,Қарағанды,,35-44,40.1
2018,пайыз,Қарағанды,,45-54,37.6
2018,пайыз,Қарағанды,,55-64,29.1
2018,пайыз,Қарағанды,,65 және одан үлкен,37.8
2018,пайыз,Қостанай,,16-24,48.6
2018,пайыз,Қостанай,,25-28,44.5
2018,пайыз,Қостанай,,29-34,35.0
2018,пайыз,Қостанай,,35-44,45.3
2018,пайыз,Қостанай,,45-54,47.9
2018,пайыз,Қостанай,,55-64,37.4
2018,пайыз,Қостанай,,65 және одан үлкен,48.6
2018,пайыз,Қызылорда,,16-24,47.8
2018,пайыз,Қызылорда,,25-28,33.9
2018,пайыз,Қызылорда,,29-34,32.1
2018,пайыз,Қызылорда,,35-44,35.8
2018,пайыз,Қызылорда,,45-54,47.3
2018,пайыз,Қызылорда,,55-64,31.8
2018,пайыз,Маңғыстау,,16-24,35.2
2018,пайыз,Маңғыстау,,25-28,47.8
2018,пайыз,Маңғыстау,,29-34,30.8
2018,пайыз,Маңғыстау,,35-44,39.7
2018,пайыз,Маңғыстау,,45-54,40.9
2018,пайыз,Маңғыстау,,55-64,27.0
2018,пайыз,Павлодар,,16-24,63.4
2018,пайыз,Павлодар,,25-28,45.8
2018,пайыз,Павлодар,,29-34,36.1
2018,пайыз,Павлодар,,35-44,34.1
2018,пайыз,Павлодар,,45-54,50.2
2018,пайыз,Павлодар,,55-64,32.8
2018,пайыз,Павлодар,,65 және одан үлкен,0.0
2018,пайыз,Солтүстік Қазақстан,,16-24,50.1
2018,пайыз,Солтүстік Қазақстан,,25-28,38.7
2018,пайыз,Солтүстік Қазақстан,,29-34,29.1
2018,пайыз,Солтүстік Қазақстан,,35-44,49.0
2018,пайыз,Солтүстік Қазақстан,,45-54,42.3
2018,пайыз,Солтүстік Қазақстан,,55-64,32.6
2018,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,42.6
2018,пайыз,Түркістан,,16-24,46.9
2018,пайыз,Түркістан,,25-28,54.7
2018,пайыз,Түркістан,,29-34,29.5
2018,пайыз,Түркістан,,35-44,26.1
2018,пайыз,Түркістан,,45-54,64.4
2018,пайыз,Түркістан,,55-64,41.3
2018,пайыз,Шығыс Қазақстан,,16-24,77.1
2018,пайыз,Шығыс Қазақстан,,25-28,63.3
2018,пайыз,Шығыс Қазақстан,,29-34,44.3
2018,пайыз,Шығыс Қазақстан,,35-44,28.5
2018,пайыз,Шығыс Қазақстан,,45-54,48.4
2018,пайыз,Шығыс Қазақстан,,55-64,42.7
2018,пайыз,Шығыс Қазақстан,,65 және одан үлкен,17.6
2018,пайыз,Нұр-Сұлтан қаласы,,16-24,42.8
2018,пайыз,Нұр-Сұлтан қаласы,,25-28,41.5
2018,пайыз,Нұр-Сұлтан қаласы,,29-34,44.3
2018,пайыз,Нұр-Сұлтан қаласы,,35-44,44.0
2018,пайыз,Нұр-Сұлтан қаласы,,45-54,44.6
2018,пайыз,Нұр-Сұлтан қаласы,,55-64,35.9
2018,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,46.3
2018,пайыз,Алматы қаласы,,16-24,45.3
2018,пайыз,Алматы қаласы,,25-28,39.4
2018,пайыз,Алматы қаласы,,29-34,39.3
2018,пайыз,Алматы қаласы,,35-44,43.2
2018,пайыз,Алматы қаласы,,45-54,44.6
2018,пайыз,Алматы қаласы,,55-64,50.4
2018,пайыз,Алматы қаласы,,65 және одан үлкен,39.1
2018,пайыз,Шымкент қаласы,,16-24,31.4
2018,пайыз,Шымкент қаласы,,25-28,38.3
2018,пайыз,Шымкент қаласы,,29-34,18.8
2018,пайыз,Шымкент қаласы,,35-44,74.2
2018,пайыз,Шымкент қаласы,,45-54,43.2
2018,пайыз,Шымкент қаласы,,55-64,32.2
2019,пайыз,,,,43.0
2019,пайыз,Ақмола,,,43.5
2019,пайыз,Ақтөбе,,,27.3
2019,пайыз,Алматы,,,43.6
2019,пайыз,Атырау,,,41.3
2019,пайыз,Батыс Қазақстан,,,38.9
2019,пайыз,Жамбыл,,,35.2
2019,пайыз,Қарағанды,,,34.4
2019,пайыз,Қостанай,,,40.1
2019,пайыз,Қызылорда,,,44.4
2019,пайыз,Маңғыстау,,,34.5
2019,пайыз,Павлодар,,,45.0
2019,пайыз,Солтүстік Қазақстан,,,40.8
2019,пайыз,Түркістан,,,34.7
2019,пайыз,Шығыс Қазақстан,,,44.5
2019,пайыз,Нұр-Сұлтан қаласы,,,52.1
2019,пайыз,Алматы қаласы,,,48.1
2019,пайыз,Шымкент қаласы,,,38.3
2019,пайыз,,қала,,43.9
2019,пайыз,Ақмола,қала,,45.6
2019,пайыз,Ақтөбе,қала,,22.6
2019,пайыз,Алматы,қала,,41.0
2019,пайыз,Атырау,қала,,36.8
2019,пайыз,Батыс Қазақстан,қала,,41.1
2019,пайыз,Жамбыл,қала,,37.3
2019,пайыз,Қарағанды,қала,,34.6
2019,пайыз,Қостанай,қала,,38.2
2019,пайыз,Қызылорда,қала,,50.0
2019,пайыз,Маңғыстау,қала,,33.2
2019,пайыз,Павлодар,қала,,45.9
2019,пайыз,Солтүстік Қазақстан,қала,,44.9
2019,пайыз,Түркістан,қала,,27.5
2019,пайыз,Шығыс Қазақстан,қала,,45.0
2019,пайыз,Нұр-Сұлтан қаласы,қала,,52.1
2019,пайыз,Алматы қаласы,қала,,48.1
2019,пайыз,Шымкент қаласы,қала,,38.3
2019,пайыз,,ауыл,,40.0
2019,пайыз,Ақмола,ауыл,,40.7
2019,пайыз,Ақтөбе,ауыл,,39.7
2019,пайыз,Алматы,ауыл,,44.5
2019,пайыз,Атырау,ауыл,,48.5
2019,пайыз,Батыс Қазақстан,ауыл,,35.4
2019,пайыз,Жамбыл,ауыл,,26.5
2019,пайыз,Қарағанды,ауыл,,33.5
2019,пайыз,Қостанай,ауыл,,42.4
2019,пайыз,Қызылорда,ауыл,,33.2
2019,пайыз,Маңғыстау,ауыл,,37.4
2019,пайыз,Павлодар,ауыл,,41.7
2019,пайыз,Солтүстік Қазақстан,ауыл,,35.9
2019,пайыз,Түркістан,ауыл,,36.6
2019,пайыз,Шығыс Қазақстан,ауыл,,43.4
2019,пайыз,,,16-24,42.4
2019,пайыз,,,25-28,47.7
2019,пайыз,,,29-34,41.2
2019,пайыз,,,35-44,41.3
2019,пайыз,,,45-54,46.9
2019,пайыз,,,55-64,39.8
2019,пайыз,,,65 және одан үлкен,42.5
2019,пайыз,Ақмола,,16-24,41.6
2019,пайыз,Ақмола,,25-28,43.2
2019,пайыз,Ақмола,,29-34,40.2
2019,пайыз,Ақмола,,35-44,41.4
2019,пайыз,Ақмола,,45-54,50.7
2019,пайыз,Ақмола,,55-64,42.2
2019,пайыз,Ақмола,,65 және одан үлкен,37.0
2019,пайыз,Ақтөбе,,16-24,11.0
2019,пайыз,Ақтөбе,,25-28,15.7
2019,пайыз,Ақтөбе,,29-34,19.4
2019,пайыз,Ақтөбе,,35-44,26.7
2019,пайыз,Ақтөбе,,45-54,37.1
2019,пайыз,Ақтөбе,,55-64,34.1
2019,пайыз,Ақтөбе,,65 және одан үлкен,100.0
2019,пайыз,Алматы,,16-24,41.7
2019,пайыз,Алматы,,25-28,38.2
2019,пайыз,Алматы,,29-34,38.8
2019,пайыз,Алматы,,35-44,45.4
2019,пайыз,Алматы,,45-54,49.5
2019,пайыз,Алматы,,55-64,43.3
2019,пайыз,Алматы,,65 және одан үлкен,34.0
2019,пайыз,Атырау,,16-24,4.1
2019,пайыз,Атырау,,25-28,55.2
2019,пайыз,Атырау,,29-34,38.9
2019,пайыз,Атырау,,35-44,43.5
2019,пайыз,Атырау,,45-54,52.4
2019,пайыз,Атырау,,55-64,18.8
2019,пайыз,Батыс Қазақстан,,16-24,41.7
2019,пайыз,Батыс Қазақстан,,25-28,55.6
2019,пайыз,Батыс Қазақстан,,29-34,34.1
2019,пайыз,Батыс Қазақстан,,35-44,44.7
2019,пайыз,Батыс Қазақстан,,45-54,36.5
2019,пайыз,Батыс Қазақстан,,55-64,31.8
2019,пайыз,Жамбыл,,16-24,47.2
2019,пайыз,Жамбыл,,25-28,31.6
2019,пайыз,Жамбыл,,29-34,20.3
2019,пайыз,Жамбыл,,35-44,36.2
2019,пайыз,Жамбыл,,45-54,41.9
2019,пайыз,Жамбыл,,55-64,33.7
2019,пайыз,Қарағанды,,16-24,21.7
2019,пайыз,Қарағанды,,25-28,32.2
2019,пайыз,Қарағанды,,29-34,22.3
2019,пайыз,Қарағанды,,35-44,40.0
2019,пайыз,Қарағанды,,45-54,41.6
2019,пайыз,Қарағанды,,55-64,34.2
2019,пайыз,Қарағанды,,65 және одан үлкен,87.7
2019,пайыз,Қостанай,,16-24,42.2
2019,пайыз,Қостанай,,25-28,42.7
2019,пайыз,Қостанай,,29-34,28.9
2019,пайыз,Қостанай,,35-44,38.5
2019,пайыз,Қостанай,,45-54,54.7
2019,пайыз,Қостанай,,55-64,35.2
2019,пайыз,Қостанай,,65 және одан үлкен,47.8
2019,пайыз,Қызылорда,,16-24,11.7
2019,пайыз,Қызылорда,,25-28,34.0
2019,пайыз,Қызылорда,,29-34,53.1
2019,пайыз,Қызылорда,,35-44,49.9
2019,пайыз,Қызылорда,,45-54,45.1
2019,пайыз,Қызылорда,,55-64,27.0
2019,пайыз,Маңғыстау,,16-24,51.8
2019,пайыз,Маңғыстау,,25-28,32.7
2019,пайыз,Маңғыстау,,29-34,35.8
2019,пайыз,Маңғыстау,,35-44,28.3
2019,пайыз,Маңғыстау,,45-54,39.0
2019,пайыз,Маңғыстау,,55-64,38.5
2019,пайыз,Маңғыстау,,65 және одан үлкен,7.1
2019,пайыз,Павлодар,,16-24,24.5
2019,пайыз,Павлодар,,25-28,26.0
2019,пайыз,Павлодар,,29-34,33.8
2019,пайыз,Павлодар,,35-44,49.3
2019,пайыз,Павлодар,,45-54,56.3
2019,пайыз,Павлодар,,55-64,46.6
2019,пайыз,Павлодар,,65 және одан үлкен,4.2
2019,пайыз,Солтүстік Қазақстан,,16-24,24.9
2019,пайыз,Солтүстік Қазақстан,,25-28,39.4
2019,пайыз,Солтүстік Қазақстан,,29-34,44.2
2019,пайыз,Солтүстік Қазақстан,,35-44,40.3
2019,пайыз,Солтүстік Қазақстан,,45-54,46.7
2019,пайыз,Солтүстік Қазақстан,,55-64,32.8
2019,пайыз,Солтүстік Қазақстан,,65 және одан үлкен,15.8
2019,пайыз,Түркістан,,16-24,38.2
2019,пайыз,Түркістан,,25-28,26.9
2019,пайыз,Түркістан,,29-34,28.0
2019,пайыз,Түркістан,,35-44,46.6
2019,пайыз,Түркістан,,45-54,36.7
2019,пайыз,Түркістан,,55-64,13.0
2019,пайыз,Шығыс Қазақстан,,16-24,44.4
2019,пайыз,Шығыс Қазақстан,,25-28,41.5
2019,пайыз,Шығыс Қазақстан,,29-34,49.3
2019,пайыз,Шығыс Қазақстан,,35-44,35.7
2019,пайыз,Шығыс Қазақстан,,45-54,50.4
2019,пайыз,Шығыс Қазақстан,,55-64,49.0
2019,пайыз,Нұр-Сұлтан қаласы,,16-24,41.3
2019,пайыз,Нұр-Сұлтан қаласы,,25-28,72.1
2019,пайыз,Нұр-Сұлтан қаласы,,29-34,64.5
2019,пайыз,Нұр-Сұлтан қаласы,,35-44,38.4
2019,пайыз,Нұр-Сұлтан қаласы,,45-54,43.8
2019,пайыз,Нұр-Сұлтан қаласы,,55-64,42.6
2019,пайыз,Нұр-Сұлтан қаласы,,65 және одан үлкен,49.0
2019,пайыз,Алматы қаласы,,16-24,41.3
2019,пайыз,Алматы қаласы,,25-28,72.1
2019,пайыз,Алматы қаласы,,29-34,64.5
2019,пайыз,Алматы қаласы,,35-44,38.4
2019,пайыз,Алматы қаласы,,45-54,43.8
2019,пайыз,Алматы қаласы,,55-64,42.6
2019,пайыз,Алматы қаласы,,65 және одан үлкен,49.0
2019,пайыз,Шымкент қаласы,,16-24,30.5
2019,пайыз,Шымкент қаласы,,25-28,38.5
2019,пайыз,Шымкент қаласы,,29-34,29.7
2019,пайыз,Шымкент қаласы,,35-44,47.3
2019,пайыз,Шымкент қаласы,,45-54,37.5
2019,пайыз,Шымкент қаласы,,55-64,41.2
