Year,UNIT_MEASURE,Өңірлер,Аймақ,Жынысы,Жасы,Value
2015,пайыз,Қызылорда,,,25-28,3.2
2015,пайыз,Қызылорда,,,29-34,8.5
2015,пайыз,Қызылорда,,,35-44,4.9
2015,пайыз,Қызылорда,,,45-54,3.4
2015,пайыз,Қызылорда,,,55-64,3.4
2015,пайыз,Маңғыстау,,,16-24,5.4
2015,пайыз,Маңғыстау,,,25-28,3.1
2015,пайыз,Маңғыстау,,,29-34,6.7
2015,пайыз,Маңғыстау,,,35-44,5.2
2015,пайыз,Маңғыстау,,,45-54,4.4
2015,пайыз,Маңғыстау,,,55-64,5.4
2015,пайыз,Оңтүстік Қазақстан,,,16-24,3.1
2015,пайыз,Оңтүстік Қазақстан,,,25-28,5.2
2015,пайыз,Оңтүстік Қазақстан,,,29-34,8.6
2015,пайыз,Оңтүстік Қазақстан,,,35-44,4.8
2015,пайыз,Оңтүстік Қазақстан,,,45-54,4.6
2015,пайыз,Оңтүстік Қазақстан,,,55-64,4.7
2015,пайыз,Павлодар,,,16-24,2.9
2015,пайыз,Павлодар,,,25-28,3.7
2015,пайыз,Павлодар,,,29-34,5.8
2015,пайыз,Павлодар,,,35-44,5.3
2015,пайыз,Павлодар,,,45-54,4.9
2015,пайыз,Павлодар,,,55-64,6.0
2015,пайыз,Солтүстік Қазақстан,,,16-24,4.2
2015,пайыз,Солтүстік Қазақстан,,,25-28,2.0
2015,пайыз,Солтүстік Қазақстан,,,29-34,10.2
2015,пайыз,Солтүстік Қазақстан,,,35-44,5.1
2015,пайыз,Солтүстік Қазақстан,,,45-54,4.8
2015,пайыз,Солтүстік Қазақстан,,,55-64,3.3
2015,пайыз,Шығыс Қазақстан,,,16-24,4.1
2015,пайыз,Шығыс Қазақстан,,,25-28,4.6
2015,пайыз,Шығыс Қазақстан,,,29-34,8.0
2015,пайыз,Шығыс Қазақстан,,,35-44,3.4
2015,пайыз,Шығыс Қазақстан,,,45-54,4.5
2015,пайыз,Шығыс Қазақстан,,,55-64,5.6
2015,пайыз,Нұр-Сұлтан қаласы,,,16-24,7.2
2015,пайыз,Нұр-Сұлтан қаласы,,,25-28,4.9
2015,пайыз,Нұр-Сұлтан қаласы,,,29-34,6.0
2015,пайыз,Нұр-Сұлтан қаласы,,,35-44,3.1
2015,пайыз,Нұр-Сұлтан қаласы,,,45-54,3.4
2015,пайыз,Нұр-Сұлтан қаласы,,,55-64,4.2
2015,пайыз,Алматы қаласы,,,16-24,5.3
2015,пайыз,Алматы қаласы,,,25-28,15.0
2015,пайыз,Алматы қаласы,,,29-34,9.0
2015,пайыз,Алматы қаласы,,,35-44,3.0
2015,пайыз,Алматы қаласы,,,45-54,3.0
2015,пайыз,Алматы қаласы,,,55-64,3.1
2016,пайыз,,,,,5.0
2016,пайыз,Ақмола,,,,4.9
2016,пайыз,Ақтөбе,,,,4.8
2016,пайыз,Алматы,,,,4.8
2016,пайыз,Атырау,,,,4.9
2016,пайыз,Батыс Қазақстан,,,,4.9
2016,пайыз,Жамбыл,,,,4.9
2016,пайыз,Қарағанды,,,,5.0
2016,пайыз,Қостанай,,,,4.9
2016,пайыз,Қызылорда,,,,4.9
2016,пайыз,Маңғыстау,,,,5.0
2016,пайыз,Оңтүстік Қазақстан,,,,5.2
2016,пайыз,Павлодар,,,,4.8
2016,пайыз,Солтүстік Қазақстан,,,,5.0
2016,пайыз,Шығыс Қазақстан,,,,4.9
2016,пайыз,Нұр-Сұлтан қаласы,,,,4.6
2016,пайыз,Алматы қаласы,,,,5.3
2016,пайыз,,,ерлер,,4.4
2016,пайыз,Ақмола,,ерлер,,5.2
2016,пайыз,Ақтөбе,,ерлер,,4.8
2016,пайыз,Алматы,,ерлер,,3.8
2016,пайыз,Атырау,,ерлер,,4.8
2016,пайыз,Батыс Қазақстан,,ерлер,,4.6
2016,пайыз,Жамбыл,,ерлер,,4.0
2016,пайыз,Қарағанды,,ерлер,,4.2
2016,пайыз,Қостанай,,ерлер,,4.8
2016,пайыз,Қызылорда,,ерлер,,4.4
2016,пайыз,Маңғыстау,,ерлер,,2.7
2016,пайыз,Оңтүстік Қазақстан,,ерлер,,4.4
2016,пайыз,Павлодар,,ерлер,,4.6
2016,пайыз,Солтүстік Қазақстан,,ерлер,,5.0
2016,пайыз,Шығыс Қазақстан,,ерлер,,4.2
2016,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.4
2016,пайыз,Алматы қаласы,,ерлер,,4.9
2016,пайыз,,,әйелдер,,5.5
2016,пайыз,Ақмола,,әйелдер,,4.6
2016,пайыз,Ақтөбе,,әйелдер,,4.9
2016,пайыз,Алматы,,әйелдер,,5.8
2016,пайыз,Атырау,,әйелдер,,5.1
2016,пайыз,Батыс Қазақстан,,әйелдер,,5.2
2016,пайыз,Жамбыл,,әйелдер,,5.8
2016,пайыз,Қарағанды,,әйелдер,,5.8
2016,пайыз,Қостанай,,әйелдер,,5.1
2016,пайыз,Қызылорда,,әйелдер,,5.5
2016,пайыз,Маңғыстау,,әйелдер,,7.8
2016,пайыз,Оңтүстік Қазақстан,,әйелдер,,6.1
2016,пайыз,Павлодар,,әйелдер,,5.0
2016,пайыз,Солтүстік Қазақстан,,әйелдер,,4.9
2016,пайыз,Шығыс Қазақстан,,әйелдер,,5.6
2016,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,4.9
2016,пайыз,Алматы қаласы,,әйелдер,,5.7
2016,пайыз,,қала,,,5.1
2016,пайыз,Ақмола,қала,,,4.4
2016,пайыз,Ақтөбе,қала,,,5.1
2016,пайыз,Алматы,қала,,,4.8
2016,пайыз,Атырау,қала,,,5.9
2016,пайыз,Батыс Қазақстан,қала,,,4.8
2016,пайыз,Жамбыл,қала,,,5.5
2016,пайыз,Қарағанды,қала,,,5.1
2016,пайыз,Қостанай,қала,,,5.6
2016,пайыз,Қызылорда,қала,,,4.6
2016,пайыз,Маңғыстау,қала,,,4.9
2016,пайыз,Оңтүстік Қазақстан,қала,,,5.3
2016,пайыз,Павлодар,қала,,,5.0
2016,пайыз,Солтүстік Қазақстан,қала,,,4.7
2016,пайыз,Шығыс Қазақстан,қала,,,5.0
2016,пайыз,Нұр-Сұлтан қаласы,қала,,,4.6
2016,пайыз,Алматы қаласы,қала,,,5.3
2016,пайыз,,ауыл,,,4.8
2016,пайыз,Ақмола,ауыл,,,5.4
2016,пайыз,Ақтөбе,ауыл,,,4.3
2016,пайыз,Алматы,ауыл,,,4.8
2016,пайыз,Атырау,ауыл,,,4.0
2016,пайыз,Батыс Қазақстан,ауыл,,,4.9
2016,пайыз,Жамбыл,ауыл,,,4.4
2016,пайыз,Қарағанды,ауыл,,,4.3
2016,пайыз,Қостанай,ауыл,,,4.2
2016,пайыз,Қызылорда,ауыл,,,5.2
2016,пайыз,Маңғыстау,ауыл,,,5.1
2016,пайыз,Оңтүстік Қазақстан,ауыл,,,5.1
2016,пайыз,Павлодар,ауыл,,,4.4
2016,пайыз,Солтүстік Қазақстан,ауыл,,,5.1
2016,пайыз,Шығыс Қазақстан,ауыл,,,4.7
2016,пайыз,,,,16-24,3.8
2016,пайыз,,,,25-28,4.3
2016,пайыз,,,,29-34,7.0
2016,пайыз,,,,35-44,4.8
2016,пайыз,,,,45-54,4.6
2016,пайыз,,,,55-64,4.6
2016,пайыз,Ақмола,,,16-24,3.0
2016,пайыз,Ақмола,,,25-28,3.6
2016,пайыз,Ақмола,,,29-34,5.9
2016,пайыз,Ақмола,,,35-44,5.5
2016,пайыз,Ақмола,,,45-54,5.6
2016,пайыз,Ақмола,,,55-64,4.9
2016,пайыз,Ақтөбе,,,16-24,2.8
2016,пайыз,Ақтөбе,,,25-28,3.0
2016,пайыз,Ақтөбе,,,29-34,5.9
2016,пайыз,Ақтөбе,,,35-44,4.8
2016,пайыз,Ақтөбе,,,45-54,6.4
2016,пайыз,Ақтөбе,,,55-64,3.7
2016,пайыз,Алматы,,,16-24,3.3
2016,пайыз,Алматы,,,25-28,2.8
2016,пайыз,Алматы,,,29-34,7.2
2016,пайыз,Алматы,,,35-44,5.9
2016,пайыз,Алматы,,,45-54,3.9
2016,пайыз,Алматы,,,55-64,6.1
2016,пайыз,Атырау,,,16-24,1.6
2016,пайыз,Атырау,,,25-28,2.9
2016,пайыз,Атырау,,,29-34,7.1
2016,пайыз,Атырау,,,35-44,6.0
2016,пайыз,Атырау,,,45-54,4.8
2016,пайыз,Атырау,,,55-64,7.1
2016,пайыз,Батыс Қазақстан,,,16-24,4.0
2016,пайыз,Батыс Қазақстан,,,25-28,3.9
2016,пайыз,Батыс Қазақстан,,,29-34,6.8
2016,пайыз,Батыс Қазақстан,,,35-44,5.6
2016,пайыз,Батыс Қазақстан,,,45-54,4.4
2016,пайыз,Батыс Қазақстан,,,55-64,4.2
2016,пайыз,Жамбыл,,,16-24,4.7
2016,пайыз,Жамбыл,,,25-28,3.7
2016,пайыз,Жамбыл,,,29-34,7.4
2016,пайыз,Жамбыл,,,35-44,4.2
2016,пайыз,Жамбыл,,,45-54,5.4
2016,пайыз,Жамбыл,,,55-64,2.8
2016,пайыз,Қарағанды,,,16-24,6.0
2016,пайыз,Қарағанды,,,25-28,4.4
2016,пайыз,Қарағанды,,,29-34,5.0
2016,пайыз,Қарағанды,,,35-44,4.1
2016,пайыз,Қарағанды,,,45-54,6.2
2016,пайыз,Қарағанды,,,55-64,4.6
2016,пайыз,Қостанай,,,16-24,3.3
2016,пайыз,Қостанай,,,25-28,3.2
2016,пайыз,Қостанай,,,29-34,10.8
2016,пайыз,Қостанай,,,35-44,5.9
2016,пайыз,Қостанай,,,45-54,3.5
2016,пайыз,Қостанай,,,55-64,1.7
2016,пайыз,Қызылорда,,,16-24,5.5
2016,пайыз,Қызылорда,,,25-28,4.0
2016,пайыз,Қызылорда,,,29-34,8.3
2016,пайыз,Қызылорда,,,35-44,4.7
2016,пайыз,Қызылорда,,,45-54,3.4
2016,пайыз,Қызылорда,,,55-64,2.5
2016,пайыз,Маңғыстау,,,16-24,5.2
2016,пайыз,Маңғыстау,,,25-28,3.9
2016,пайыз,Маңғыстау,,,29-34,7.1
2016,пайыз,Маңғыстау,,,35-44,4.2
2016,пайыз,Маңғыстау,,,45-54,4.9
2016,пайыз,Маңғыстау,,,55-64,2.9
2016,пайыз,Оңтүстік Қазақстан,,,16-24,1.9
2016,пайыз,Оңтүстік Қазақстан,,,25-28,5.5
2016,пайыз,Оңтүстік Қазақстан,,,29-34,7.6
2016,пайыз,Оңтүстік Қазақстан,,,35-44,4.9
2016,пайыз,Оңтүстік Қазақстан,,,45-54,4.5
2016,пайыз,Оңтүстік Қазақстан,,,55-64,5.4
2016,пайыз,Павлодар,,,16-24,2.7
2016,пайыз,Павлодар,,,25-28,3.3
2016,пайыз,Павлодар,,,29-34,6.2
2016,пайыз,Павлодар,,,35-44,6.0
2016,пайыз,Павлодар,,,45-54,4.5
2016,пайыз,Павлодар,,,55-64,3.6
2016,пайыз,Солтүстік Қазақстан,,,16-24,4.9
2016,пайыз,Солтүстік Қазақстан,,,25-28,1.8
2016,пайыз,Солтүстік Қазақстан,,,29-34,10.8
2016,пайыз,Солтүстік Қазақстан,,,35-44,4.4
2016,пайыз,Солтүстік Қазақстан,,,45-54,4.6
2016,пайыз,Солтүстік Қазақстан,,,55-64,2.5
2016,пайыз,Шығыс Қазақстан,,,16-24,2.3
2016,пайыз,Шығыс Қазақстан,,,25-28,3.6
2016,пайыз,Шығыс Қазақстан,,,29-34,9.1
2016,пайыз,Шығыс Қазақстан,,,35-44,3.4
2016,пайыз,Шығыс Қазақстан,,,45-54,3.5
2016,пайыз,Шығыс Қазақстан,,,55-64,6.5
2016,пайыз,Нұр-Сұлтан қаласы,,,16-24,5.7
2016,пайыз,Нұр-Сұлтан қаласы,,,25-28,4.3
2016,пайыз,Нұр-Сұлтан қаласы,,,29-34,3.6
2016,пайыз,Нұр-Сұлтан қаласы,,,35-44,4.8
2016,пайыз,Нұр-Сұлтан қаласы,,,45-54,5.0
2016,пайыз,Нұр-Сұлтан қаласы,,,55-64,4.3
2016,пайыз,Алматы қаласы,,,16-24,5.3
2016,пайыз,Алматы қаласы,,,25-28,9.7
2016,пайыз,Алматы қаласы,,,29-34,5.1
2016,пайыз,Алматы қаласы,,,35-44,3.9
2016,пайыз,Алматы қаласы,,,45-54,4.6
2016,пайыз,Алматы қаласы,,,55-64,6.7
2017,пайыз,,,,,4.9
2017,пайыз,Ақмола,,,,4.8
2017,пайыз,Ақтөбе,,,,4.8
2017,пайыз,Алматы,,,,4.7
2017,пайыз,Атырау,,,,4.9
2017,пайыз,Батыс Қазақстан,,,,4.9
2017,пайыз,Жамбыл,,,,4.9
2017,пайыз,Қарағанды,,,,4.8
2017,пайыз,Қостанай,,,,4.8
2017,пайыз,Қызылорда,,,,4.8
2017,пайыз,Маңғыстау,,,,4.9
2017,пайыз,Оңтүстік Қазақстан,,,,5.2
2017,пайыз,Павлодар,,,,4.8
2017,пайыз,Солтүстік Қазақстан,,,,4.9
2017,пайыз,Шығыс Қазақстан,,,,4.8
2017,пайыз,Нұр-Сұлтан қаласы,,,,4.6
2017,пайыз,Алматы қаласы,,,,5.3
2017,пайыз,,,ерлер,,4.4
2017,пайыз,Ақмола,,ерлер,,5.0
2017,пайыз,Ақтөбе,,ерлер,,4.8
2017,пайыз,Алматы,,ерлер,,3.5
2017,пайыз,Атырау,,ерлер,,4.9
2017,пайыз,Батыс Қазақстан,,ерлер,,4.5
2017,пайыз,Жамбыл,,ерлер,,4.5
2017,пайыз,Қарағанды,,ерлер,,4.0
2017,пайыз,Қостанай,,ерлер,,4.6
2017,пайыз,Қызылорда,,ерлер,,4.6
2017,пайыз,Маңғыстау,,ерлер,,3.0
2017,пайыз,Оңтүстік Қазақстан,,ерлер,,4.6
2017,пайыз,Павлодар,,ерлер,,4.7
2017,пайыз,Солтүстік Қазақстан,,ерлер,,5.3
2017,пайыз,Шығыс Қазақстан,,ерлер,,4.7
2017,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.6
2017,пайыз,Алматы қаласы,,ерлер,,4.2
2017,пайыз,,,әйелдер,,5.4
2017,пайыз,Ақмола,,әйелдер,,4.6
2017,пайыз,Ақтөбе,,әйелдер,,4.8
2017,пайыз,Алматы,,әйелдер,,6.0
2017,пайыз,Атырау,,әйелдер,,5.0
2017,пайыз,Батыс Қазақстан,,әйелдер,,5.3
2017,пайыз,Жамбыл,,әйелдер,,5.3
2017,пайыз,Қарағанды,,әйелдер,,5.6
2017,пайыз,Қостанай,,әйелдер,,5.1
2017,пайыз,Қызылорда,,әйелдер,,5.1
2017,пайыз,Маңғыстау,,әйелдер,,7.1
2017,пайыз,Оңтүстік Қазақстан,,әйелдер,,5.9
2017,пайыз,Павлодар,,әйелдер,,4.9
2017,пайыз,Солтүстік Қазақстан,,әйелдер,,4.4
2017,пайыз,Шығыс Қазақстан,,әйелдер,,5.0
2017,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,4.6
2017,пайыз,Алматы қаласы,,әйелдер,,6.2
2017,пайыз,,қала,,,5.2
2017,пайыз,Ақмола,қала,,,4.5
2017,пайыз,Ақтөбе,қала,,,5.0
2017,пайыз,Алматы,қала,,,4.3
2017,пайыз,Атырау,қала,,,5.0
2017,пайыз,Батыс Қазақстан,қала,,,5.0
2017,пайыз,Жамбыл,қала,,,5.8
2017,пайыз,Қарағанды,қала,,,5.2
2017,пайыз,Қостанай,қала,,,5.6
2017,пайыз,Қызылорда,қала,,,4.6
2017,пайыз,Маңғыстау,қала,,,5.0
2017,пайыз,Оңтүстік Қазақстан,қала,,,5.5
2017,пайыз,Павлодар,қала,,,5.2
2017,пайыз,Солтүстік Қазақстан,қала,,,4.8
2017,пайыз,Шығыс Қазақстан,қала,,,5.1
2017,пайыз,Нұр-Сұлтан қаласы,қала,,,4.8
2017,пайыз,Алматы қаласы,қала,,,5.6
2017,пайыз,,ауыл,,,5.1
2017,пайыз,Ақмола,ауыл,,,5.5
2017,пайыз,Ақтөбе,ауыл,,,5.2
2017,пайыз,Алматы,ауыл,,,5.2
2017,пайыз,Атырау,ауыл,,,5.4
2017,пайыз,Батыс Қазақстан,ауыл,,,5.2
2017,пайыз,Жамбыл,ауыл,,,4.7
2017,пайыз,Қарағанды,ауыл,,,4.1
2017,пайыз,Қостанай,ауыл,,,4.5
2017,пайыз,Қызылорда,ауыл,,,5.5
2017,пайыз,Маңғыстау,ауыл,,,5.2
2017,пайыз,Оңтүстік Қазақстан,ауыл,,,5.4
2017,пайыз,Павлодар,ауыл,,,4.6
2017,пайыз,Солтүстік Қазақстан,ауыл,,,5.4
2017,пайыз,Шығыс Қазақстан,ауыл,,,4.9
2017,пайыз,,,,16-24,3.8
2017,пайыз,,,,25-28,4.0
2017,пайыз,,,,29-34,6.7
2017,пайыз,,,,35-44,4.6
2017,пайыз,,,,45-54,4.6
2017,пайыз,,,,55-64,5.2
2017,пайыз,Ақмола,,,16-24,2.9
2017,пайыз,Ақмола,,,25-28,3.1
2017,пайыз,Ақмола,,,29-34,4.4
2017,пайыз,Ақмола,,,35-44,6.3
2017,пайыз,Ақмола,,,45-54,6.7
2017,пайыз,Ақмола,,,55-64,3.9
2017,пайыз,Ақтөбе,,,16-24,2.5
2017,пайыз,Ақтөбе,,,25-28,3.2
2017,пайыз,Ақтөбе,,,29-34,7.0
2017,пайыз,Ақтөбе,,,35-44,5.0
2017,пайыз,Ақтөбе,,,45-54,4.0
2017,пайыз,Ақтөбе,,,55-64,6.0
2017,пайыз,Алматы,,,16-24,3.2
2017,пайыз,Алматы,,,25-28,2.7
2017,пайыз,Алматы,,,29-34,9.8
2017,пайыз,Алматы,,,35-44,4.9
2017,пайыз,Алматы,,,45-54,2.8
2017,пайыз,Алматы,,,55-64,2.3
2017,пайыз,Атырау,,,16-24,1.5
2017,пайыз,Атырау,,,25-28,2.9
2017,пайыз,Атырау,,,29-34,8.5
2017,пайыз,Атырау,,,35-44,4.6
2017,пайыз,Атырау,,,45-54,5.2
2017,пайыз,Атырау,,,55-64,6.1
2017,пайыз,Батыс Қазақстан,,,16-24,4.0
2017,пайыз,Батыс Қазақстан,,,25-28,3.9
2017,пайыз,Батыс Қазақстан,,,29-34,5.7
2017,пайыз,Батыс Қазақстан,,,35-44,5.3
2017,пайыз,Батыс Қазақстан,,,45-54,4.5
2017,пайыз,Батыс Қазақстан,,,55-64,5.5
2017,пайыз,Жамбыл,,,16-24,2.8
2017,пайыз,Жамбыл,,,25-28,2.1
2017,пайыз,Жамбыл,,,29-34,10.4
2017,пайыз,Жамбыл,,,35-44,4.7
2017,пайыз,Жамбыл,,,45-54,5.4
2017,пайыз,Жамбыл,,,55-64,6.2
2017,пайыз,Қарағанды,,,16-24,5.8
2017,пайыз,Қарағанды,,,25-28,4.2
2017,пайыз,Қарағанды,,,29-34,4.5
2017,пайыз,Қарағанды,,,35-44,4.6
2017,пайыз,Қарағанды,,,45-54,4.5
2017,пайыз,Қарағанды,,,55-64,6.1
2017,пайыз,Қостанай,,,16-24,3.1
2017,пайыз,Қостанай,,,25-28,2.9
2017,пайыз,Қостанай,,,29-34,10.3
2017,пайыз,Қостанай,,,35-44,5.5
2017,пайыз,Қостанай,,,45-54,2.5
2017,пайыз,Қостанай,,,55-64,2.1
2017,пайыз,Қызылорда,,,16-24,5.3
2017,пайыз,Қызылорда,,,25-28,3.0
2017,пайыз,Қызылорда,,,29-34,8.9
2017,пайыз,Қызылорда,,,35-44,4.5
2017,пайыз,Қызылорда,,,45-54,2.9
2017,пайыз,Қызылорда,,,55-64,3.0
2017,пайыз,Маңғыстау,,,16-24,4.0
2017,пайыз,Маңғыстау,,,25-28,3.6
2017,пайыз,Маңғыстау,,,29-34,5.7
2017,пайыз,Маңғыстау,,,35-44,5.8
2017,пайыз,Маңғыстау,,,45-54,4.7
2017,пайыз,Маңғыстау,,,55-64,2.8
2017,пайыз,Оңтүстік Қазақстан,,,16-24,3.5
2017,пайыз,Оңтүстік Қазақстан,,,25-28,4.7
2017,пайыз,Оңтүстік Қазақстан,,,29-34,7.0
2017,пайыз,Оңтүстік Қазақстан,,,35-44,4.7
2017,пайыз,Оңтүстік Қазақстан,,,45-54,3.8
2017,пайыз,Оңтүстік Қазақстан,,,55-64,8.8
2017,пайыз,Павлодар,,,16-24,3.1
2017,пайыз,Павлодар,,,25-28,3.4
2017,пайыз,Павлодар,,,29-34,5.6
2017,пайыз,Павлодар,,,35-44,4.1
2017,пайыз,Павлодар,,,45-54,6.6
2017,пайыз,Павлодар,,,55-64,3.9
2017,пайыз,Солтүстік Қазақстан,,,16-24,4.2
2017,пайыз,Солтүстік Қазақстан,,,25-28,1.4
2017,пайыз,Солтүстік Қазақстан,,,29-34,6.6
2017,пайыз,Солтүстік Қазақстан,,,35-44,5.0
2017,пайыз,Солтүстік Қазақстан,,,45-54,6.6
2017,пайыз,Солтүстік Қазақстан,,,55-64,3.4
2017,пайыз,Шығыс Қазақстан,,,16-24,3.1
2017,пайыз,Шығыс Қазақстан,,,25-28,4.5
2017,пайыз,Шығыс Қазақстан,,,29-34,6.4
2017,пайыз,Шығыс Қазақстан,,,35-44,4.0
2017,пайыз,Шығыс Қазақстан,,,45-54,4.2
2017,пайыз,Шығыс Қазақстан,,,55-64,6.6
2017,пайыз,Нұр-Сұлтан қаласы,,,16-24,4.7
2017,пайыз,Нұр-Сұлтан қаласы,,,25-28,4.3
2017,пайыз,Нұр-Сұлтан қаласы,,,29-34,1.6
2017,пайыз,Нұр-Сұлтан қаласы,,,35-44,3.2
2017,пайыз,Нұр-Сұлтан қаласы,,,45-54,9.3
2017,пайыз,Нұр-Сұлтан қаласы,,,55-64,8.6
2017,пайыз,Алматы қаласы,,,16-24,5.3
2017,пайыз,Алматы қаласы,,,25-28,8.4
2017,пайыз,Алматы қаласы,,,29-34,5.3
2017,пайыз,Алматы қаласы,,,35-44,3.4
2017,пайыз,Алматы қаласы,,,45-54,5.0
2017,пайыз,Алматы қаласы,,,55-64,7.6
2018,пайыз,,,,,4.9
2018,пайыз,Ақмола,,,,4.8
2018,пайыз,Ақтөбе,,,,4.8
2018,пайыз,Алматы,,,,4.7
2018,пайыз,Атырау,,,,4.9
2018,пайыз,Батыс Қазақстан,,,,4.9
2018,пайыз,Жамбыл,,,,4.9
2018,пайыз,Қарағанды,,,,4.6
2018,пайыз,Қостанай,,,,4.8
2018,пайыз,Қызылорда,,,,4.8
2018,пайыз,Маңғыстау,,,,4.8
2018,пайыз,Павлодар,,,,4.8
2018,пайыз,Солтүстік Қазақстан,,,,4.9
2018,пайыз,Түркістан,,,,5.2
2018,пайыз,Шығыс Қазақстан,,,,4.8
2018,пайыз,Нұр-Сұлтан қаласы,,,,4.5
2018,пайыз,Алматы қаласы,,,,5.2
2018,пайыз,Шымкент қаласы,,,,5.2
2018,пайыз,,,ерлер,,4.3
2018,пайыз,Ақмола,,ерлер,,4.8
2018,пайыз,Ақтөбе,,ерлер,,4.6
2018,пайыз,Алматы,,ерлер,,3.2
2018,пайыз,Атырау,,ерлер,,4.9
2018,пайыз,Батыс Қазақстан,,ерлер,,4.5
2018,пайыз,Жамбыл,,ерлер,,4.8
2018,пайыз,Қарағанды,,ерлер,,3.4
2018,пайыз,Қостанай,,ерлер,,4.7
2018,пайыз,Қызылорда,,ерлер,,4.7
2018,пайыз,Маңғыстау,,ерлер,,2.8
2018,пайыз,Павлодар,,ерлер,,4.7
2018,пайыз,Солтүстік Қазақстан,,ерлер,,5.0
2018,пайыз,Түркістан,,ерлер,,4.6
2018,пайыз,Шығыс Қазақстан,,ерлер,,4.7
2018,пайыз,Нұр-Сұлтан қаласы,,ерлер,,4.4
2018,пайыз,Алматы қаласы,,ерлер,,4.1
2018,пайыз,Шымкент қаласы,,ерлер,,5.5
2018,пайыз,,,әйелдер,,5.4
2018,пайыз,Ақмола,,әйелдер,,4.7
2018,пайыз,Ақтөбе,,әйелдер,,5.0
2018,пайыз,Алматы,,әйелдер,,6.2
2018,пайыз,Атырау,,әйелдер,,4.9
2018,пайыз,Батыс Қазақстан,,әйелдер,,5.3
2018,пайыз,Жамбыл,,әйелдер,,5.0
2018,пайыз,Қарағанды,,әйелдер,,5.9
2018,пайыз,Қостанай,,әйелдер,,4.9
2018,пайыз,Қызылорда,,әйелдер,,4.9
2018,пайыз,Маңғыстау,,әйелдер,,7.0
2018,пайыз,Павлодар,,әйелдер,,4.8
2018,пайыз,Солтүстік Қазақстан,,әйелдер,,4.7
2018,пайыз,Түркістан,,әйелдер,,5.8
2018,пайыз,Шығыс Қазақстан,,әйелдер,,5.0
2018,пайыз,Нұр-Сұлтан қаласы,,әйелдер,,4.6
2018,пайыз,Алматы қаласы,,әйелдер,,6.2
2018,пайыз,Шымкент қаласы,,әйелдер,,4.9
2018,пайыз,,қала,,,4.9
2018,пайыз,Ақмола,қала,,,4.4
2018,пайыз,Ақтөбе,қала,,,4.7
2018,пайыз,Алматы,қала,,,5.2
2018,пайыз,Атырау,қала,,,4.9
2018,пайыз,Батыс Қазақстан,қала,,,4.7
2018,пайыз,Жамбыл,қала,,,5.5
2018,пайыз,Қарағанды,қала,,,4.8
2018,пайыз,Қостанай,қала,,,5.2
2018,пайыз,Қызылорда,қала,,,4.6
2018,пайыз,Маңғыстау,қала,,,4.9
2018,пайыз,Павлодар,қала,,,4.9
2018,пайыз,Солтүстік Қазақстан,қала,,,4.6
2018,пайыз,Түркістан,қала,,,5.5
2018,пайыз,Шығыс Қазақстан,қала,,,4.8
2018,пайыз,Нұр-Сұлтан қаласы,қала,,,4.5
2018,пайыз,Алматы қаласы,қала,,,5.2
2018,пайыз,Шымкент қаласы,қала,,,5.2
2018,пайыз,,ауыл,,,4.8
2018,пайыз,Ақмола,ауыл,,,5.2
2018,пайыз,Ақтөбе,ауыл,,,5.2
2018,пайыз,Алматы,ауыл,,,4.5
2018,пайыз,Атырау,ауыл,,,4.9
2018,пайыз,Батыс Қазақстан,ауыл,,,5.1
2018,пайыз,Жамбыл,ауыл,,,4.5
2018,пайыз,Қарағанды,ауыл,,,3.7
2018,пайыз,Қостанай,ауыл,,,4.4
2018,пайыз,Қызылорда,ауыл,,,4.9
2018,пайыз,Маңғыстау,ауыл,,,4.8
2018,пайыз,Павлодар,ауыл,,,4.4
2018,пайыз,Солтүстік Қазақстан,ауыл,,,5.0
2018,пайыз,Түркістан,ауыл,,,5.1
2018,пайыз,Шығыс Қазақстан,ауыл,,,4.9
2018,пайыз,,,,16-24,3.7
2018,пайыз,,,,25-28,4.0
2018,пайыз,,,,29-34,7.0
2018,пайыз,,,,35-44,4.3
2018,пайыз,,,,45-54,4.2
2018,пайыз,,,,55-64,5.6
2018,пайыз,Ақмола,,,16-24,2.9
2018,пайыз,Ақмола,,,25-28,2.9
2018,пайыз,Ақмола,,,29-34,5.5
2018,пайыз,Ақмола,,,35-44,5.9
2018,пайыз,Ақмола,,,45-54,6.0
2018,пайыз,Ақмола,,,55-64,3.8
2018,пайыз,Ақтөбе,,,16-24,2.9
2018,пайыз,Ақтөбе,,,25-28,2.9
2018,пайыз,Ақтөбе,,,29-34,5.6
2018,пайыз,Ақтөбе,,,35-44,5.2
2018,пайыз,Ақтөбе,,,45-54,4.9
2018,пайыз,Ақтөбе,,,55-64,5.2
2018,пайыз,Алматы,,,16-24,3.3
2018,пайыз,Алматы,,,25-28,2.6
2018,пайыз,Алматы,,,29-34,7.9
2018,пайыз,Алматы,,,35-44,3.4
2018,пайыз,Алматы,,,45-54,2.6
2018,пайыз,Алматы,,,55-64,9.7
2018,пайыз,Атырау,,,16-24,1.6
2018,пайыз,Атырау,,,25-28,3.1
2018,пайыз,Атырау,,,29-34,6.0
2018,пайыз,Атырау,,,35-44,5.0
