Year,UNIT_MEASURE,Регионы,Местность,Пол,Возраст,Value
2016,процент,Мангистауская,сельское население,,,5.1
2016,процент,Южно-Казахстанская,сельское население,,,5.1
2016,процент,Павлодарская,сельское население,,,4.4
2016,процент,Северо-Казахстанская,сельское население,,,5.1
2016,процент,Восточно-Казахстанская,сельское население,,,4.7
2016,процент,,,,16-24,3.8
2016,процент,,,,25-28,4.3
2016,процент,,,,29-34,7.0
2016,процент,,,,35-44,4.8
2016,процент,,,,45-54,4.6
2016,процент,,,,55-64,4.6
2016,процент,Акмолинская,,,16-24,3.0
2016,процент,Акмолинская,,,25-28,3.6
2016,процент,Акмолинская,,,29-34,5.9
2016,процент,Акмолинская,,,35-44,5.5
2016,процент,Акмолинская,,,45-54,5.6
2016,процент,Акмолинская,,,55-64,4.9
2016,процент,Актюбинская,,,16-24,2.8
2016,процент,Актюбинская,,,25-28,3.0
2016,процент,Актюбинская,,,29-34,5.9
2016,процент,Актюбинская,,,35-44,4.8
2016,процент,Актюбинская,,,45-54,6.4
2016,процент,Актюбинская,,,55-64,3.7
2016,процент,Алматинская,,,16-24,3.3
2016,процент,Алматинская,,,25-28,2.8
2016,процент,Алматинская,,,29-34,7.2
2016,процент,Алматинская,,,35-44,5.9
2016,процент,Алматинская,,,45-54,3.9
2016,процент,Алматинская,,,55-64,6.1
2016,процент,Атырауская,,,16-24,1.6
2016,процент,Атырауская,,,25-28,2.9
2016,процент,Атырауская,,,29-34,7.1
2016,процент,Атырауская,,,35-44,6.0
2016,процент,Атырауская,,,45-54,4.8
2016,процент,Атырауская,,,55-64,7.1
2016,процент,Западно-Казахстанская,,,16-24,4.0
2016,процент,Западно-Казахстанская,,,25-28,3.9
2016,процент,Западно-Казахстанская,,,29-34,6.8
2016,процент,Западно-Казахстанская,,,35-44,5.6
2016,процент,Западно-Казахстанская,,,45-54,4.4
2016,процент,Западно-Казахстанская,,,55-64,4.2
2016,процент,Жымбылская,,,16-24,4.7
2016,процент,Жымбылская,,,25-28,3.7
2016,процент,Жымбылская,,,29-34,7.4
2016,процент,Жымбылская,,,35-44,4.2
2016,процент,Жымбылская,,,45-54,5.4
2016,процент,Жымбылская,,,55-64,2.8
2016,процент,Карагандинская,,,16-24,6.0
2016,процент,Карагандинская,,,25-28,4.4
2016,процент,Карагандинская,,,29-34,5.0
2016,процент,Карагандинская,,,35-44,4.1
2016,процент,Карагандинская,,,45-54,6.2
2016,процент,Карагандинская,,,55-64,4.6
2016,процент,Костанайская,,,16-24,3.3
2016,процент,Костанайская,,,25-28,3.2
2016,процент,Костанайская,,,29-34,10.8
2016,процент,Костанайская,,,35-44,5.9
2016,процент,Костанайская,,,45-54,3.5
2016,процент,Костанайская,,,55-64,1.7
2016,процент,Кызылординская,,,16-24,5.5
2016,процент,Кызылординская,,,25-28,4.0
2016,процент,Кызылординская,,,29-34,8.3
2016,процент,Кызылординская,,,35-44,4.7
2016,процент,Кызылординская,,,45-54,3.4
2016,процент,Кызылординская,,,55-64,2.5
2016,процент,Мангистауская,,,16-24,5.2
2016,процент,Мангистауская,,,25-28,3.9
2016,процент,Мангистауская,,,29-34,7.1
2016,процент,Мангистауская,,,35-44,4.2
2016,процент,Мангистауская,,,45-54,4.9
2016,процент,Мангистауская,,,55-64,2.9
2016,процент,Южно-Казахстанская,,,16-24,1.9
2016,процент,Южно-Казахстанская,,,25-28,5.5
2016,процент,Южно-Казахстанская,,,29-34,7.6
2016,процент,Южно-Казахстанская,,,35-44,4.9
2016,процент,Южно-Казахстанская,,,45-54,4.5
2016,процент,Южно-Казахстанская,,,55-64,5.4
2016,процент,Павлодарская,,,16-24,2.7
2016,процент,Павлодарская,,,25-28,3.3
2016,процент,Павлодарская,,,29-34,6.2
2016,процент,Павлодарская,,,35-44,6.0
2016,процент,Павлодарская,,,45-54,4.5
2016,процент,Павлодарская,,,55-64,3.6
2016,процент,Северо-Казахстанская,,,16-24,4.9
2016,процент,Северо-Казахстанская,,,25-28,1.8
2016,процент,Северо-Казахстанская,,,29-34,10.8
2016,процент,Северо-Казахстанская,,,35-44,4.4
2016,процент,Северо-Казахстанская,,,45-54,4.6
2016,процент,Северо-Казахстанская,,,55-64,2.5
2016,процент,Восточно-Казахстанская,,,16-24,2.3
2016,процент,Восточно-Казахстанская,,,25-28,3.6
2016,процент,Восточно-Казахстанская,,,29-34,9.1
2016,процент,Восточно-Казахстанская,,,35-44,3.4
2016,процент,Восточно-Казахстанская,,,45-54,3.5
2016,процент,Восточно-Казахстанская,,,55-64,6.5
2016,процент,г_Нур-Султан,,,16-24,5.7
2016,процент,г_Нур-Султан,,,25-28,4.3
2016,процент,г_Нур-Султан,,,29-34,3.6
2016,процент,г_Нур-Султан,,,35-44,4.8
2016,процент,г_Нур-Султан,,,45-54,5.0
2016,процент,г_Нур-Султан,,,55-64,4.3
2016,процент,г_Алматы,,,16-24,5.3
2016,процент,г_Алматы,,,25-28,9.7
2016,процент,г_Алматы,,,29-34,5.1
2016,процент,г_Алматы,,,35-44,3.9
2016,процент,г_Алматы,,,45-54,4.6
2016,процент,г_Алматы,,,55-64,6.7
2017,процент,,,,,4.9
2017,процент,Акмолинская,,,,4.8
2017,процент,Актюбинская,,,,4.8
2017,процент,Алматинская,,,,4.7
2017,процент,Атырауская,,,,4.9
2017,процент,Западно-Казахстанская,,,,4.9
2017,процент,Жымбылская,,,,4.9
2017,процент,Карагандинская,,,,4.8
2017,процент,Костанайская,,,,4.8
2017,процент,Кызылординская,,,,4.8
2017,процент,Мангистауская,,,,4.9
2017,процент,Южно-Казахстанская,,,,5.2
2017,процент,Павлодарская,,,,4.8
2017,процент,Северо-Казахстанская,,,,4.9
2017,процент,Восточно-Казахстанская,,,,4.8
2017,процент,г_Нур-Султан,,,,4.6
2017,процент,г_Алматы,,,,5.3
2017,процент,,,мужчины,,4.4
2017,процент,Акмолинская,,мужчины,,5.0
2017,процент,Актюбинская,,мужчины,,4.8
2017,процент,Алматинская,,мужчины,,3.5
2017,процент,Атырауская,,мужчины,,4.9
2017,процент,Западно-Казахстанская,,мужчины,,4.5
2017,процент,Жымбылская,,мужчины,,4.5
2017,процент,Карагандинская,,мужчины,,4.0
2017,процент,Костанайская,,мужчины,,4.6
2017,процент,Кызылординская,,мужчины,,4.6
2017,процент,Мангистауская,,мужчины,,3.0
2017,процент,Южно-Казахстанская,,мужчины,,4.6
2017,процент,Павлодарская,,мужчины,,4.7
2017,процент,Северо-Казахстанская,,мужчины,,5.3
2017,процент,Восточно-Казахстанская,,мужчины,,4.7
2017,процент,г_Нур-Султан,,мужчины,,4.6
2017,процент,г_Алматы,,мужчины,,4.2
2017,процент,,,женщины,,5.4
2017,процент,Акмолинская,,женщины,,4.6
2017,процент,Актюбинская,,женщины,,4.8
2017,процент,Алматинская,,женщины,,6.0
2017,процент,Атырауская,,женщины,,5.0
2017,процент,Западно-Казахстанская,,женщины,,5.3
2017,процент,Жымбылская,,женщины,,5.3
2017,процент,Карагандинская,,женщины,,5.6
2017,процент,Костанайская,,женщины,,5.1
2017,процент,Кызылординская,,женщины,,5.1
2017,процент,Мангистауская,,женщины,,7.1
2017,процент,Южно-Казахстанская,,женщины,,5.9
2017,процент,Павлодарская,,женщины,,4.9
2017,процент,Северо-Казахстанская,,женщины,,4.4
2017,процент,Восточно-Казахстанская,,женщины,,5.0
2017,процент,г_Нур-Султан,,женщины,,4.6
2017,процент,г_Алматы,,женщины,,6.2
2017,процент,,Город,,,5.2
2017,процент,Акмолинская,Город,,,4.5
2017,процент,Актюбинская,Город,,,5.0
2017,процент,Алматинская,Город,,,4.3
2017,процент,Атырауская,Город,,,5.0
2017,процент,Западно-Казахстанская,Город,,,5.0
2017,процент,Жымбылская,Город,,,5.8
2017,процент,Карагандинская,Город,,,5.2
2017,процент,Костанайская,Город,,,5.6
2017,процент,Кызылординская,Город,,,4.6
2017,процент,Мангистауская,Город,,,5.0
2017,процент,Южно-Казахстанская,Город,,,5.5
2017,процент,Павлодарская,Город,,,5.2
2017,процент,Северо-Казахстанская,Город,,,4.8
2017,процент,Восточно-Казахстанская,Город,,,5.1
2017,процент,г_Нур-Султан,Город,,,4.8
2017,процент,г_Алматы,Город,,,5.6
2017,процент,,сельское население,,,5.1
2017,процент,Акмолинская,сельское население,,,5.5
2017,процент,Актюбинская,сельское население,,,5.2
2017,процент,Алматинская,сельское население,,,5.2
2017,процент,Атырауская,сельское население,,,5.4
2017,процент,Западно-Казахстанская,сельское население,,,5.2
2017,процент,Жымбылская,сельское население,,,4.7
2017,процент,Карагандинская,сельское население,,,4.1
2017,процент,Костанайская,сельское население,,,4.5
2017,процент,Кызылординская,сельское население,,,5.5
2017,процент,Мангистауская,сельское население,,,5.2
2017,процент,Южно-Казахстанская,сельское население,,,5.4
2017,процент,Павлодарская,сельское население,,,4.6
2017,процент,Северо-Казахстанская,сельское население,,,5.4
2017,процент,Восточно-Казахстанская,сельское население,,,4.9
2017,процент,,,,16-24,3.8
2017,процент,,,,25-28,4.0
2017,процент,,,,29-34,6.7
2017,процент,,,,35-44,4.6
2017,процент,,,,45-54,4.6
2017,процент,,,,55-64,5.2
2017,процент,Акмолинская,,,16-24,2.9
2017,процент,Акмолинская,,,25-28,3.1
2017,процент,Акмолинская,,,29-34,4.4
2017,процент,Акмолинская,,,35-44,6.3
2017,процент,Акмолинская,,,45-54,6.7
2017,процент,Акмолинская,,,55-64,3.9
2017,процент,Актюбинская,,,16-24,2.5
2017,процент,Актюбинская,,,25-28,3.2
2017,процент,Актюбинская,,,29-34,7.0
2017,процент,Актюбинская,,,35-44,5.0
2017,процент,Актюбинская,,,45-54,4.0
2017,процент,Актюбинская,,,55-64,6.0
2017,процент,Алматинская,,,16-24,3.2
2017,процент,Алматинская,,,25-28,2.7
2017,процент,Алматинская,,,29-34,9.8
2017,процент,Алматинская,,,35-44,4.9
2017,процент,Алматинская,,,45-54,2.8
2017,процент,Алматинская,,,55-64,2.3
2017,процент,Атырауская,,,16-24,1.5
2017,процент,Атырауская,,,25-28,2.9
2017,процент,Атырауская,,,29-34,8.5
2017,процент,Атырауская,,,35-44,4.6
2017,процент,Атырауская,,,45-54,5.2
2017,процент,Атырауская,,,55-64,6.1
2017,процент,Западно-Казахстанская,,,16-24,4.0
2017,процент,Западно-Казахстанская,,,25-28,3.9
2017,процент,Западно-Казахстанская,,,29-34,5.7
2017,процент,Западно-Казахстанская,,,35-44,5.3
2017,процент,Западно-Казахстанская,,,45-54,4.5
2017,процент,Западно-Казахстанская,,,55-64,5.5
2017,процент,Жымбылская,,,16-24,2.8
2017,процент,Жымбылская,,,25-28,2.1
2017,процент,Жымбылская,,,29-34,10.4
2017,процент,Жымбылская,,,35-44,4.7
2017,процент,Жымбылская,,,45-54,5.4
2017,процент,Жымбылская,,,55-64,6.2
2017,процент,Карагандинская,,,16-24,5.8
2017,процент,Карагандинская,,,25-28,4.2
2017,процент,Карагандинская,,,29-34,4.5
2017,процент,Карагандинская,,,35-44,4.6
2017,процент,Карагандинская,,,45-54,4.5
2017,процент,Карагандинская,,,55-64,6.1
2017,процент,Костанайская,,,16-24,3.1
2017,процент,Костанайская,,,25-28,2.9
2017,процент,Костанайская,,,29-34,10.3
2017,процент,Костанайская,,,35-44,5.5
2017,процент,Костанайская,,,45-54,2.5
2017,процент,Костанайская,,,55-64,2.1
2017,процент,Кызылординская,,,16-24,5.3
2017,процент,Кызылординская,,,25-28,3.0
2017,процент,Кызылординская,,,29-34,8.9
2017,процент,Кызылординская,,,35-44,4.5
2017,процент,Кызылординская,,,45-54,2.9
2017,процент,Кызылординская,,,55-64,3.0
2017,процент,Мангистауская,,,16-24,4.0
2017,процент,Мангистауская,,,25-28,3.6
2017,процент,Мангистауская,,,29-34,5.7
2017,процент,Мангистауская,,,35-44,5.8
2017,процент,Мангистауская,,,45-54,4.7
2017,процент,Мангистауская,,,55-64,2.8
2017,процент,Южно-Казахстанская,,,16-24,3.5
2017,процент,Южно-Казахстанская,,,25-28,4.7
2017,процент,Южно-Казахстанская,,,29-34,7.0
2017,процент,Южно-Казахстанская,,,35-44,4.7
2017,процент,Южно-Казахстанская,,,45-54,3.8
2017,процент,Южно-Казахстанская,,,55-64,8.8
2017,процент,Павлодарская,,,16-24,3.1
2017,процент,Павлодарская,,,25-28,3.4
2017,процент,Павлодарская,,,29-34,5.6
2017,процент,Павлодарская,,,35-44,4.1
2017,процент,Павлодарская,,,45-54,6.6
2017,процент,Павлодарская,,,55-64,3.9
2017,процент,Северо-Казахстанская,,,16-24,4.2
2017,процент,Северо-Казахстанская,,,25-28,1.4
2017,процент,Северо-Казахстанская,,,29-34,6.6
2017,процент,Северо-Казахстанская,,,35-44,5.0
2017,процент,Северо-Казахстанская,,,45-54,6.6
2017,процент,Северо-Казахстанская,,,55-64,3.4
2017,процент,Восточно-Казахстанская,,,16-24,3.1
2017,процент,Восточно-Казахстанская,,,25-28,4.5
2017,процент,Восточно-Казахстанская,,,29-34,6.4
2017,процент,Восточно-Казахстанская,,,35-44,4.0
2017,процент,Восточно-Казахстанская,,,45-54,4.2
2017,процент,Восточно-Казахстанская,,,55-64,6.6
2017,процент,г_Нур-Султан,,,16-24,4.7
2017,процент,г_Нур-Султан,,,25-28,4.3
2017,процент,г_Нур-Султан,,,29-34,1.6
2017,процент,г_Нур-Султан,,,35-44,3.2
2017,процент,г_Нур-Султан,,,45-54,9.3
2017,процент,г_Нур-Султан,,,55-64,8.6
2017,процент,г_Алматы,,,16-24,5.3
2017,процент,г_Алматы,,,25-28,8.4
2017,процент,г_Алматы,,,29-34,5.3
2017,процент,г_Алматы,,,35-44,3.4
2017,процент,г_Алматы,,,45-54,5.0
2017,процент,г_Алматы,,,55-64,7.6
2018,процент,,,,,4.9
2018,процент,Акмолинская,,,,4.8
2018,процент,Актюбинская,,,,4.8
2018,процент,Алматинская,,,,4.7
2018,процент,Атырауская,,,,4.9
2018,процент,Западно-Казахстанская,,,,4.9
2018,процент,Жымбылская,,,,4.9
2018,процент,Карагандинская,,,,4.6
2018,процент,Костанайская,,,,4.8
2018,процент,Кызылординская,,,,4.8
2018,процент,Мангистауская,,,,4.8
2018,процент,Павлодарская,,,,4.8
2018,процент,Северо-Казахстанская,,,,4.9
2018,процент,Туркестанская,,,,5.2
2018,процент,Восточно-Казахстанская,,,,4.8
2018,процент,г_Нур-Султан,,,,4.5
2018,процент,г_Алматы,,,,5.2
2018,процент,г_Шымкент,,,,5.2
2018,процент,,,мужчины,,4.3
2018,процент,Акмолинская,,мужчины,,4.8
2018,процент,Актюбинская,,мужчины,,4.6
2018,процент,Алматинская,,мужчины,,3.2
2018,процент,Атырауская,,мужчины,,4.9
2018,процент,Западно-Казахстанская,,мужчины,,4.5
2018,процент,Жымбылская,,мужчины,,4.8
2018,процент,Карагандинская,,мужчины,,3.4
2018,процент,Костанайская,,мужчины,,4.7
2018,процент,Кызылординская,,мужчины,,4.7
2018,процент,Мангистауская,,мужчины,,2.8
2018,процент,Павлодарская,,мужчины,,4.7
2018,процент,Северо-Казахстанская,,мужчины,,5.0
2018,процент,Туркестанская,,мужчины,,4.6
2018,процент,Восточно-Казахстанская,,мужчины,,4.7
2018,процент,г_Нур-Султан,,мужчины,,4.4
2018,процент,г_Алматы,,мужчины,,4.1
2018,процент,г_Шымкент,,мужчины,,5.5
2018,процент,,,женщины,,5.4
2018,процент,Акмолинская,,женщины,,4.7
2018,процент,Актюбинская,,женщины,,5.0
2018,процент,Алматинская,,женщины,,6.2
2018,процент,Атырауская,,женщины,,4.9
2018,процент,Западно-Казахстанская,,женщины,,5.3
2018,процент,Жымбылская,,женщины,,5.0
2018,процент,Карагандинская,,женщины,,5.9
2018,процент,Костанайская,,женщины,,4.9
2018,процент,Кызылординская,,женщины,,4.9
2018,процент,Мангистауская,,женщины,,7.0
2018,процент,Павлодарская,,женщины,,4.8
2018,процент,Северо-Казахстанская,,женщины,,4.7
2018,процент,Туркестанская,,женщины,,5.8
2018,процент,Восточно-Казахстанская,,женщины,,5.0
2018,процент,г_Нур-Султан,,женщины,,4.6
2018,процент,г_Алматы,,женщины,,6.2
2018,процент,г_Шымкент,,женщины,,4.9
2018,процент,,Город,,,4.9
2018,процент,Акмолинская,Город,,,4.4
2018,процент,Актюбинская,Город,,,4.7
2018,процент,Алматинская,Город,,,5.2
2018,процент,Атырауская,Город,,,4.9
2018,процент,Западно-Казахстанская,Город,,,4.7
2018,процент,Жымбылская,Город,,,5.5
2018,процент,Карагандинская,Город,,,4.8
2018,процент,Костанайская,Город,,,5.2
2018,процент,Кызылординская,Город,,,4.6
2018,процент,Мангистауская,Город,,,4.9
2018,процент,Павлодарская,Город,,,4.9
2018,процент,Северо-Казахстанская,Город,,,4.6
2018,процент,Туркестанская,Город,,,5.5
2018,процент,Восточно-Казахстанская,Город,,,4.8
2018,процент,г_Нур-Султан,Город,,,4.5
2018,процент,г_Алматы,Город,,,5.2
2018,процент,г_Шымкент,Город,,,5.2
2018,процент,,сельское население,,,4.8
2018,процент,Акмолинская,сельское население,,,5.2
2018,процент,Актюбинская,сельское население,,,5.2
2018,процент,Алматинская,сельское население,,,4.5
2018,процент,Атырауская,сельское население,,,4.9
2018,процент,Западно-Казахстанская,сельское население,,,5.1
2018,процент,Жымбылская,сельское население,,,4.5
2018,процент,Карагандинская,сельское население,,,3.7
2018,процент,Костанайская,сельское население,,,4.4
2018,процент,Кызылординская,сельское население,,,4.9
2018,процент,Мангистауская,сельское население,,,4.8
2018,процент,Павлодарская,сельское население,,,4.4
2018,процент,Северо-Казахстанская,сельское население,,,5.0
2018,процент,Туркестанская,сельское население,,,5.1
2018,процент,Восточно-Казахстанская,сельское население,,,4.9
2018,процент,,,,16-24,3.7
2018,процент,,,,25-28,4.0
2018,процент,,,,29-34,7.0
2018,процент,,,,35-44,4.3
2018,процент,,,,45-54,4.2
2018,процент,,,,55-64,5.6
2018,процент,Акмолинская,,,16-24,2.9
2018,процент,Акмолинская,,,25-28,2.9
2018,процент,Акмолинская,,,29-34,5.5
2018,процент,Акмолинская,,,35-44,5.9
2018,процент,Акмолинская,,,45-54,6.0
2018,процент,Акмолинская,,,55-64,3.8
2018,процент,Актюбинская,,,16-24,2.9
2018,процент,Актюбинская,,,25-28,2.9
2018,процент,Актюбинская,,,29-34,5.6
2018,процент,Актюбинская,,,35-44,5.2
2018,процент,Актюбинская,,,45-54,4.9
2018,процент,Актюбинская,,,55-64,5.2
2018,процент,Алматинская,,,16-24,3.3
2018,процент,Алматинская,,,25-28,2.6
2018,процент,Алматинская,,,29-34,7.9
2018,процент,Алматинская,,,35-44,3.4
2018,процент,Алматинская,,,45-54,2.6
2018,процент,Алматинская,,,55-64,9.7
2018,процент,Атырауская,,,16-24,1.6
2018,процент,Атырауская,,,25-28,3.1
2018,процент,Атырауская,,,29-34,6.0
2018,процент,Атырауская,,,35-44,5.0
2018,процент,Атырауская,,,45-54,5.7
2018,процент,Атырауская,,,55-64,7.2
2018,процент,Западно-Казахстанская,,,16-24,3.9
2018,процент,Западно-Казахстанская,,,25-28,3.8
2018,процент,Западно-Казахстанская,,,29-34,6.1
2018,процент,Западно-Казахстанская,,,35-44,4.7
2018,процент,Западно-Казахстанская,,,45-54,4.7
2018,процент,Западно-Казахстанская,,,55-64,5.9
2018,процент,Жымбылская,,,16-24,2.9
2018,процент,Жымбылская,,,25-28,2.9
2018,процент,Жымбылская,,,29-34,7.5
2018,процент,Жымбылская,,,35-44,5.4
2018,процент,Жымбылская,,,45-54,4.0
2018,процент,Жымбылская,,,55-64,7.0
2018,процент,Карагандинская,,,16-24,5.7
2018,процент,Карагандинская,,,25-28,4.2
2018,процент,Карагандинская,,,29-34,3.7
2018,процент,Карагандинская,,,35-44,3.8
2018,процент,Карагандинская,,,45-54,4.8
2018,процент,Карагандинская,,,55-64,7.4
2018,процент,Костанайская,,,16-24,3.0
2018,процент,Костанайская,,,25-28,3.2
2018,процент,Костанайская,,,29-34,10.0
2018,процент,Костанайская,,,35-44,6.0
2018,процент,Костанайская,,,45-54,2.7
2018,процент,Костанайская,,,55-64,1.7
2018,процент,Кызылординская,,,16-24,4.5
2018,процент,Кызылординская,,,25-28,3.8
2018,процент,Кызылординская,,,29-34,5.7
2018,процент,Кызылординская,,,35-44,4.8
2018,процент,Кызылординская,,,45-54,5.4
2018,процент,Кызылординская,,,55-64,3.2
2018,процент,Мангистауская,,,16-24,3.2
2018,процент,Мангистауская,,,25-28,2.7
2018,процент,Мангистауская,,,29-34,6.6
2018,процент,Мангистауская,,,35-44,6.1
2018,процент,Мангистауская,,,45-54,3.7
2018,процент,Мангистауская,,,55-64,3.2
2018,процент,Павлодарская,,,16-24,3.2
2018,процент,Павлодарская,,,25-28,3.9
2018,процент,Павлодарская,,,29-34,6.2
2018,процент,Павлодарская,,,35-44,4.7
2018,процент,Павлодарская,,,45-54,4.5
2018,процент,Павлодарская,,,55-64,4.6
2018,процент,Северо-Казахстанская,,,16-24,4.0
2018,процент,Северо-Казахстанская,,,25-28,2.3
2018,процент,Северо-Казахстанская,,,29-34,6.0
2018,процент,Северо-Казахстанская,,,35-44,5.4
2018,процент,Северо-Казахстанская,,,45-54,6.3
2018,процент,Северо-Казахстанская,,,55-64,3.3
2018,процент,Туркестанская,,,16-24,2.1
2018,процент,Туркестанская,,,25-28,4.0
2018,процент,Туркестанская,,,29-34,8.4
2018,процент,Туркестанская,,,35-44,4.4
2018,процент,Туркестанская,,,45-54,4.5
2018,процент,Туркестанская,,,55-64,4.8
2018,процент,Восточно-Казахстанская,,,16-24,3.7
2018,процент,Восточно-Казахстанская,,,25-28,3.9
2018,процент,Восточно-Казахстанская,,,29-34,9.7
2018,процент,Восточно-Казахстанская,,,35-44,3.9
2018,процент,Восточно-Казахстанская,,,45-54,3.2
2018,процент,Восточно-Казахстанская,,,55-64,5.2
2018,процент,г_Нур-Султан,,,16-24,4.5
2018,процент,г_Нур-Султан,,,25-28,4.6
2018,процент,г_Нур-Султан,,,29-34,6.9
2018,процент,г_Нур-Султан,,,35-44,3.1
2018,процент,г_Нур-Султан,,,45-54,3.2
2018,процент,г_Нур-Султан,,,55-64,4.3
2018,процент,г_Алматы,,,16-24,5.2
2018,процент,г_Алматы,,,25-28,8.0
2018,процент,г_Алматы,,,29-34,6.5
2018,процент,г_Алматы,,,35-44,3.1
2018,процент,г_Алматы,,,45-54,4.7
2018,процент,г_Алматы,,,55-64,5.7
2018,процент,г_Шымкент,,,16-24,3.7
2018,процент,г_Шымкент,,,25-28,4.5
2018,процент,г_Шымкент,,,29-34,7.7
2018,процент,г_Шымкент,,,35-44,2.8
2018,процент,г_Шымкент,,,45-54,4.7
2018,процент,г_Шымкент,,,55-64,8.8
2019,процент,,,,,4.8
2019,процент,Акмолинская,,,,4.7
2019,процент,Актюбинская,,,,4.8
2019,процент,Алматинская,,,,4.6
2019,процент,Атырауская,,,,4.8
2019,процент,Западно-Казахстанская,,,,4.8
2019,процент,Жымбылская,,,,4.8
2019,процент,Карагандинская,,,,4.4
2019,процент,Костанайская,,,,4.7
2019,процент,Кызылординская,,,,4.8
2019,процент,Мангистауская,,,,4.8
2019,процент,Павлодарская,,,,4.7
2019,процент,Северо-Казахстанская,,,,4.8
2019,процент,Туркестанская,,,,5.1
2019,процент,Восточно-Казахстанская,,,,4.8
2019,процент,г_Нур-Султан,,,,4.4
2019,процент,г_Алматы,,,,5.1
2019,процент,г_Шымкент,,,,5.1
2019,процент,,,мужчины,,4.3
2019,процент,Акмолинская,,мужчины,,4.7
2019,процент,Актюбинская,,мужчины,,5.2
2019,процент,Алматинская,,мужчины,,3.3
2019,процент,Атырауская,,мужчины,,4.8
2019,процент,Западно-Казахстанская,,мужчины,,4.6
2019,процент,Жымбылская,,мужчины,,4.6
2019,процент,Карагандинская,,мужчины,,3.3
2019,процент,Костанайская,,мужчины,,4.6
2019,процент,Кызылординская,,мужчины,,4.8
2019,процент,Мангистауская,,мужчины,,3.3
2019,процент,Павлодарская,,мужчины,,4.6
2019,процент,Северо-Казахстанская,,мужчины,,5.0
2019,процент,Туркестанская,,мужчины,,4.7
2019,процент,Восточно-Казахстанская,,мужчины,,4.3
2019,процент,г_Нур-Султан,,мужчины,,4.2
2019,процент,г_Алматы,,мужчины,,4.3
2019,процент,г_Шымкент,,мужчины,,4.9
2019,процент,,,женщины,,5.3
2019,процент,Акмолинская,,женщины,,4.8
2019,процент,Актюбинская,,женщины,,4.3
2019,процент,Алматинская,,женщины,,5.9
2019,процент,Атырауская,,женщины,,4.9
2019,процент,Западно-Казахстанская,,женщины,,5.1
2019,процент,Жымбылская,,женщины,,5.0
2019,процент,Карагандинская,,женщины,,5.6
2019,процент,Костанайская,,женщины,,4.8
2019,процент,Кызылординская,,женщины,,4.9
2019,процент,Мангистауская,,женщины,,6.6
2019,процент,Павлодарская,,женщины,,4.8
2019,процент,Северо-Казахстанская,,женщины,,4.6
2019,процент,Туркестанская,,женщины,,5.5
2019,процент,Восточно-Казахстанская,,женщины,,5.4
2019,процент,г_Нур-Султан,,женщины,,4.6
2019,процент,г_Алматы,,женщины,,5.8
2019,процент,г_Шымкент,,женщины,,5.4
2019,процент,,Город,,,4.8
2019,процент,Акмолинская,Город,,,4.3
2019,процент,Актюбинская,Город,,,4.7
2019,процент,Алматинская,Город,,,5.0
2019,процент,Атырауская,Город,,,4.5
2019,процент,Западно-Казахстанская,Город,,,4.8
2019,процент,Жымбылская,Город,,,5.3
2019,процент,Карагандинская,Город,,,4.6
2019,процент,Костанайская,Город,,,5.2
2019,процент,Кызылординская,Город,,,4.6
2019,процент,Мангистауская,Город,,,4.7
2019,процент,Павлодарская,Город,,,4.8
2019,процент,Северо-Казахстанская,Город,,,4.7
2019,процент,Туркестанская,Город,,,4.6
2019,процент,Восточно-Казахстанская,Город,,,4.6
2019,процент,г_Нур-Султан,Город,,,4.4
2019,процент,г_Алматы,Город,,,5.1
2019,процент,г_Шымкент,Город,,,5.1
2019,процент,,сельское население,,,4.8
2019,процент,Акмолинская,сельское население,,,5.1
2019,процент,Актюбинская,сельское население,,,4.9
2019,процент,Алматинская,сельское население,,,4.5
2019,процент,Атырауская,сельское население,,,5.2
2019,процент,Западно-Казахстанская,сельское население,,,4.9
2019,процент,Жымбылская,сельское население,,,4.4
2019,процент,Карагандинская,сельское население,,,3.6
2019,процент,Костанайская,сельское население,,,4.3
2019,процент,Кызылординская,сельское население,,,5.0
2019,процент,Мангистауская,сельское население,,,4.9
2019,процент,Павлодарская,сельское население,,,4.3
2019,процент,Северо-Казахстанская,сельское население,,,5.0
2019,процент,Туркестанская,сельское население,,,5.2
2019,процент,Восточно-Казахстанская,сельское население,,,5.2
2019,процент,,,,16-24,3.6
2019,процент,,,,25-28,3.9
2019,процент,,,,29-34,6.7
2019,процент,,,,35-44,4.5
2019,процент,,,,45-54,4.3
2019,процент,,,,55-64,5.1
2019,процент,Акмолинская,,,16-24,2.9
2019,процент,Акмолинская,,,25-28,3.0
2019,процент,Акмолинская,,,29-34,6.2
2019,процент,Акмолинская,,,35-44,5.7
2019,процент,Акмолинская,,,45-54,5.9
2019,процент,Акмолинская,,,55-64,3.0
2019,процент,Актюбинская,,,16-24,3.6
2019,процент,Актюбинская,,,25-28,3.0
2019,процент,Актюбинская,,,29-34,6.0
2019,процент,Актюбинская,,,35-44,4.1
2019,процент,Актюбинская,,,45-54,4.6
2019,процент,Актюбинская,,,55-64,6.9
2019,процент,Алматинская,,,16-24,3.2
2019,процент,Алматинская,,,25-28,2.6
2019,процент,Алматинская,,,29-34,6.8
2019,процент,Алматинская,,,35-44,3.6
2019,процент,Алматинская,,,45-54,2.2
2019,процент,Алматинская,,,55-64,11.1
2019,процент,Атырауская,,,16-24,1.6
2019,процент,Атырауская,,,25-28,3.4
