Year,UNIT_MEASURE,Регионы,Местность,Возраст,Value
2017,процент,Павлодарская,,55-64,36.0
2017,процент,Павлодарская,,65 и старше,0.0
2017,процент,Северо-Казахстанская,,16-24,7.9
2017,процент,Северо-Казахстанская,,25-28,24.7
2017,процент,Северо-Казахстанская,,29-34,32.3
2017,процент,Северо-Казахстанская,,35-44,37.9
2017,процент,Северо-Казахстанская,,45-54,37.3
2017,процент,Северо-Казахстанская,,55-64,27.4
2017,процент,Северо-Казахстанская,,65 и старше,14.4
2017,процент,Восточно-Казахстанская,,16-24,67.7
2017,процент,Восточно-Казахстанская,,25-28,54.5
2017,процент,Восточно-Казахстанская,,29-34,35.2
2017,процент,Восточно-Казахстанская,,35-44,46.5
2017,процент,Восточно-Казахстанская,,45-54,39.0
2017,процент,Восточно-Казахстанская,,55-64,30.4
2017,процент,Восточно-Казахстанская,,65 и старше,12.5
2017,процент,г_Нур-Султан,,16-24,62.5
2017,процент,г_Нур-Султан,,25-28,25.4
2017,процент,г_Нур-Султан,,29-34,58.1
2017,процент,г_Нур-Султан,,35-44,29.8
2017,процент,г_Нур-Султан,,45-54,42.1
2017,процент,г_Нур-Султан,,55-64,51.1
2017,процент,г_Нур-Султан,,65 и старше,66.7
2017,процент,г_Алматы,,16-24,39.2
2017,процент,г_Алматы,,25-28,34.3
2017,процент,г_Алматы,,29-34,36.5
2017,процент,г_Алматы,,35-44,32.4
2017,процент,г_Алматы,,45-54,39.2
2017,процент,г_Алматы,,55-64,38.4
2017,процент,г_Алматы,,65 и старше,42.5
2018,процент,,,,41.2
2018,процент,Акмолинская,,,45.7
2018,процент,Актюбинская,,,33.7
2018,процент,Алматинская,,,39.3
2018,процент,Атырауская,,,35.6
2018,процент,Западно-Казахстанская,,,36.4
2018,процент,Жымбылская,,,40.7
2018,процент,Карагандинская,,,36.3
2018,процент,Костанайская,,,42.9
2018,процент,Кызылординская,,,37.2
2018,процент,Мангистауская,,,37.4
2018,процент,Павлодарская,,,40.2
2018,процент,Северо-Казахстанская,,,39.3
2018,процент,Туркестанская,,,40.3
2018,процент,Восточно-Казахстанская,,,45.1
2018,процент,г_Нур-Султан,,,43.3
2018,процент,г_Алматы,,,43.2
2018,процент,г_Шымкент,,,46.7
2018,процент,,Город,,41.7
2018,процент,Акмолинская,Город,,45.8
2018,процент,Актюбинская,Город,,34.1
2018,процент,Алматинская,Город,,38.0
2018,процент,Атырауская,Город,,33.8
2018,процент,Западно-Казахстанская,Город,,36.9
2018,процент,Жымбылская,Город,,42.6
2018,процент,Карагандинская,Город,,37.0
2018,процент,Костанайская,Город,,42.5
2018,процент,Кызылординская,Город,,38.2
2018,процент,Мангистауская,Город,,36.6
2018,процент,Павлодарская,Город,,40.1
2018,процент,Северо-Казахстанская,Город,,43.1
2018,процент,Туркестанская,Город,,37.9
2018,процент,Восточно-Казахстанская,Город,,46.7
2018,процент,г_Нур-Султан,Город,,43.3
2018,процент,г_Алматы,Город,,43.2
2018,процент,г_Шымкент,Город,,46.7
2018,процент,,сельское население,,39.5
2018,процент,Акмолинская,сельское население,,45.6
2018,процент,Актюбинская,сельское население,,32.4
2018,процент,Алматинская,сельское население,,39.8
2018,процент,Атырауская,сельское население,,43.0
2018,процент,Западно-Казахстанская,сельское население,,35.6
2018,процент,Жымбылская,сельское население,,36.2
2018,процент,Карагандинская,сельское население,,33.6
2018,процент,Костанайская,сельское население,,43.7
2018,процент,Кызылординская,сельское население,,34.9
2018,процент,Мангистауская,сельское население,,38.9
2018,процент,Павлодарская,сельское население,,40.7
2018,процент,Северо-Казахстанская,сельское население,,34.1
2018,процент,Туркестанская,сельское население,,41.0
2018,процент,Восточно-Казахстанская,сельское население,,41.5
2018,процент,,,16-24,45.2
2018,процент,,,25-28,42.0
2018,процент,,,29-34,37.2
2018,процент,,,35-44,41.7
2018,процент,,,45-54,44.5
2018,процент,,,55-64,37.8
2018,процент,,,65 и старше,32.7
2018,процент,Акмолинская,,16-24,38.3
2018,процент,Акмолинская,,25-28,44.1
2018,процент,Акмолинская,,29-34,47.2
2018,процент,Акмолинская,,35-44,45.2
2018,процент,Акмолинская,,45-54,48.1
2018,процент,Акмолинская,,55-64,47.0
2018,процент,Актюбинская,,16-24,32.6
2018,процент,Актюбинская,,25-28,21.4
2018,процент,Актюбинская,,29-34,23.1
2018,процент,Актюбинская,,35-44,32.4
2018,процент,Актюбинская,,45-54,46.5
2018,процент,Актюбинская,,55-64,46.4
2018,процент,Актюбинская,,65 и старше,0.0
2018,процент,Алматинская,,16-24,46.5
2018,процент,Алматинская,,25-28,37.9
2018,процент,Алматинская,,29-34,39.0
2018,процент,Алматинская,,35-44,41.6
2018,процент,Алматинская,,45-54,37.9
2018,процент,Алматинская,,55-64,35.8
2018,процент,Алматинская,,65 и старше,0.0
2018,процент,Атырауская,,16-24,23.0
2018,процент,Атырауская,,25-28,61.6
2018,процент,Атырауская,,29-34,24.6
2018,процент,Атырауская,,35-44,35.7
2018,процент,Атырауская,,45-54,41.4
2018,процент,Атырауская,,55-64,38.1
2018,процент,Атырауская,,65 и старше,0.0
2018,процент,Западно-Казахстанская,,16-24,56.1
2018,процент,Западно-Казахстанская,,25-28,36.8
2018,процент,Западно-Казахстанская,,29-34,47.3
2018,процент,Западно-Казахстанская,,35-44,34.2
2018,процент,Западно-Казахстанская,,45-54,31.6
2018,процент,Западно-Казахстанская,,55-64,32.0
2018,процент,Жымбылская,,16-24,23.6
2018,процент,Жымбылская,,25-28,35.5
2018,процент,Жымбылская,,29-34,39.6
2018,процент,Жымбылская,,35-44,46.8
2018,процент,Жымбылская,,45-54,47.8
2018,процент,Жымбылская,,55-64,23.1
2018,процент,Карагандинская,,16-24,36.1
2018,процент,Карагандинская,,25-28,31.9
2018,процент,Карагандинская,,29-34,36.1
2018,процент,Карагандинская,,35-44,40.1
2018,процент,Карагандинская,,45-54,37.6
2018,процент,Карагандинская,,55-64,29.1
2018,процент,Карагандинская,,65 и старше,37.8
2018,процент,Костанайская,,16-24,48.6
2018,процент,Костанайская,,25-28,44.5
2018,процент,Костанайская,,29-34,35.0
2018,процент,Костанайская,,35-44,45.3
2018,процент,Костанайская,,45-54,47.9
2018,процент,Костанайская,,55-64,37.4
2018,процент,Костанайская,,65 и старше,48.6
2018,процент,Кызылординская,,16-24,47.8
2018,процент,Кызылординская,,25-28,33.9
2018,процент,Кызылординская,,29-34,32.1
2018,процент,Кызылординская,,35-44,35.8
2018,процент,Кызылординская,,45-54,47.3
2018,процент,Кызылординская,,55-64,31.8
2018,процент,Мангистауская,,16-24,35.2
2018,процент,Мангистауская,,25-28,47.8
2018,процент,Мангистауская,,29-34,30.8
2018,процент,Мангистауская,,35-44,39.7
2018,процент,Мангистауская,,45-54,40.9
2018,процент,Мангистауская,,55-64,27.0
2018,процент,Павлодарская,,16-24,63.4
2018,процент,Павлодарская,,25-28,45.8
2018,процент,Павлодарская,,29-34,36.1
2018,процент,Павлодарская,,35-44,34.1
2018,процент,Павлодарская,,45-54,50.2
2018,процент,Павлодарская,,55-64,32.8
2018,процент,Павлодарская,,65 и старше,0.0
2018,процент,Северо-Казахстанская,,16-24,50.1
2018,процент,Северо-Казахстанская,,25-28,38.7
2018,процент,Северо-Казахстанская,,29-34,29.1
2018,процент,Северо-Казахстанская,,35-44,49.0
2018,процент,Северо-Казахстанская,,45-54,42.3
2018,процент,Северо-Казахстанская,,55-64,32.6
2018,процент,Северо-Казахстанская,,65 и старше,42.6
2018,процент,Туркестанская,,16-24,46.9
2018,процент,Туркестанская,,25-28,54.7
2018,процент,Туркестанская,,29-34,29.5
2018,процент,Туркестанская,,35-44,26.1
2018,процент,Туркестанская,,45-54,64.4
2018,процент,Туркестанская,,55-64,41.3
2018,процент,Восточно-Казахстанская,,16-24,77.1
2018,процент,Восточно-Казахстанская,,25-28,63.3
2018,процент,Восточно-Казахстанская,,29-34,44.3
2018,процент,Восточно-Казахстанская,,35-44,28.5
2018,процент,Восточно-Казахстанская,,45-54,48.4
2018,процент,Восточно-Казахстанская,,55-64,42.7
2018,процент,Восточно-Казахстанская,,65 и старше,17.6
2018,процент,г_Нур-Султан,,16-24,42.8
2018,процент,г_Нур-Султан,,25-28,41.5
2018,процент,г_Нур-Султан,,29-34,44.3
2018,процент,г_Нур-Султан,,35-44,44.0
2018,процент,г_Нур-Султан,,45-54,44.6
2018,процент,г_Нур-Султан,,55-64,35.9
2018,процент,г_Нур-Султан,,65 и старше,46.3
2018,процент,г_Алматы,,16-24,45.3
2018,процент,г_Алматы,,25-28,39.4
2018,процент,г_Алматы,,29-34,39.3
2018,процент,г_Алматы,,35-44,43.2
2018,процент,г_Алматы,,45-54,44.6
2018,процент,г_Алматы,,55-64,50.4
2018,процент,г_Алматы,,65 и старше,39.1
2018,процент,г_Шымкент,,16-24,31.4
2018,процент,г_Шымкент,,25-28,38.3
2018,процент,г_Шымкент,,29-34,18.8
2018,процент,г_Шымкент,,35-44,74.2
2018,процент,г_Шымкент,,45-54,43.2
2018,процент,г_Шымкент,,55-64,32.2
2019,процент,,,,43.0
2019,процент,Акмолинская,,,43.5
2019,процент,Актюбинская,,,27.3
2019,процент,Алматинская,,,43.6
2019,процент,Атырауская,,,41.3
2019,процент,Западно-Казахстанская,,,38.9
2019,процент,Жымбылская,,,35.2
2019,процент,Карагандинская,,,34.4
2019,процент,Костанайская,,,40.1
2019,процент,Кызылординская,,,44.4
2019,процент,Мангистауская,,,34.5
2019,процент,Павлодарская,,,45.0
2019,процент,Северо-Казахстанская,,,40.8
2019,процент,Туркестанская,,,34.7
2019,процент,Восточно-Казахстанская,,,44.5
2019,процент,г_Нур-Султан,,,52.1
2019,процент,г_Алматы,,,48.1
2019,процент,г_Шымкент,,,38.3
2019,процент,,Город,,43.9
2019,процент,Акмолинская,Город,,45.6
2019,процент,Актюбинская,Город,,22.6
2019,процент,Алматинская,Город,,41.0
2019,процент,Атырауская,Город,,36.8
2019,процент,Западно-Казахстанская,Город,,41.1
2019,процент,Жымбылская,Город,,37.3
2019,процент,Карагандинская,Город,,34.6
2019,процент,Костанайская,Город,,38.2
2019,процент,Кызылординская,Город,,50.0
2019,процент,Мангистауская,Город,,33.2
2019,процент,Павлодарская,Город,,45.9
2019,процент,Северо-Казахстанская,Город,,44.9
2019,процент,Туркестанская,Город,,27.5
2019,процент,Восточно-Казахстанская,Город,,45.0
2019,процент,г_Нур-Султан,Город,,52.1
2019,процент,г_Алматы,Город,,48.1
2019,процент,г_Шымкент,Город,,38.3
2019,процент,,сельское население,,40.0
2019,процент,Акмолинская,сельское население,,40.7
2019,процент,Актюбинская,сельское население,,39.7
2019,процент,Алматинская,сельское население,,44.5
2019,процент,Атырауская,сельское население,,48.5
2019,процент,Западно-Казахстанская,сельское население,,35.4
2019,процент,Жымбылская,сельское население,,26.5
2019,процент,Карагандинская,сельское население,,33.5
2019,процент,Костанайская,сельское население,,42.4
2019,процент,Кызылординская,сельское население,,33.2
2019,процент,Мангистауская,сельское население,,37.4
2019,процент,Павлодарская,сельское население,,41.7
2019,процент,Северо-Казахстанская,сельское население,,35.9
2019,процент,Туркестанская,сельское население,,36.6
2019,процент,Восточно-Казахстанская,сельское население,,43.4
2019,процент,,,16-24,42.4
2019,процент,,,25-28,47.7
2019,процент,,,29-34,41.2
2019,процент,,,35-44,41.3
2019,процент,,,45-54,46.9
2019,процент,,,55-64,39.8
2019,процент,,,65 и старше,42.5
2019,процент,Акмолинская,,16-24,41.6
2019,процент,Акмолинская,,25-28,43.2
2019,процент,Акмолинская,,29-34,40.2
2019,процент,Акмолинская,,35-44,41.4
2019,процент,Акмолинская,,45-54,50.7
2019,процент,Акмолинская,,55-64,42.2
2019,процент,Акмолинская,,65 и старше,37.0
2019,процент,Актюбинская,,16-24,11.0
2019,процент,Актюбинская,,25-28,15.7
2019,процент,Актюбинская,,29-34,19.4
2019,процент,Актюбинская,,35-44,26.7
2019,процент,Актюбинская,,45-54,37.1
2019,процент,Актюбинская,,55-64,34.1
2019,процент,Актюбинская,,65 и старше,100.0
2019,процент,Алматинская,,16-24,41.7
2019,процент,Алматинская,,25-28,38.2
2019,процент,Алматинская,,29-34,38.8
2019,процент,Алматинская,,35-44,45.4
2019,процент,Алматинская,,45-54,49.5
2019,процент,Алматинская,,55-64,43.3
2019,процент,Алматинская,,65 и старше,34.0
2019,процент,Атырауская,,16-24,4.1
2019,процент,Атырауская,,25-28,55.2
2019,процент,Атырауская,,29-34,38.9
2019,процент,Атырауская,,35-44,43.5
2019,процент,Атырауская,,45-54,52.4
2019,процент,Атырауская,,55-64,18.8
2019,процент,Западно-Казахстанская,,16-24,41.7
2019,процент,Западно-Казахстанская,,25-28,55.6
2019,процент,Западно-Казахстанская,,29-34,34.1
2019,процент,Западно-Казахстанская,,35-44,44.7
2019,процент,Западно-Казахстанская,,45-54,36.5
2019,процент,Западно-Казахстанская,,55-64,31.8
2019,процент,Жымбылская,,16-24,47.2
2019,процент,Жымбылская,,25-28,31.6
2019,процент,Жымбылская,,29-34,20.3
2019,процент,Жымбылская,,35-44,36.2
2019,процент,Жымбылская,,45-54,41.9
2019,процент,Жымбылская,,55-64,33.7
2019,процент,Карагандинская,,16-24,21.7
2019,процент,Карагандинская,,25-28,32.2
2019,процент,Карагандинская,,29-34,22.3
2019,процент,Карагандинская,,35-44,40.0
2019,процент,Карагандинская,,45-54,41.6
2019,процент,Карагандинская,,55-64,34.2
2019,процент,Карагандинская,,65 и старше,87.7
2019,процент,Костанайская,,16-24,42.2
2019,процент,Костанайская,,25-28,42.7
2019,процент,Костанайская,,29-34,28.9
2019,процент,Костанайская,,35-44,38.5
2019,процент,Костанайская,,45-54,54.7
2019,процент,Костанайская,,55-64,35.2
2019,процент,Костанайская,,65 и старше,47.8
2019,процент,Кызылординская,,16-24,11.7
2019,процент,Кызылординская,,25-28,34.0
2019,процент,Кызылординская,,29-34,53.1
2019,процент,Кызылординская,,35-44,49.9
2019,процент,Кызылординская,,45-54,45.1
2019,процент,Кызылординская,,55-64,27.0
2019,процент,Мангистауская,,16-24,51.8
2019,процент,Мангистауская,,25-28,32.7
2019,процент,Мангистауская,,29-34,35.8
2019,процент,Мангистауская,,35-44,28.3
2019,процент,Мангистауская,,45-54,39.0
2019,процент,Мангистауская,,55-64,38.5
2019,процент,Мангистауская,,65 и старше,7.1
2019,процент,Павлодарская,,16-24,24.5
2019,процент,Павлодарская,,25-28,26.0
2019,процент,Павлодарская,,29-34,33.8
2019,процент,Павлодарская,,35-44,49.3
2019,процент,Павлодарская,,45-54,56.3
2019,процент,Павлодарская,,55-64,46.6
2019,процент,Павлодарская,,65 и старше,4.2
2019,процент,Северо-Казахстанская,,16-24,24.9
2019,процент,Северо-Казахстанская,,25-28,39.4
2019,процент,Северо-Казахстанская,,29-34,44.2
2019,процент,Северо-Казахстанская,,35-44,40.3
2019,процент,Северо-Казахстанская,,45-54,46.7
2019,процент,Северо-Казахстанская,,55-64,32.8
2019,процент,Северо-Казахстанская,,65 и старше,15.8
2019,процент,Туркестанская,,16-24,38.2
2019,процент,Туркестанская,,25-28,26.9
2019,процент,Туркестанская,,29-34,28.0
2019,процент,Туркестанская,,35-44,46.6
2019,процент,Туркестанская,,45-54,36.7
2019,процент,Туркестанская,,55-64,13.0
2019,процент,Восточно-Казахстанская,,16-24,44.4
2019,процент,Восточно-Казахстанская,,25-28,41.5
2019,процент,Восточно-Казахстанская,,29-34,49.3
2019,процент,Восточно-Казахстанская,,35-44,35.7
2019,процент,Восточно-Казахстанская,,45-54,50.4
2019,процент,Восточно-Казахстанская,,55-64,49.0
2019,процент,г_Нур-Султан,,16-24,41.3
2019,процент,г_Нур-Султан,,25-28,72.1
2019,процент,г_Нур-Султан,,29-34,64.5
2019,процент,г_Нур-Султан,,35-44,38.4
2019,процент,г_Нур-Султан,,45-54,43.8
2019,процент,г_Нур-Султан,,55-64,42.6
2019,процент,г_Нур-Султан,,65 и старше,49.0
2019,процент,г_Алматы,,16-24,41.3
2019,процент,г_Алматы,,25-28,72.1
2019,процент,г_Алматы,,29-34,64.5
2019,процент,г_Алматы,,35-44,38.4
2019,процент,г_Алматы,,45-54,43.8
2019,процент,г_Алматы,,55-64,42.6
2019,процент,г_Алматы,,65 и старше,49.0
2019,процент,г_Шымкент,,16-24,30.5
2019,процент,г_Шымкент,,25-28,38.5
2019,процент,г_Шымкент,,29-34,29.7
2019,процент,г_Шымкент,,35-44,47.3
2019,процент,г_Шымкент,,45-54,37.5
2019,процент,г_Шымкент,,55-64,41.2
