Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2012,процент,сельское население,мужчины,Восточно-Казахстанская,21.5
2013,процент,сельское население,мужчины,Восточно-Казахстанская,33.5
2014,процент,сельское население,мужчины,Восточно-Казахстанская,35.8
2015,процент,сельское население,мужчины,Восточно-Казахстанская,44.4
2016,процент,сельское население,мужчины,Восточно-Казахстанская,43.7
2017,процент,сельское население,мужчины,Восточно-Казахстанская,42.6
2018,процент,сельское население,мужчины,Восточно-Казахстанская,45.5
2010,процент,сельское население,женщины,,20.5
2011,процент,сельское население,женщины,,21.4
2012,процент,сельское население,женщины,,25.8
2013,процент,сельское население,женщины,,25.1
2014,процент,сельское население,женщины,,31.6
2015,процент,сельское население,женщины,,31.9
2016,процент,сельское население,женщины,,33.4
2017,процент,сельское население,женщины,,35.2
2018,процент,сельское население,женщины,,40.8
2010,процент,сельское население,женщины,Акмолинская,25.9
2011,процент,сельское население,женщины,Акмолинская,27.0
2012,процент,сельское население,женщины,Акмолинская,26.7
2013,процент,сельское население,женщины,Акмолинская,23.3
2014,процент,сельское население,женщины,Акмолинская,30.5
2015,процент,сельское население,женщины,Акмолинская,38.8
2016,процент,сельское население,женщины,Акмолинская,37.6
2017,процент,сельское население,женщины,Акмолинская,38.1
2018,процент,сельское население,женщины,Акмолинская,40.8
2010,процент,сельское население,женщины,Актюбинская,28.5
2011,процент,сельское население,женщины,Актюбинская,34.8
2012,процент,сельское население,женщины,Актюбинская,46.5
2013,процент,сельское население,женщины,Актюбинская,46.3
2014,процент,сельское население,женщины,Актюбинская,43.3
2015,процент,сельское население,женщины,Актюбинская,42.6
2016,процент,сельское население,женщины,Актюбинская,44.8
2017,процент,сельское население,женщины,Актюбинская,47.2
2018,процент,сельское население,женщины,Актюбинская,41.1
2010,процент,сельское население,женщины,Алматинская,15.7
2011,процент,сельское население,женщины,Алматинская,17.6
2012,процент,сельское население,женщины,Алматинская,27.6
2013,процент,сельское население,женщины,Алматинская,18.0
2014,процент,сельское население,женщины,Алматинская,29.8
2015,процент,сельское население,женщины,Алматинская,25.6
2016,процент,сельское население,женщины,Алматинская,27.6
2017,процент,сельское население,женщины,Алматинская,26.8
2018,процент,сельское население,женщины,Алматинская,38.3
2010,процент,сельское население,женщины,Атырауская,34.7
2011,процент,сельское население,женщины,Атырауская,33.3
2012,процент,сельское население,женщины,Атырауская,25.2
2013,процент,сельское население,женщины,Атырауская,25.3
2014,процент,сельское население,женщины,Атырауская,28.4
2015,процент,сельское население,женщины,Атырауская,29.0
2016,процент,сельское население,женщины,Атырауская,24.9
2017,процент,сельское население,женщины,Атырауская,32.5
2018,процент,сельское население,женщины,Атырауская,31.4
2010,процент,сельское население,женщины,Западно-Казахстанская,26.3
2011,процент,сельское население,женщины,Западно-Казахстанская,30.2
2012,процент,сельское население,женщины,Западно-Казахстанская,42.6
2013,процент,сельское население,женщины,Западно-Казахстанская,46.9
2014,процент,сельское население,женщины,Западно-Казахстанская,35.3
2015,процент,сельское население,женщины,Западно-Казахстанская,34.7
2016,процент,сельское население,женщины,Западно-Казахстанская,37.6
2017,процент,сельское население,женщины,Западно-Казахстанская,52.3
2018,процент,сельское население,женщины,Западно-Казахстанская,55.5
2010,процент,сельское население,женщины,Жымбылская,12.5
2011,процент,сельское население,женщины,Жымбылская,15.6
2012,процент,сельское население,женщины,Жымбылская,26.5
2013,процент,сельское население,женщины,Жымбылская,38.5
2014,процент,сельское население,женщины,Жымбылская,25.6
2015,процент,сельское население,женщины,Жымбылская,24.5
2016,процент,сельское население,женщины,Жымбылская,29.5
2017,процент,сельское население,женщины,Жымбылская,21.8
2018,процент,сельское население,женщины,Жымбылская,27.5
2010,процент,сельское население,женщины,Карагандинская,20.4
2011,процент,сельское население,женщины,Карагандинская,24.2
2012,процент,сельское население,женщины,Карагандинская,27.8
2013,процент,сельское население,женщины,Карагандинская,21.6
2014,процент,сельское население,женщины,Карагандинская,41.1
2015,процент,сельское население,женщины,Карагандинская,44.0
2016,процент,сельское население,женщины,Карагандинская,41.3
2017,процент,сельское население,женщины,Карагандинская,42.4
2018,процент,сельское население,женщины,Карагандинская,48.0
2010,процент,сельское население,женщины,Костанайская,27.4
2011,процент,сельское население,женщины,Костанайская,31.2
2012,процент,сельское население,женщины,Костанайская,33.4
2013,процент,сельское население,женщины,Костанайская,31.5
2014,процент,сельское население,женщины,Костанайская,34.5
2015,процент,сельское население,женщины,Костанайская,39.6
2016,процент,сельское население,женщины,Костанайская,39.9
2017,процент,сельское население,женщины,Костанайская,39.6
2018,процент,сельское население,женщины,Костанайская,43.5
2010,процент,сельское население,женщины,Кызылординская,26.8
2011,процент,сельское население,женщины,Кызылординская,29.4
2012,процент,сельское население,женщины,Кызылординская,28.7
2013,процент,сельское население,женщины,Кызылординская,25.5
2014,процент,сельское население,женщины,Кызылординская,37.5
2015,процент,сельское население,женщины,Кызылординская,41.3
2016,процент,сельское население,женщины,Кызылординская,38.7
2017,процент,сельское население,женщины,Кызылординская,42.3
2018,процент,сельское население,женщины,Кызылординская,44.0
2010,процент,сельское население,женщины,Мангистауская,41.3
2011,процент,сельское население,женщины,Мангистауская,30.3
2012,процент,сельское население,женщины,Мангистауская,19.7
2013,процент,сельское население,женщины,Мангистауская,44.8
2014,процент,сельское население,женщины,Мангистауская,43.2
2015,процент,сельское население,женщины,Мангистауская,57.5
2016,процент,сельское население,женщины,Мангистауская,61.2
2017,процент,сельское население,женщины,Мангистауская,69.6
2018,процент,сельское население,женщины,Мангистауская,69.3
2010,процент,сельское население,женщины,Южно-Казахстанская,7.9
2011,процент,сельское население,женщины,Южно-Казахстанская,9.1
2012,процент,сельское население,женщины,Южно-Казахстанская,14.7
2013,процент,сельское население,женщины,Южно-Казахстанская,10.0
2014,процент,сельское население,женщины,Южно-Казахстанская,26.5
2015,процент,сельское население,женщины,Южно-Казахстанская,26.2
2016,процент,сельское население,женщины,Южно-Казахстанская,28.0
2017,процент,сельское население,женщины,Южно-Казахстанская,32.0
2010,процент,сельское население,женщины,Павлодарская,39.7
2011,процент,сельское население,женщины,Павлодарская,24.0
2012,процент,сельское население,женщины,Павлодарская,28.4
2013,процент,сельское население,женщины,Павлодарская,37.9
2014,процент,сельское население,женщины,Павлодарская,37.9
2015,процент,сельское население,женщины,Павлодарская,39.7
2016,процент,сельское население,женщины,Павлодарская,41.1
2017,процент,сельское население,женщины,Павлодарская,49.8
2018,процент,сельское население,женщины,Павлодарская,52.8
2010,процент,сельское население,женщины,Северо-Казахстанская,28.4
2011,процент,сельское население,женщины,Северо-Казахстанская,24.5
2012,процент,сельское население,женщины,Северо-Казахстанская,16.7
2013,процент,сельское население,женщины,Северо-Казахстанская,21.3
2014,процент,сельское население,женщины,Северо-Казахстанская,37.7
2015,процент,сельское население,женщины,Северо-Казахстанская,35.3
2016,процент,сельское население,женщины,Северо-Казахстанская,37.4
2017,процент,сельское население,женщины,Северо-Казахстанская,40.0
2018,процент,сельское население,женщины,Северо-Казахстанская,45.3
2018,процент,сельское население,женщины,Туркестанская,33.0
2010,процент,сельское население,женщины,Восточно-Казахстанская,23.4
2011,процент,сельское население,женщины,Восточно-Казахстанская,26.0
2012,процент,сельское население,женщины,Восточно-Казахстанская,29.3
2013,процент,сельское население,женщины,Восточно-Казахстанская,27.5
2014,процент,сельское население,женщины,Восточно-Казахстанская,39.3
2015,процент,сельское население,женщины,Восточно-Казахстанская,37.7
2016,процент,сельское население,женщины,Восточно-Казахстанская,41.8
2017,процент,сельское население,женщины,Восточно-Казахстанская,39.4
2018,процент,сельское население,женщины,Восточно-Казахстанская,48.3
