Year,UNIT_MEASURE,Пол,Местность,Регионы,Value
2015,на 1000 родившихся,мужчины,сельское население,Южно-Казахстанская,16.78
2015,на 1000 родившихся,мужчины,сельское население,Павлодарская,12.44
2015,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,10.3
2015,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,14.98
2015,на 1000 родившихся,женщины,,,10.64
2015,на 1000 родившихся,женщины,,Акмолинская,9.6
2015,на 1000 родившихся,женщины,,Актюбинская,10.64
2015,на 1000 родившихся,женщины,,Алматинская,8.87
2015,на 1000 родившихся,женщины,,Атырауская,9.91
2015,на 1000 родившихся,женщины,,Западно-Казахстанская,10.5
2015,на 1000 родившихся,женщины,,Жымбылская,12.37
2015,на 1000 родившихся,женщины,,Карагандинская,9.32
2015,на 1000 родившихся,женщины,,Костанайская,11.66
2015,на 1000 родившихся,женщины,,Кызылординская,13.63
2015,на 1000 родившихся,женщины,,Мангистауская,9.89
2015,на 1000 родившихся,женщины,,Южно-Казахстанская,12.95
2015,на 1000 родившихся,женщины,,Павлодарская,7.82
2015,на 1000 родившихся,женщины,,Северо-Казахстанская,10.04
2015,на 1000 родившихся,женщины,,Восточно-Казахстанская,11.0
2015,на 1000 родившихся,женщины,,г_Нур-Султан,7.8
2015,на 1000 родившихся,женщины,,г_Алматы,9.36
2015,на 1000 родившихся,женщины,Город,,10.48
2015,на 1000 родившихся,женщины,Город,Акмолинская,10.15
2015,на 1000 родившихся,женщины,Город,Актюбинская,11.16
2015,на 1000 родившихся,женщины,Город,Алматинская,9.7
2015,на 1000 родившихся,женщины,Город,Атырауская,7.12
2015,на 1000 родившихся,женщины,Город,Западно-Казахстанская,11.79
2015,на 1000 родившихся,женщины,Город,Жымбылская,15.88
2015,на 1000 родившихся,женщины,Город,Карагандинская,8.7
2015,на 1000 родившихся,женщины,Город,Костанайская,12.02
2015,на 1000 родившихся,женщины,Город,Кызылординская,14.0
2015,на 1000 родившихся,женщины,Город,Мангистауская,9.69
2015,на 1000 родившихся,женщины,Город,Южно-Казахстанская,12.63
2015,на 1000 родившихся,женщины,Город,Павлодарская,8.23
2015,на 1000 родившихся,женщины,Город,Северо-Казахстанская,9.13
2015,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,11.22
2015,на 1000 родившихся,женщины,Город,г_Нур-Султан,7.8
2015,на 1000 родившихся,женщины,Город,г_Алматы,9.36
2015,на 1000 родившихся,женщины,сельское население,,10.85
2015,на 1000 родившихся,женщины,сельское население,Акмолинская,8.99
2015,на 1000 родившихся,женщины,сельское население,Актюбинская,9.6
2015,на 1000 родившихся,женщины,сельское население,Алматинская,8.57
2015,на 1000 родившихся,женщины,сельское население,Атырауская,12.84
2015,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,9.0
2015,на 1000 родившихся,женщины,сельское население,Жымбылская,10.09
2015,на 1000 родившихся,женщины,сельское население,Карагандинская,11.8
2015,на 1000 родившихся,женщины,сельское население,Костанайская,11.23
2015,на 1000 родившихся,женщины,сельское население,Кызылординская,13.31
2015,на 1000 родившихся,женщины,сельское население,Мангистауская,10.05
2015,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,13.22
2015,на 1000 родившихся,женщины,сельское население,Павлодарская,6.87
2015,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.89
2015,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,10.63
2016,на 1000 родившихся,мальчики и девочки,,,10.79
2016,на 1000 родившихся,мальчики и девочки,,Акмолинская,9.6
2016,на 1000 родившихся,мальчики и девочки,,Актюбинская,10.27
2016,на 1000 родившихся,мальчики и девочки,,Алматинская,9.61
2016,на 1000 родившихся,мальчики и девочки,,Атырауская,10.94
2016,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,9.56
2016,на 1000 родившихся,мальчики и девочки,,Жымбылская,11.63
2016,на 1000 родившихся,мальчики и девочки,,Карагандинская,9.9
2016,на 1000 родившихся,мальчики и девочки,,Костанайская,11.39
2016,на 1000 родившихся,мальчики и девочки,,Кызылординская,13.55
2016,на 1000 родившихся,мальчики и девочки,,Мангистауская,11.52
2016,на 1000 родившихся,мальчики и девочки,,Южно-Казахстанская,13.12
2016,на 1000 родившихся,мальчики и девочки,,Павлодарская,9.12
2016,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,8.58
2016,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,11.61
2016,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,7.86
2016,на 1000 родившихся,мальчики и девочки,,г_Алматы,8.71
2016,на 1000 родившихся,мальчики и девочки,Город,,10.13
2016,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,8.92
2016,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,9.67
2016,на 1000 родившихся,мальчики и девочки,Город,Алматинская,10.64
2016,на 1000 родившихся,мальчики и девочки,Город,Атырауская,10.85
2016,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,9.42
2016,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,13.35
2016,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,9.6
2016,на 1000 родившихся,мальчики и девочки,Город,Костанайская,10.68
2016,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,15.8
2016,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,10.73
2016,на 1000 родившихся,мальчики и девочки,Город,Южно-Казахстанская,11.36
2016,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,8.63
2016,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,6.62
2016,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,10.58
2016,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,7.86
2016,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,8.71
2016,на 1000 родившихся,мальчики и девочки,сельское население,,11.68
2016,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,10.4
2016,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,11.44
2016,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,9.27
2016,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,11.03
2016,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,9.73
2016,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,10.47
2016,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,11.1
2016,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,12.33
2016,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,11.48
2016,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,12.15
2016,на 1000 родившихся,мальчики и девочки,сельское население,Южно-Казахстанская,14.73
2016,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,10.24
2016,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,10.47
2016,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,13.44
2016,на 1000 родившихся,мужчины,,,12.04
2016,на 1000 родившихся,мужчины,,Акмолинская,10.23
2016,на 1000 родившихся,мужчины,,Актюбинская,12.27
2016,на 1000 родившихся,мужчины,,Алматинская,10.57
2016,на 1000 родившихся,мужчины,,Атырауская,10.78
2016,на 1000 родившихся,мужчины,,Западно-Казахстанская,11.11
2016,на 1000 родившихся,мужчины,,Жымбылская,12.74
2016,на 1000 родившихся,мужчины,,Карагандинская,11.24
2016,на 1000 родившихся,мужчины,,Костанайская,11.74
2016,на 1000 родившихся,мужчины,,Кызылординская,14.8
2016,на 1000 родившихся,мужчины,,Мангистауская,12.42
2016,на 1000 родившихся,мужчины,,Южно-Казахстанская,15.19
2016,на 1000 родившихся,мужчины,,Павлодарская,10.07
2016,на 1000 родившихся,мужчины,,Северо-Казахстанская,10.63
2016,на 1000 родившихся,мужчины,,Восточно-Казахстанская,12.82
2016,на 1000 родившихся,мужчины,,г_Нур-Султан,8.25
2016,на 1000 родившихся,мужчины,,г_Алматы,10.03
2016,на 1000 родившихся,мужчины,Город,,11.53
2016,на 1000 родившихся,мужчины,Город,Акмолинская,10.37
2016,на 1000 родившихся,мужчины,Город,Актюбинская,12.2
2016,на 1000 родившихся,мужчины,Город,Алматинская,12.66
2016,на 1000 родившихся,мужчины,Город,Атырауская,9.82
2016,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,11.02
2016,на 1000 родившихся,мужчины,Город,Жымбылская,16.45
2016,на 1000 родившихся,мужчины,Город,Карагандинская,11.08
2016,на 1000 родившихся,мужчины,Город,Костанайская,10.54
2016,на 1000 родившихся,мужчины,Город,Кызылординская,18.1
2016,на 1000 родившихся,мужчины,Город,Мангистауская,12.94
2016,на 1000 родившихся,мужчины,Город,Южно-Казахстанская,13.03
2016,на 1000 родившихся,мужчины,Город,Павлодарская,9.09
2016,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,7.19
2016,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,12.08
2016,на 1000 родившихся,мужчины,Город,г_Нур-Султан,8.25
2016,на 1000 родившихся,мужчины,Город,г_Алматы,10.03
2016,на 1000 родившихся,мужчины,сельское население,,12.73
2016,на 1000 родившихся,мужчины,сельское население,Акмолинская,10.06
2016,на 1000 родившихся,мужчины,сельское население,Актюбинская,12.4
2016,на 1000 родившихся,мужчины,сельское население,Алматинская,9.88
2016,на 1000 родившихся,мужчины,сельское население,Атырауская,11.83
2016,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,11.23
2016,на 1000 родившихся,мужчины,сельское население,Жымбылская,10.25
2016,на 1000 родившихся,мужчины,сельское население,Карагандинская,11.89
2016,на 1000 родившихся,мужчины,сельское население,Костанайская,13.29
2016,на 1000 родившихся,мужчины,сельское население,Кызылординская,11.72
2016,на 1000 родившихся,мужчины,сельское население,Мангистауская,12.01
2016,на 1000 родившихся,мужчины,сельское население,Южно-Казахстанская,17.17
2016,на 1000 родившихся,мужчины,сельское население,Павлодарская,12.4
2016,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,13.97
2016,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,14.12
2016,на 1000 родившихся,женщины,,,9.45
2016,на 1000 родившихся,женщины,,Акмолинская,8.94
2016,на 1000 родившихся,женщины,,Актюбинская,8.14
2016,на 1000 родившихся,женщины,,Алматинская,8.57
2016,на 1000 родившихся,женщины,,Атырауская,11.1
2016,на 1000 родившихся,женщины,,Западно-Казахстанская,7.83
2016,на 1000 родившихся,женщины,,Жымбылская,10.47
2016,на 1000 родившихся,женщины,,Карагандинская,8.48
2016,на 1000 родившихся,женщины,,Костанайская,11.01
2016,на 1000 родившихся,женщины,,Кызылординская,12.19
2016,на 1000 родившихся,женщины,,Мангистауская,10.56
2016,на 1000 родившихся,женщины,,Южно-Казахстанская,10.91
2016,на 1000 родившихся,женщины,,Павлодарская,8.09
2016,на 1000 родившихся,женщины,,Северо-Казахстанская,6.41
2016,на 1000 родившихся,женщины,,Восточно-Казахстанская,10.29
2016,на 1000 родившихся,женщины,,г_Нур-Султан,7.46
2016,на 1000 родившихся,женщины,,г_Алматы,7.29
2016,на 1000 родившихся,женщины,Город,,8.64
2016,на 1000 родившихся,женщины,Город,Акмолинская,7.38
2016,на 1000 родившихся,женщины,Город,Актюбинская,6.95
2016,на 1000 родившихся,женщины,Город,Алматинская,8.45
2016,на 1000 родившихся,женщины,Город,Атырауская,11.96
2016,на 1000 родившихся,женщины,Город,Западно-Казахстанская,7.66
2016,на 1000 родившихся,женщины,Город,Жымбылская,10.12
2016,на 1000 родившихся,женщины,Город,Карагандинская,8.06
2016,на 1000 родившихся,женщины,Город,Костанайская,10.83
2016,на 1000 родившихся,женщины,Город,Кызылординская,13.25
2016,на 1000 родившихся,женщины,Город,Мангистауская,8.41
2016,на 1000 родившихся,женщины,Город,Южно-Казахстанская,9.57
2016,на 1000 родившихся,женщины,Город,Павлодарская,8.13
2016,на 1000 родившихся,женщины,Город,Северо-Казахстанская,6.0
2016,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,8.95
2016,на 1000 родившихся,женщины,Город,г_Нур-Султан,7.46
2016,на 1000 родившихся,женщины,Город,г_Алматы,7.29
2016,на 1000 родившихся,женщины,сельское население,,10.55
2016,на 1000 родившихся,женщины,сельское население,Акмолинская,10.76
2016,на 1000 родившихся,женщины,сельское население,Актюбинская,10.45
2016,на 1000 родившихся,женщины,сельское население,Алматинская,8.61
2016,на 1000 родившихся,женщины,сельское население,Атырауская,10.19
2016,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,8.06
2016,на 1000 родившихся,женщины,сельское население,Жымбылская,10.7
2016,на 1000 родившихся,женщины,сельское население,Карагандинская,10.23
2016,на 1000 родившихся,женщины,сельское население,Костанайская,11.26
2016,на 1000 родившихся,женщины,сельское население,Кызылординская,11.22
2016,на 1000 родившихся,женщины,сельское население,Мангистауская,12.3
2016,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,12.12
2016,на 1000 родившихся,женщины,сельское население,Павлодарская,8.0
2016,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,6.8
2016,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,12.69
2017,на 1000 родившихся,мальчики и девочки,,,10.24
2017,на 1000 родившихся,мальчики и девочки,,Акмолинская,10.08
2017,на 1000 родившихся,мальчики и девочки,,Актюбинская,9.3
2017,на 1000 родившихся,мальчики и девочки,,Алматинская,10.43
2017,на 1000 родившихся,мальчики и девочки,,Атырауская,9.67
2017,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,8.63
2017,на 1000 родившихся,мальчики и девочки,,Жымбылская,10.96
2017,на 1000 родившихся,мальчики и девочки,,Карагандинская,9.95
2017,на 1000 родившихся,мальчики и девочки,,Костанайская,12.27
2017,на 1000 родившихся,мальчики и девочки,,Кызылординская,11.54
2017,на 1000 родившихся,мальчики и девочки,,Мангистауская,10.11
2017,на 1000 родившихся,мальчики и девочки,,Южно-Казахстанская,12.1
2017,на 1000 родившихся,мальчики и девочки,,Павлодарская,10.06
2017,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,11.37
2017,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,9.16
2017,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,7.0
2017,на 1000 родившихся,мальчики и девочки,,г_Алматы,8.5
2017,на 1000 родившихся,мальчики и девочки,Город,,9.34550600184265
2017,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,8.53008377760853
2017,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,8.069474331386413
2017,на 1000 родившихся,мальчики и девочки,Город,Алматинская,9.424330479855492
2017,на 1000 родившихся,мальчики и девочки,Город,Атырауская,9.70638194612958
2017,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,8.67091180056903
2017,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,11.77877979203092
2017,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,10.3592682389244
2017,на 1000 родившихся,мальчики и девочки,Город,Костанайская,10.61320754716981
2017,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,11.173802411771216
2017,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,7.215480485405051
2017,на 1000 родившихся,мальчики и девочки,Город,Южно-Казахстанская,11.142630785351018
2017,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,10.378146248359776
2017,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,11.24543154343548
2017,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,7.909045971329707
2017,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,7.002404866317725
2017,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,8.4969608248735
2017,на 1000 родившихся,мальчики и девочки,сельское население,,11.486093687849952
2017,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,11.842563566701497
2017,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,11.916421808684296
2017,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,10.76885893063351
2017,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,9.63297158883063
2017,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,8.578207702135426
2017,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,10.384615384615383
2017,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,8.318739054290718
2017,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,14.539579967689823
2017,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,11.868839267752966
2017,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,12.703996872862309
2017,на 1000 родившихся,мальчики и девочки,сельское население,Южно-Казахстанская,13.045659809332664
2017,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,9.335529928610654
2017,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,11.488250652741511
2017,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,11.370735974009746
2017,на 1000 родившихся,мужчины,,,11.246257856024108
2017,на 1000 родившихся,мужчины,,Акмолинская,10.534591194968552
2017,на 1000 родившихся,мужчины,,Актюбинская,8.802995041991299
2017,на 1000 родившихся,мужчины,,Алматинская,11.61803303998765
2017,на 1000 родившихся,мужчины,,Атырауская,9.665252239509664
2017,на 1000 родившихся,мужчины,,Западно-Казахстанская,8.902972687490568
2017,на 1000 родившихся,мужчины,,Жымбылская,12.537576068626732
2017,на 1000 родившихся,мужчины,,Карагандинская,11.205930523230755
2017,на 1000 родившихся,мужчины,,Костанайская,14.224983649444082
2017,на 1000 родившихся,мужчины,,Кызылординская,12.928840476432862
2017,на 1000 родившихся,мужчины,,Мангистауская,11.333134506412168
2017,на 1000 родившихся,мужчины,,Южно-Казахстанская,13.54036352932519
2017,на 1000 родившихся,мужчины,,Павлодарская,11.683738796414854
2017,на 1000 родившихся,мужчины,,Северо-Казахстанская,11.25703564727955
2017,на 1000 родившихся,мужчины,,Восточно-Казахстанская,10.154950538387464
2017,на 1000 родившихся,мужчины,,г_Нур-Султан,7.676108959989131
2017,на 1000 родившихся,мужчины,,г_Алматы,9.04313821336918
2017,на 1000 родившихся,мужчины,Город,,9.944902171502653
2017,на 1000 родившихся,мужчины,Город,Акмолинская,7.320644216691069
2017,на 1000 родившихся,мужчины,Город,Актюбинская,7.988165680473372
2017,на 1000 родившихся,мужчины,Город,Алматинская,10.997403390866046
2017,на 1000 родившихся,мужчины,Город,Атырауская,8.837209302325581
2017,на 1000 родившихся,мужчины,Город,Западно-Казахстанская,7.884362680683311
2017,на 1000 родившихся,мужчины,Город,Жымбылская,14.061654948620877
2017,на 1000 родившихся,мужчины,Город,Карагандинская,11.907339250920112
2017,на 1000 родившихся,мужчины,Город,Костанайская,11.19724375538329
2017,на 1000 родившихся,мужчины,Город,Кызылординская,11.610406364222747
2017,на 1000 родившихся,мужчины,Город,Мангистауская,7.880724174653888
2017,на 1000 родившихся,мужчины,Город,Южно-Казахстанская,11.413607391669547
2017,на 1000 родившихся,мужчины,Город,Павлодарская,11.826245167159426
2017,на 1000 родившихся,мужчины,Город,Северо-Казахстанская,9.539842873176209
2017,на 1000 родившихся,мужчины,Город,Восточно-Казахстанская,9.315068493150685
2017,на 1000 родившихся,мужчины,Город,г_Нур-Султан,7.676108959989131
2017,на 1000 родившихся,мужчины,Город,г_Алматы,9.04313821336918
2017,на 1000 родившихся,мужчины,сельское население,,13.051709856821676
2017,на 1000 родившихся,мужчины,сельское население,Акмолинская,14.261460101867572
2017,на 1000 родившихся,мужчины,сельское население,Актюбинская,10.566762728146012
2017,на 1000 родившихся,мужчины,сельское население,Алматинская,11.827901451371314
2017,на 1000 родившихся,мужчины,сельское население,Атырауская,10.516252390057362
2017,на 1000 родившихся,мужчины,сельское население,Западно-Казахстанская,10.276399716513112
2017,на 1000 родившихся,мужчины,сельское население,Жымбылская,11.492832427088482
2017,на 1000 родившихся,мужчины,сельское население,Карагандинская,8.463817181548878
2017,на 1000 родившихся,мужчины,сельское население,Костанайская,18.230155715913405
2017,на 1000 родившихся,мужчины,сельское население,Кызылординская,14.11446249033256
2017,на 1000 родившихся,мужчины,сельское население,Мангистауская,14.35495898583147
2017,на 1000 родившихся,мужчины,сельское население,Южно-Казахстанская,15.63717848791894
2017,на 1000 родившихся,мужчины,сельское население,Павлодарская,11.3452188006483
2017,на 1000 родившихся,мужчины,сельское население,Северо-Казахстанская,12.827090815802975
2017,на 1000 родившихся,мужчины,сельское население,Восточно-Казахстанская,11.642008246422508
2017,на 1000 родившихся,женщины,,,9.166816971343088
2017,на 1000 родившихся,женщины,,Акмолинская,9.584664536741212
2017,на 1000 родившихся,женщины,,Актюбинская,9.832522960561858
2017,на 1000 родившихся,женщины,,Алматинская,9.143047128252016
2017,на 1000 родившихся,женщины,,Атырауская,9.674582233948987
2017,на 1000 родившихся,женщины,,Западно-Казахстанская,8.3426921225734
2017,на 1000 родившихся,женщины,,Жымбылская,9.276582475834113
2017,на 1000 родившихся,женщины,,Карагандинская,8.63697705802969
2017,на 1000 родившихся,женщины,,Костанайская,10.1423487544484
2017,на 1000 родившихся,женщины,,Кызылординская,10.045861541821358
2017,на 1000 родившихся,женщины,,Мангистауская,8.797339341272396
2017,на 1000 родившихся,женщины,,Южно-Казахстанская,10.569828894354035
2017,на 1000 родившихся,женщины,,Павлодарская,8.308810801454042
2017,на 1000 родившихся,женщины,,Северо-Казахстанская,11.487964989059082
2017,на 1000 родившихся,женщины,,Восточно-Казахстанская,8.099804487477888
2017,на 1000 родившихся,женщины,,г_Нур-Султан,6.270748801180376
2017,на 1000 родившихся,женщины,,г_Алматы,7.903300790330079
2017,на 1000 родившихся,женщины,Город,,8.704300143246867
2017,на 1000 родившихся,женщины,Город,Акмолинская,9.841269841269842
2017,на 1000 родившихся,женщины,Город,Актюбинская,8.157389635316697
2017,на 1000 родившихся,женщины,Город,Алматинская,7.759456838021339
2017,на 1000 родившихся,женщины,Город,Атырауская,10.6544901065449
2017,на 1000 родившихся,женщины,Город,Западно-Казахстанская,9.507829977628637
2017,на 1000 родившихся,женщины,Город,Жымбылская,9.398496240601505
2017,на 1000 родившихся,женщины,Город,Карагандинская,8.754208754208754
2017,на 1000 родившихся,женщины,Город,Костанайская,9.99697061496516
2017,на 1000 родившихся,женщины,Город,Кызылординская,10.711030082041932
2017,на 1000 родившихся,женщины,Город,Мангистауская,6.51392632524708
2017,на 1000 родившихся,женщины,Город,Южно-Казахстанская,10.85230280571731
2017,на 1000 родившихся,женщины,Город,Павлодарская,8.780732563973908
2017,на 1000 родившихся,женщины,Город,Северо-Казахстанская,12.957746478873238
2017,на 1000 родившихся,женщины,Город,Восточно-Казахстанская,6.413059320798717
2017,на 1000 родившихся,женщины,Город,г_Нур-Султан,6.270748801180376
2017,на 1000 родившихся,женщины,Город,г_Алматы,7.903300790330079
2017,на 1000 родившихся,женщины,сельское население,,9.809264305177113
2017,на 1000 родившихся,женщины,сельское население,Акмолинская,9.295673936360386
2017,на 1000 родившихся,женщины,сельское население,Актюбинская,13.32001332001332
2017,на 1000 родившихся,женщины,сельское население,Алматинская,9.621839337659432
2017,на 1000 родившихся,женщины,сельское население,Атырауская,8.712969878018422
2017,на 1000 родившихся,женщины,сельское население,Западно-Казахстанская,6.774557771923222
2017,на 1000 родившихся,женщины,сельское население,Жымбылская,9.190197123068726
2017,на 1000 родившихся,женщины,сельское население,Карагандинская,8.16326530612245
2017,на 1000 родившихся,женщины,сельское население,Костанайская,10.34928848641656
2017,на 1000 родившихся,женщины,сельское население,Кызылординская,9.433962264150942
2017,на 1000 родившихся,женщины,сельское население,Мангистауская,10.885192031217908
2017,на 1000 родившихся,женщины,сельское население,Южно-Казахстанская,10.293813366439066
2017,на 1000 родившихся,женщины,сельское население,Павлодарская,7.258514796203238
2017,на 1000 родившихся,женщины,сельское население,Северо-Казахстанская,10.101010101010102
2017,на 1000 родившихся,женщины,сельское население,Восточно-Казахстанская,11.082474226804123
2018,на 1000 родившихся,мальчики и девочки,,,10.11
2018,на 1000 родившихся,мальчики и девочки,,Акмолинская,7.48
2018,на 1000 родившихся,мальчики и девочки,,Актюбинская,10.92
2018,на 1000 родившихся,мальчики и девочки,,Алматинская,9.4
2018,на 1000 родившихся,мальчики и девочки,,Атырауская,12.68
2018,на 1000 родившихся,мальчики и девочки,,Западно-Казахстанская,7.73
2018,на 1000 родившихся,мальчики и девочки,,Жымбылская,9.63
2018,на 1000 родившихся,мальчики и девочки,,Карагандинская,9.11
2018,на 1000 родившихся,мальчики и девочки,,Костанайская,11.52
2018,на 1000 родившихся,мальчики и девочки,,Кызылординская,12.56
2018,на 1000 родившихся,мальчики и девочки,,Мангистауская,11.86
2018,на 1000 родившихся,мальчики и девочки,,Павлодарская,7.25
2018,на 1000 родившихся,мальчики и девочки,,Северо-Казахстанская,13.07
2018,на 1000 родившихся,мальчики и девочки,,Туркестанская,11.69
2018,на 1000 родившихся,мальчики и девочки,,Восточно-Казахстанская,9.51
2018,на 1000 родившихся,мальчики и девочки,,г_Нур-Султан,7.44
2018,на 1000 родившихся,мальчики и девочки,,г_Алматы,9.86
2018,на 1000 родившихся,мальчики и девочки,,г_Шымкент,10.22
2018,на 1000 родившихся,мальчики и девочки,Город,,9.56
2018,на 1000 родившихся,мальчики и девочки,Город,Акмолинская,7.61
2018,на 1000 родившихся,мальчики и девочки,Город,Актюбинская,10.63
2018,на 1000 родившихся,мальчики и девочки,Город,Алматинская,8.48
2018,на 1000 родившихся,мальчики и девочки,Город,Атырауская,11.13
2018,на 1000 родившихся,мальчики и девочки,Город,Западно-Казахстанская,7.62
2018,на 1000 родившихся,мальчики и девочки,Город,Жымбылская,9.33
2018,на 1000 родившихся,мальчики и девочки,Город,Карагандинская,9.06
2018,на 1000 родившихся,мальчики и девочки,Город,Костанайская,10.99
2018,на 1000 родившихся,мальчики и девочки,Город,Кызылординская,13.58
2018,на 1000 родившихся,мальчики и девочки,Город,Мангистауская,10.59
2018,на 1000 родившихся,мальчики и девочки,Город,Павлодарская,8.06
2018,на 1000 родившихся,мальчики и девочки,Город,Северо-Казахстанская,12.06
2018,на 1000 родившихся,мальчики и девочки,Город,Туркестанская,10.62
2018,на 1000 родившихся,мальчики и девочки,Город,Восточно-Казахстанская,8.73
2018,на 1000 родившихся,мальчики и девочки,Город,г_Нур-Султан,7.44
2018,на 1000 родившихся,мальчики и девочки,Город,г_Алматы,9.86
2018,на 1000 родившихся,мальчики и девочки,Город,г_Шымкент,10.22
2018,на 1000 родившихся,мальчики и девочки,сельское население,,10.9
2018,на 1000 родившихся,мальчики и девочки,сельское население,Акмолинская,7.35
2018,на 1000 родившихся,мальчики и девочки,сельское население,Актюбинская,11.8
2018,на 1000 родившихся,мальчики и девочки,сельское население,Алматинская,9.71
2018,на 1000 родившихся,мальчики и девочки,сельское население,Атырауская,14.52
2018,на 1000 родившихся,мальчики и девочки,сельское население,Западно-Казахстанская,7.89
2018,на 1000 родившихся,мальчики и девочки,сельское население,Жымбылская,9.84
2018,на 1000 родившихся,мальчики и девочки,сельское население,Карагандинская,9.31
2018,на 1000 родившихся,мальчики и девочки,сельское население,Костанайская,12.28
2018,на 1000 родившихся,мальчики и девочки,сельское население,Кызылординская,11.6
2018,на 1000 родившихся,мальчики и девочки,сельское население,Мангистауская,12.87
2018,на 1000 родившихся,мальчики и девочки,сельское население,Павлодарская,5.36
2018,на 1000 родившихся,мальчики и девочки,сельское население,Северо-Казахстанская,14.06
2018,на 1000 родившихся,мальчики и девочки,сельское население,Туркестанская,12.08
2018,на 1000 родившихся,мальчики и девочки,сельское население,Восточно-Казахстанская,10.97
2018,на 1000 родившихся,мужчины,,,11.64
