Year,UNIT_MEASURE,Пол,Местность,SERIES,Регионы,Value
2017,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,10.4
2017,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,18.4
2017,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,6.8
2017,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,7.7
2017,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,15.9
2017,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,0.8
2017,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,5.0
2017,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,10.3
2017,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,22.0
2017,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,5.3
2017,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2017,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,1.5
2017,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,6.1
2017,процент,,сельское население,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2017,процент,,сельское население,"1,9 долларов США по ППС в  день",Северо-Казахстанская,0.1
2017,процент,,сельское население,"1,9 долларов США по ППС в  день",Восточно-Казахстанская,0.7
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,0.9
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,0.5
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Западно-Казахстанская,1.5
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,1.9
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,1.2
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,1.2
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,0.3
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,1.0
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,1.3
2017,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,2.4
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,12.7
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,14.8
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,6.9
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,10.7
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,24.0
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,24.3
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,16.0
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,13.5
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,20.6
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,4.9
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,10.6
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,12.4
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,32.3
2017,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,14.7
2018,процент,,,"1,9 долларов США по ППС в  день",,0.0
2018,процент,,,"3,2 долларов США по ППС в  день",,0.3
2018,процент,,,"5,5 долларов США по ППС в  день",,8.5
2018,процент,мужчины,,"1,9 долларов США по ППС в  день",,0.0
2018,процент,мужчины,,"3,2 долларов США по ППС в  день",,0.3
2018,процент,мужчины,,"5,5 долларов США по ППС в  день",,8.9
2018,процент,женщины,,"1,9 долларов США по ППС в  день",,0.0
2018,процент,женщины,,"3,2 долларов США по ППС в  день",,0.3
2018,процент,женщины,,"5,5 долларов США по ППС в  день",,8.2
2018,процент,,Город,"3,2 долларов США по ППС в  день",,0.2
2018,процент,,Город,"5,5 долларов США по ППС в  день",,5.0
2018,процент,,сельское население,"1,9 долларов США по ППС в  день",,0.0
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",,0.4
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",,13.4
2018,процент,,,"1,9 долларов США по ППС в  день",Алматинская,0.1
2018,процент,,,"1,9 долларов США по ППС в  день",Карагандинская,0.0
2018,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,0.6
2018,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.2
2018,процент,,,"3,2 долларов США по ППС в  день",Алматинская,0.1
2018,процент,,,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.1
2018,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,0.2
2018,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.5
2018,процент,,,"3,2 долларов США по ППС в  день",Костанайская,1.0
2018,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.1
2018,процент,,,"3,2 долларов США по ППС в  день",Мангистауская,0.2
2018,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.1
2018,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.5
2018,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,0.5
2018,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.5
2018,процент,,,"3,2 долларов США по ППС в  день",г_Нур-Султан,0.1
2018,процент,,,"3,2 долларов США по ППС в  день",г_Алматы,0.2
2018,процент,,,"3,2 долларов США по ППС в  день",г_Шымкент,0.5
2018,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,8.7
2018,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,12.0
2018,процент,,,"5,5 долларов США по ППС в  день",Алматинская,4.7
2018,процент,,,"5,5 долларов США по ППС в  день",Атырауская,5.2
2018,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,11.8
2018,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,13.8
2018,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,5.1
2018,процент,,,"5,5 долларов США по ППС в  день",Костанайская,10.5
2018,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,13.7
2018,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,4.1
2018,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,8.5
2018,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,8.4
2018,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,21.7
2018,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,8.3
2018,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2018,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,2.4
2018,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,3.8
2018,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,0.5
2018,процент,,Город,"3,2 долларов США по ППС в  день",Актюбинская,0.1
2018,процент,,Город,"3,2 долларов США по ППС в  день",Карагандинская,0.5
2018,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.7
2018,процент,,Город,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.8
2018,процент,,Город,"3,2 долларов США по ППС в  день",Туркестанская,0.3
2018,процент,,Город,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.1
2018,процент,,Город,"3,2 долларов США по ППС в  день",г_Нур-Султан,0.1
2018,процент,,Город,"3,2 долларов США по ППС в  день",г_Алматы,0.2
2018,процент,,Город,"3,2 долларов США по ППС в  день",г_Шымкент,0.5
2018,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,7.8
2018,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,9.9
2018,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,4.5
2018,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,1.6
2018,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,6.5
2018,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,8.7
2018,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,4.3
2018,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,6.4
2018,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,11.5
2018,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,1.1
2018,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,6.7
2018,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,5.9
2018,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,16.5
2018,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,4.6
2018,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.8
2018,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,2.4
2018,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,3.8
2018,процент,,сельское население,"1,9 долларов США по ППС в  день",Алматинская,0.1
2018,процент,,сельское население,"1,9 долларов США по ППС в  день",Карагандинская,0.2
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,0.7
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,0.4
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Алматинская,0.1
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Западно-Казахстанская,0.1
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,0.3
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,0.5
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,1.4
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Кызылординская,0.2
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Мангистауская,0.3
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,0.3
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.3
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,0.6
2018,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,1.1
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,9.5
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,15.7
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,4.8
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,9.1
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,17.5
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,17.2
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,8.4
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,15.5
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,15.2
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,6.1
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,12.9
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,10.5
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,22.9
2018,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,14.1
2019,процент,,,"1,9 долларов США по ППС в  день",,0.0
2019,процент,,,"3,2 долларов США по ППС в  день",,0.2
2019,процент,,,"5,5 долларов США по ППС в  день",,6.2
2019,процент,мужчины,,"1,9 долларов США по ППС в  день",,0.0
2019,процент,мужчины,,"3,2 долларов США по ППС в  день",,0.2
2019,процент,мужчины,,"5,5 долларов США по ППС в  день",,6.4
2019,процент,женщины,,"1,9 долларов США по ППС в  день",,0.0
2019,процент,женщины,,"3,2 долларов США по ППС в  день",,0.2
2019,процент,женщины,,"5,5 долларов США по ППС в  день",,5.9
2019,процент,,Город,"1,9 долларов США по ППС в  день",,0.0
2019,процент,,Город,"3,2 долларов США по ППС в  день",,0.1
2019,процент,,Город,"5,5 долларов США по ППС в  день",,3.6
2019,процент,,сельское население,"1,9 долларов США по ППС в  день",,0.0
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",,0.4
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",,9.7
2019,процент,,,"1,9 долларов США по ППС в  день",Акмолинская,0.0
2019,процент,,,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2019,процент,,,"3,2 долларов США по ППС в  день",Акмолинская,0.7
2019,процент,,,"3,2 долларов США по ППС в  день",Актюбинская,0.2
2019,процент,,,"3,2 долларов США по ППС в  день",Алматинская,0.2
2019,процент,,,"3,2 долларов США по ППС в  день",Жымбылская,0.3
2019,процент,,,"3,2 долларов США по ППС в  день",Карагандинская,0.4
2019,процент,,,"3,2 долларов США по ППС в  день",Костанайская,0.4
2019,процент,,,"3,2 долларов США по ППС в  день",Кызылординская,0.2
2019,процент,,,"3,2 долларов США по ППС в  день",Павлодарская,0.2
2019,процент,,,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.5
2019,процент,,,"3,2 долларов США по ППС в  день",Туркестанская,0.2
2019,процент,,,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,0.6
2019,процент,,,"3,2 долларов США по ППС в  день",г_Алматы,0.0
2019,процент,,,"5,5 долларов США по ППС в  день",Акмолинская,6.2
2019,процент,,,"5,5 долларов США по ППС в  день",Актюбинская,4.5
2019,процент,,,"5,5 долларов США по ППС в  день",Алматинская,3.0
2019,процент,,,"5,5 долларов США по ППС в  день",Атырауская,3.2
2019,процент,,,"5,5 долларов США по ППС в  день",Западно-Казахстанская,7.3
2019,процент,,,"5,5 долларов США по ППС в  день",Жымбылская,9.6
2019,процент,,,"5,5 долларов США по ППС в  день",Карагандинская,3.9
2019,процент,,,"5,5 долларов США по ППС в  день",Костанайская,6.0
2019,процент,,,"5,5 долларов США по ППС в  день",Кызылординская,10.4
2019,процент,,,"5,5 долларов США по ППС в  день",Мангистауская,4.2
2019,процент,,,"5,5 долларов США по ППС в  день",Павлодарская,6.4
2019,процент,,,"5,5 долларов США по ППС в  день",Северо-Казахстанская,8.6
2019,процент,,,"5,5 долларов США по ППС в  день",Туркестанская,15.3
2019,процент,,,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,7.9
2019,процент,,,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.6
2019,процент,,,"5,5 долларов США по ППС в  день",г_Алматы,2.4
2019,процент,,,"5,5 долларов США по ППС в  день",г_Шымкент,4.3
2019,процент,,Город,"1,9 долларов США по ППС в  день",Карагандинская,0.1
2019,процент,,Город,"3,2 долларов США по ППС в  день",Акмолинская,0.4
2019,процент,,Город,"3,2 долларов США по ППС в  день",Карагандинская,0.5
2019,процент,,Город,"3,2 долларов США по ППС в  день",Костанайская,0.4
2019,процент,,Город,"3,2 долларов США по ППС в  день",Туркестанская,0.5
2019,процент,,Город,"3,2 долларов США по ППС в  день",г_Алматы,0.0
2019,процент,,Город,"5,5 долларов США по ППС в  день",Акмолинская,5.3
2019,процент,,Город,"5,5 долларов США по ППС в  день",Актюбинская,2.8
2019,процент,,Город,"5,5 долларов США по ППС в  день",Алматинская,1.8
2019,процент,,Город,"5,5 долларов США по ППС в  день",Атырауская,0.8
2019,процент,,Город,"5,5 долларов США по ППС в  день",Западно-Казахстанская,4.4
2019,процент,,Город,"5,5 долларов США по ППС в  день",Жымбылская,5.0
2019,процент,,Город,"5,5 долларов США по ППС в  день",Карагандинская,3.4
2019,процент,,Город,"5,5 долларов США по ППС в  день",Костанайская,3.6
2019,процент,,Город,"5,5 долларов США по ППС в  день",Кызылординская,9.2
2019,процент,,Город,"5,5 долларов США по ППС в  день",Мангистауская,0.4
2019,процент,,Город,"5,5 долларов США по ППС в  день",Павлодарская,5.7
2019,процент,,Город,"5,5 долларов США по ППС в  день",Северо-Казахстанская,6.6
2019,процент,,Город,"5,5 долларов США по ППС в  день",Туркестанская,11.4
2019,процент,,Город,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,3.9
2019,процент,,Город,"5,5 долларов США по ППС в  день",г_Нур-Султан,0.6
2019,процент,,Город,"5,5 долларов США по ППС в  день",г_Алматы,2.4
2019,процент,,Город,"5,5 долларов США по ППС в  день",г_Шымкент,4.3
2019,процент,,сельское население,"1,9 долларов США по ППС в  день",Акмолинская,0.1
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Акмолинская,0.9
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Актюбинская,0.7
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Алматинская,0.2
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Жымбылская,0.5
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Карагандинская,0.2
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Костанайская,0.4
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Кызылординская,0.4
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Павлодарская,0.5
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Северо-Казахстанская,0.9
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Туркестанская,0.1
2019,процент,,сельское население,"3,2 долларов США по ППС в  день",Восточно-Казахстанская,1.5
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Акмолинская,7.0
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Актюбинская,8.6
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Алматинская,3.3
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Атырауская,5.9
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Западно-Казахстанская,10.4
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Жымбылская,12.6
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Карагандинская,5.9
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Костанайская,8.9
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Кызылординская,11.3
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Мангистауская,6.7
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Павлодарская,7.8
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Северо-Казахстанская,10.3
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Туркестанская,16.2
2019,процент,,сельское население,"5,5 долларов США по ППС в  день",Восточно-Казахстанская,14.5
