Year,UNIT_MEASURE,Местность,Пол,Регионы,Value
2012,процент,сельское население,мужчины,Восточно-Казахстанская,17.1
2013,процент,сельское население,мужчины,Восточно-Казахстанская,12.3
2014,процент,сельское население,мужчины,Восточно-Казахстанская,18.5
2015,процент,сельское население,мужчины,Восточно-Казахстанская,18.9
2016,процент,сельское население,мужчины,Восточно-Казахстанская,25.8
2017,процент,сельское население,мужчины,Восточно-Казахстанская,22.2
2018,процент,сельское население,мужчины,Восточно-Казахстанская,25.9
2010,процент,сельское население,женщины,,24.1
2011,процент,сельское население,женщины,,26.3
2012,процент,сельское население,женщины,,27.0
2013,процент,сельское население,женщины,,26.4
2014,процент,сельское население,женщины,,34.1
2015,процент,сельское население,женщины,,36.0
2016,процент,сельское население,женщины,,36.9
2017,процент,сельское население,женщины,,38.0
2018,процент,сельское население,женщины,,39.1
2010,процент,сельское население,женщины,Акмолинская,19.2
2011,процент,сельское население,женщины,Акмолинская,18.4
2012,процент,сельское население,женщины,Акмолинская,32.4
2013,процент,сельское население,женщины,Акмолинская,32.5
2014,процент,сельское население,женщины,Акмолинская,30.4
2015,процент,сельское население,женщины,Акмолинская,29.4
2016,процент,сельское население,женщины,Акмолинская,37.1
2017,процент,сельское население,женщины,Акмолинская,36.6
2018,процент,сельское население,женщины,Акмолинская,39.9
2010,процент,сельское население,женщины,Актюбинская,34.9
2011,процент,сельское население,женщины,Актюбинская,27.8
2012,процент,сельское население,женщины,Актюбинская,20.5
2013,процент,сельское население,женщины,Актюбинская,28.0
2014,процент,сельское население,женщины,Актюбинская,38.8
2015,процент,сельское население,женщины,Актюбинская,41.0
2016,процент,сельское население,женщины,Актюбинская,39.3
2017,процент,сельское население,женщины,Актюбинская,40.5
2018,процент,сельское население,женщины,Актюбинская,45.8
2010,процент,сельское население,женщины,Алматинская,35.1
2011,процент,сельское население,женщины,Алматинская,34.2
2012,процент,сельское население,женщины,Алматинская,27.1
2013,процент,сельское население,женщины,Алматинская,22.5
2014,процент,сельское население,женщины,Алматинская,29.8
2015,процент,сельское население,женщины,Алматинская,32.0
2016,процент,сельское население,женщины,Алматинская,31.4
2017,процент,сельское население,женщины,Алматинская,36.3
2018,процент,сельское население,женщины,Алматинская,38.0
2010,процент,сельское население,женщины,Атырауская,23.5
2011,процент,сельское население,женщины,Атырауская,28.3
2012,процент,сельское население,женщины,Атырауская,43.9
2013,процент,сельское население,женщины,Атырауская,41.6
2014,процент,сельское население,женщины,Атырауская,41.4
2015,процент,сельское население,женщины,Атырауская,44.8
2016,процент,сельское население,женщины,Атырауская,56.0
2017,процент,сельское население,женщины,Атырауская,53.4
2018,процент,сельское население,женщины,Атырауская,58.3
2010,процент,сельское население,женщины,Западно-Казахстанская,26.5
2011,процент,сельское население,женщины,Западно-Казахстанская,27.2
2012,процент,сельское население,женщины,Западно-Казахстанская,23.2
2013,процент,сельское население,женщины,Западно-Казахстанская,34.0
2014,процент,сельское население,женщины,Западно-Казахстанская,31.4
2015,процент,сельское население,женщины,Западно-Казахстанская,32.5
2016,процент,сельское население,женщины,Западно-Казахстанская,33.3
2017,процент,сельское население,женщины,Западно-Казахстанская,26.5
2018,процент,сельское население,женщины,Западно-Казахстанская,30.2
2010,процент,сельское население,женщины,Жымбылская,16.7
2011,процент,сельское население,женщины,Жымбылская,24.3
2012,процент,сельское население,женщины,Жымбылская,21.5
2013,процент,сельское население,женщины,Жымбылская,15.6
2014,процент,сельское население,женщины,Жымбылская,27.8
2015,процент,сельское население,женщины,Жымбылская,29.9
2016,процент,сельское население,женщины,Жымбылская,25.9
2017,процент,сельское население,женщины,Жымбылская,35.5
2018,процент,сельское население,женщины,Жымбылская,37.7
2010,процент,сельское население,женщины,Карагандинская,31.3
2011,процент,сельское население,женщины,Карагандинская,30.2
2012,процент,сельское население,женщины,Карагандинская,50.2
2013,процент,сельское население,женщины,Карагандинская,42.7
2014,процент,сельское население,женщины,Карагандинская,31.8
2015,процент,сельское население,женщины,Карагандинская,38.4
2016,процент,сельское население,женщины,Карагандинская,37.8
2017,процент,сельское население,женщины,Карагандинская,36.6
2018,процент,сельское население,женщины,Карагандинская,34.7
2010,процент,сельское население,женщины,Костанайская,27.3
2011,процент,сельское население,женщины,Костанайская,26.6
2012,процент,сельское население,женщины,Костанайская,28.8
2013,процент,сельское население,женщины,Костанайская,30.5
2014,процент,сельское население,женщины,Костанайская,29.8
2015,процент,сельское население,женщины,Костанайская,35.1
2016,процент,сельское население,женщины,Костанайская,30.3
2017,процент,сельское население,женщины,Костанайская,33.3
2018,процент,сельское население,женщины,Костанайская,32.4
2010,процент,сельское население,женщины,Кызылординская,25.4
2011,процент,сельское население,женщины,Кызылординская,32.6
2012,процент,сельское население,женщины,Кызылординская,41.5
2013,процент,сельское население,женщины,Кызылординская,46.0
2014,процент,сельское население,женщины,Кызылординская,34.8
2015,процент,сельское население,женщины,Кызылординская,38.3
2016,процент,сельское население,женщины,Кызылординская,42.1
2017,процент,сельское население,женщины,Кызылординская,39.4
2018,процент,сельское население,женщины,Кызылординская,37.5
2010,процент,сельское население,женщины,Мангистауская,26.9
2011,процент,сельское население,женщины,Мангистауская,31.2
2012,процент,сельское население,женщины,Мангистауская,46.1
2013,процент,сельское население,женщины,Мангистауская,27.1
2014,процент,сельское население,женщины,Мангистауская,51.5
2015,процент,сельское население,женщины,Мангистауская,35.6
2016,процент,сельское население,женщины,Мангистауская,37.4
2017,процент,сельское население,женщины,Мангистауская,29.9
2018,процент,сельское население,женщины,Мангистауская,30.6
2010,процент,сельское население,женщины,Южно-Казахстанская,19.1
2011,процент,сельское население,женщины,Южно-Казахстанская,23.0
2012,процент,сельское население,женщины,Южно-Казахстанская,20.9
2013,процент,сельское население,женщины,Южно-Казахстанская,21.7
2014,процент,сельское население,женщины,Южно-Казахстанская,42.8
2015,процент,сельское население,женщины,Южно-Казахстанская,43.8
2016,процент,сельское население,женщины,Южно-Казахстанская,48.3
2017,процент,сельское население,женщины,Южно-Казахстанская,48.7
2010,процент,сельское население,женщины,Павлодарская,20.6
2011,процент,сельское население,женщины,Павлодарская,14.9
2012,процент,сельское население,женщины,Павлодарская,19.4
2013,процент,сельское население,женщины,Павлодарская,27.2
2014,процент,сельское население,женщины,Павлодарская,28.0
2015,процент,сельское население,женщины,Павлодарская,30.3
2016,процент,сельское население,женщины,Павлодарская,23.2
2017,процент,сельское население,женщины,Павлодарская,24.2
2018,процент,сельское население,женщины,Павлодарская,35.0
2010,процент,сельское население,женщины,Северо-Казахстанская,14.4
2011,процент,сельское население,женщины,Северо-Казахстанская,22.8
2012,процент,сельское население,женщины,Северо-Казахстанская,21.6
2013,процент,сельское население,женщины,Северо-Казахстанская,17.4
2014,процент,сельское население,женщины,Северо-Казахстанская,27.1
2015,процент,сельское население,женщины,Северо-Казахстанская,30.9
2016,процент,сельское население,женщины,Северо-Казахстанская,24.0
2017,процент,сельское население,женщины,Северо-Казахстанская,25.0
2018,процент,сельское население,женщины,Северо-Казахстанская,26.2
2018,процент,сельское население,женщины,Туркестанская,49.2
2010,процент,сельское население,женщины,Восточно-Казахстанская,22.2
2011,процент,сельское население,женщины,Восточно-Казахстанская,21.9
2012,процент,сельское население,женщины,Восточно-Казахстанская,20.5
2013,процент,сельское население,женщины,Восточно-Казахстанская,24.7
2014,процент,сельское население,женщины,Восточно-Казахстанская,26.9
2015,процент,сельское население,женщины,Восточно-Казахстанская,36.9
2016,процент,сельское население,женщины,Восточно-Казахстанская,35.1
2017,процент,сельское население,женщины,Восточно-Казахстанская,35.9
2018,процент,сельское население,женщины,Восточно-Казахстанская,29.9
